Date,Rating,Title,Review
Date of travel: December 2021,10,Abusive Customer Service,"I was flying out Dec. 20 and the supervisor at the Delta Atlanta International terminal was extremely rude and abusive to passengers. I'm fine with standing in line for an hour and a half to check in because I understand Covid restrictions and absentees. Actually, even the passengers who had missed flights because of the line were being patient and understanding. But Delta employees should do all they can to help and alleviate stress, not yell at passengers who have missed flights and refuse to help. I had booked a flight on the Delta website but apparently it hadn't been ticketed. I had an email itinerary that told me I was booked but the supervisors told me I had no ticket as if I had done something wrong. (The man who initially helped me was very kind. It was the supervisors who were cruel, particularly the main supervisor.) They refused to help and lectured me until I begged them in tears. They finally issued a ticket minutes before I had to board, and I had to run all the way through that large airport to my plane. I was the last person to board.Why? Aren't Delta supervisors there to help customers? Or are they doing us a favor by allowing us to fly their airline? It was like they were enjoying the power they had over passengers' ability to get where they needed to go. Delta needs to regroup and do some customer service training."
Date of travel: January 2022,10,Baggage damaged,"Nobody answer chat or phone calls,website for claim baggage doesn’t work,my new baggage was totally damaged."
Date of travel: January 2022,10,The worst airline ever,Paid extra for comfort plus. Plane stayed grounded for an hour and thirty minutes because the pilots got lost. The AC was sporadic so everyone was sweating bullets next to each other. I am 0/4 with successful delta flights this season. My previous delta flight was delayed for over a day.  Why is this rated number 1 for consumer satisfaction?
Date of travel: January 2022,10,Sky Priority is the ONLY Priority,"Was forced to miss my flight because only one person was working the bag check line. Waited in a huge line during the holidays. Sky priority had 6-7 people working the bag check counter but no one was waiting in line. By the time I got to my gate at the other end of the airport, the gate was closed and I was told I had to go all the way back to the front of the airport just to get on another flight that was 4 1/2 hours later. Workers at the bag check counter did come to assist for a few minutes but then left on break a few minutes later. It was so frustrating to have to miss my flight because I was a regular person who wanted to check my bag during the holidays. It seems like Sky Priority is Delta’s only priority and that’s really disappointing."
Date of travel: January 2022,10,Horrfic,I walked onto the 757-200 hungry waiting for breakfast to be served so I waited for breakfast we took off and then I saw a box I was exited fort the food and guess what I got cheese and the flight was a breakfast and a lunch time flight the food was trash then the amities you get headphones and a bottle of water and that is it so comparing tis to American Airlines biasness class was way better and I got real food and I got better amenities Delta airlines you failed my test.
Date of travel: January 2022,10,"4 cancelled flights, 5 hours on the baggage claim floor","In my trip from New Orleans to Boston on January 1st, 2022, I had 4 flights cancelled. My original flight from MSY to ATL to BOS was cancelled, and then I was rebooked from MSY to LGA to BOS, which was also cancelled. I was then put on standby from MSY to JFK to BOS, managed to get on that flight to JFK, and was supposed to have a 6 hour layover--I was able to switch to a 6:30 PM flight to BOS so I wouldn't be getting home at 11 PM, and was told by the Delta employee who rebooked me that my flight would be protected--that flight was then cancelled, and I was told I could not even get on the standby list for the 8:59 PM flight to BOS that I had switched from. I talked to a Delta employee and asked him to cancel the 7:00 AM flight I was automatically rebooked onto for the next day and request my luggage so I could leave the airport and take an Amtrak home. I waited for 5 hours on the baggage claim floor for my bag (with at least  10 other people doing  the same), and was told by the 4th Delta employee I spoke to, 4 hours into waiting, that the 3 Delta employees I had already spoken to who said my flight was cancelled and my bag was requested had actually done nothing. The one competent, nice Delta employee finally requested my bag for me—I then waited another 45 minutes, and then that same employee gave me a file number and took my home address to have my bag delivered to me so I could leave the airport, since it was already 11 PM. By the time I left the airport to go to a hotel so I could catch an Amtrak in the morning, it was too late to cancel my flight, despite the fact that I was told by multiple Delta employees that they cancelled it for me. I ended up having  to purchase a hotel room and an Amtrak ticket, and have not received a refund yet from Delta. I will absolutely NEVER  fly Delta again."
Date of travel: December 2021,30,Gets you there but not great service.,"I was flying early morning from RDU to LAS and meeting my daughter there who was flying from another location.  I cheked in the night before and paid my $30 checked bag fee. When I got the the airport they would not let me check my bag.  Delta said I had to have checked it at least 45 minutes prior and it was now 43 minutes prior to my flight.  I asked if they was any wiggle room in the rule as my daughter would be waiting at the Vegas airport for me.  Delta said no, get on that line and book another flight.  I even asked if they could send my luggage on a later flight & I would pick it up at the airport but they soid they couldn't do that. As you wil see, they did exactly that.  So they said the next flight they could put me on would get me into Vegas @ 10:43pm which would mean my daughter would be waiting there for about 13 hours. I said is there anything earlier. They said no, so I paid almost $100 extra to be put on the late flight and was no longer comfort plus.   So with time on my hands I got on my computer and found out the Delta agent had lied to me. There was an earlier flight that would get me to Vegas at 6:23pm.  So after considerable effort on my part doing an online chat with Delta I was able to get on an earlier flight. When I went to check my bag for the afternoon flight I had to pay another $30 baggage fee.  I spoke to an agent and said I had already paid and I have a record of it.  They said they had no record.  Clearly lying again or just incompetent or did not care. (I have both $30  charges on my credit card company statement).  Then...  When I changed planes in Atlanta, my bag did not make it on the flight to Vegas.  So when I got to Vegas I had to wait on another line to file a claim. They expected the bag to arrive at 10:43pm, & they would bring it to me.  I was staying outside Zion national park and planed on hiking Bryce the following day.  I was hoping they would bring me my bag that night or early the next morning as everything I needed was in it.  Warm jacket, hiking boots, etc.  Well....I didn't get my bag until around 4pm the next day.  So that day was ruined.   I suppose if I was a diamond platinum executive I would have gotten my bag the night I arrived.  Any way I contacted Delta about the double charge and my being lied to about the earlier flight, however several weeks have gone by & they have not responded.  I'll fly Delta if I have to, but quite unhappy about my experience."
Date of travel: January 2022,10,A disastrous flight on way home,Today marked the end of our vacation and we were returning home. As we got on our flight from Vegas to Detroit just after takeoff as beverage service started the flight attendant only gave us snacks and never asked us what do we want to drink. We had to call another flight attendant just to get drinks. Flight attendants were rude on the first flight. Our second flight back to Cleveland was delayed and all delta did was provide snacks. Our flight was due to leave at 9:20 but the flight was delayed until midnight and delta did nothing to compensate this delay. This was totally unacceptable and I would avoid flying with delta in the future if you choose to fly. Avoid this airline if possible and fly with someone else.
Date of travel: December 2021,50,Only Delta From Now ON,"We flew Delta from Detroit to Las Vegas Dec 21-25 RT. My husband was upgraded to first class for the flight out and he loved the service. I was content in Comfort+ because I had an ailse seat and he likes window which was offered in first. Love how they had new and current movies to see, as well as old favorites. So easy to watch a couple movies and Wa-La, you're in Vegas! Check-in, Gate and Flight Crew were all awesome, friendly and welcoming. The flights were smooth. With the rowdy winter storms and Omicron hampering travel, we got a notice the night before our return home that our flight was rescheduled.  We checked out early so we could get assigned a decent seat (exit row in Main) as we paid for Comfort+ but they put us in main. They had a special problem check in point and the agent was very helpful. Our flight home was broken into MSP then DTW. I had aisle in Main but the tv didn't work and I asked several attendants, all said they would check on it and it finally fired up an hour into the flight and then went out within 20 minutes.  We had a four-hour layover in MSP as the pilots were stuck in Boise due to the weather. We finally boarded at 11:15 PM, and arrived in Detroit at 2:30 AM. I was worried about getting carjacked on the way home or my husband falling asleep while driving because we don't stay up all night like that. All was well and in the end, considering how much weather and covid has impacted holiday travel, we felt lucky we arrived home only 5.5 hours late, even though it was 3:30 AM. Delta sent a nice apology letter and awarded us 15,000 miles each toward new flights. We're supposed to fly again in February and we are considering changing to May to avoid weather related cancellations. Covid as always will be a wild card as well."
Date of travel: January 2022,10,"Delayed 3 Time and Rebooked Twice, Once without Notice","Completely disgusted! Initial flight delayed 3 time then rebooked twice, once without any notice! Horrible customer service, one giving me an invalid confirmation number and two reps telling me different things."
Date of travel: December 2021,10,Poor service.,Delta canceled my ticket but the plane still flew.  After 2 days of communication with Delta agents they said to go online and file a complaint.  I still have not received proper compensation for canceled flight.
Date of travel: December 2021,30,"Some good, some bad!","This was the return leg of our flight to see our grandson for Christmas.We were notified at 5PM the night before our 7AM flight from PDX to SEA that it had been cancelled and we were rebooked for 27 hours later going from PDX/LAX/TUS.Granted, they can't control the weather, but they could have done a better job anticipating the flight loads and time of year.  I attempted to contact Delta about a hotel and meal voucher only to wait for an online chat for an hour. Ultimately, the representative told me to contact a Red Coat representative at the airport and they would accommodate us. Never mind that we weren't at the airport. To add insult to injury there were no Red Coat reps at the airport the next morning. What a joke. The good news is they upgraded us to first class from PDX to LAX. This leg of the flight wasn't too bad, the plane was very small. Then we had to take a shuttle out on the tarmac to the terminal. It was like the terminal from hell. When we walked in it was shoulder to shoulder humanity. No place to sit except the floor. We got lucky and found a restaurant with a table where we hung out for 2 hours as our next flight to TUS was delayed.First delay was 3 hours, then a gate change, then another 2 hour delay. Not sure why they couldn't have put another plane on the route and switched our plane to another destination. The terminal was so crowded with multiple flights all departing at the same time in a very tight area. If we don't get Covid I'll be surprised.Overall we were supposed to land in Tucson at 1:44PM on December 29. We ended up arriving at 9:30PM on December 30th.I sent an online complaint in with my receipt for hotel and food. We'll see if I get reimbursed."
Date of travel: December 2021,10,WORST AIRLINE EVER,RUDEST customer service at JFK. I fly at least a dozen times a year (usually with BA) and have NEVER experienced anything like it. Overcharged for luggage already paid for. Waited three hours to reach their phones. Flight attendants were extremely sassy and offensive at the customer desk at JFK.Clearly dis not want to be there! What happened to the customer is always right. Paid over £1000 for these tickets and regret every cent. Worse flying experience. NEVER fly Delta - felt like torture. Absolute shambles. I am traumatised.
Date of travel: December 2021,10,DELTA = TOTAL BS,Worst airline ever. Delayed our 8AM flight to 9:30 PM for no rational reason. Waited 5 hours just to get boarding passes only to have it rebooked by 1PM the next day and REFUSED to let us bored due to expired covid tests which was their fault in the first place. They also lost our luggage along the way which contained my mother’s medication and refused to answer when called to ask for service. Such bs
Date of travel: November 2021,50,Quality - Kindness - Ethics!,"While we don’t care for most of their flights having layovers (although we did book it the week we decided to travel!), we will say the staff was extremely friendly, the flight was very smooth with little turbulence, and it’s clear they have a strong ethical and moral compass. We stand with Delta and will only fly with them!"
Date of travel: December 2021,10,-100000000 out of 10,"It has literally been a nightmare! We had a flight on Tuesday from Houston to Twin Falls. Our first flight was delayed causing us to miss our connection. The website doesn't work s we had to call Delta to reschedule our flights. We were on hold for four hours to be told we have to call a different number. We waited on hold for another three hours to get a flight change to one on Thursday. Then our rescheduled flight was canceled! They put us on another flight two days later, leaving on saturday. So we were stranded at an airport for two days. Finally on Friday we  just got a rental car and drove. Now I have been  on hold for four hours waiting to cancel our flight Saturday . Every tab on the app and website work EXCEPT the one you need to cancel your flight. It just loads forever and has a pop up that says there are technical problems try again later. It's a -1000000 out of 10! Do not fly delta!"
Date of travel: December 2021,20,Prepare for a Long Day,"2 delayed flights on Dec. 29 with 2 flight crews announcing they didn't know why we were delayed. Delta app and gate agents showing flights as ""on time"" right up to scheduled departure only to begin the sliding delay updates in ATL again with no information provided.A 7.5 hour flight and layover day became much longer.After arriving at our destination we learned our checked bag was left behind in ATL. Our bag was delivered to our hotel half past midnight making for a LONG travel day.Interesting to note airfares are not reflecting the ""new normal"" sub-standard airline service."
Date of travel: November 2021,10,delta made us sleep at airport,"We had a connecting international flight in ATL. We made it about to the gate on time, and they cancelled the whole flight. To call customer service is a THREE HOUR wait. Messages is an hour and a half, and with 2 or more full flights cancelled, the line to customer service is hours long with no help. No one at delta cares. No food available and they want you to sleep at the airport to figure out your next flight??! Avoid delta at all costs. We fly American usually and have never been stranded overnight with zero effort from staff. They can strand you anywhere."
Date of travel: December 2021,10,Horrific experience,"I just had a horrible experience with Delta Airlines.My husband purchased 2 tickets 3 months ago one for me one for him..Today we attempted to take flight Delta decided that our tickets needed to be in my husband's name, 2 seats for him, none for me.And oh they decided to add another one and charge us.So now my man has 3 seats, I have none.We arrive at the ticket counter 3 hours before flight to get this fixed to be told they cannot help.The ticket counter could not help???  What are they for then??They give us a card with an 1800 number.We call, the wait is 3 hour 45 minutes on the phone, a recording tells us this.The wait time is longer than the flight will be taking off.We beg the ticket counter to help us.No way..the treatment we received was discrimaotry and aggressive.They had zero accountability to service and just did not care that we were going to miss our flight.So the 3 seats we paid for went unused.We tried to buy another seat, for 1000.The ticket counter lady told us there were 3 seats open.When I went to pay, she said sorry, cannot sell the seat.When asked why, she walked away and refused to help us.Asking questions is not aloud at Delta.They just walk away.I love people and I love serving people as a Bank President for 35 years.I am completely appalled by the experience I just had with Delta.And by the way, 3 hours and 52 minutes into the customer service call, they picked up and then hung up.Horrible!!!!!!!!!"
Date of travel: December 2021,10,The worst experience of my life.,Flight canceled and rebooked for two days later. Got on that flight. Waited 4 and a half hours on the plane at a gate. Got to the takeoff point. Mechanical error stopped the flight. Currently in delta hell trying to figure out how to get home. I will never use delta again and neither should anyone.
Date of travel: December 2021,10,Can’t get anyone to answer the phone,"This is not a complaint about any of the staff members.  This is a complaint against. Management.  NO ONE answers the phone anymore.  It’s a 2 hour wait at a minimum, and sometimes 12 hours.  I needed help changing a ticket purchased with miles.  It wasn’t working making the  change online and it didn’t explain why.  So I called and called and called.  No answer after many long waits.  Then I tried the chat line.  I waited a long time there too.  Then they transferred me to a special accounts rep, telling me that I wouldn’t be on hold.  They lied.  I waited for 45 minutes and then gave up.   STAFF ENOUGH PEOPLE TO ANSWER THE PHONE SO THE WAIT IS LESS THAN 10 MINUTES!!!!  YOU ARE SUPPOSED TO BE A PREMIUM AIRLINE.  ACT LIKE IT."
Date of travel: December 2021,30,Masks mandated but not enforced,"Flight itself was just fine, but with the omicron variant and constant airport and on board announcements that masks are mandated by law to be worn correctly, I was disappointed to see so many passengers wearing them under the chin (some for the entire flight-not just eating…). Never once saw a flight attendant say anything. Spirit airlines (which I can’t stand to fly) did a MUCH better job enforcing this."
Date of travel: December 2021,10,Terrible,"This Airlines , is just so terrible cancel flight for 3 days , than on the 4th day plane gets delay for 2 hrs due to flight pilot didnt arrive on time , first cancelation was due to a weather now employees reason , never never agaig will flight on delta.i will rent a car will be much satisfactory till i researchfor a better company.they dont even offer some sort of consenteces or something for their worst worst service.if i dont here any answer on this web cause obviously their agents here are just not.....i will refer each and each customer or friends of how terrible they are ...."
Date of travel: December 2021,50,Flight DL 3644,Thank you to the lovely person called Margarita. She made our experience with Delta fantastic! Especially after so many delays on our flight. She really went above and beyond. Delta is lucky to have her.
Date of travel: December 2021,30,Military pre-boarding  inconsistency continues,"There continues to be  inconsistency in regard to this policy. Out of Pensacola only “active duty” Out of Atlanta,  in the same terminal:  “  all military” or “active military and retired”  When I questioned the gate attendant a gentleman at gate 4 in Pensacola on 12/27/21 ,for the 1:35 flight to Atlanta,  I was told that “ it is up to the gate attendant “ and “that it was not the policy of Delta to board anyone accept active duty , just like every other airline”.   If that is the case then why on our flight down to Pensacola on 12/20/21  the announcement of the gate attendant was “active duty retired military and anyone holding a military ID you are free to pre-board”?  As was stated in a  previous review (2019), the pre-boarding of military for the airline that is the major DTS contractor  has not changed.   So on some flights my retired Navy spouse with 24 years of service may get to pre-board and on others he may not?    And this Is subject to the gate attendant? There should be a consistent policy.  Pensacola has a large military presence both active duty and retired and it was because of this,  I was  also told that retired military were not allowed to pre-board.  To which I replied. “ Thank God for them”."
Date of travel: December 2021,10,Do Not use this airline!,"I am a travel nurse and fly around probably 10+ times a year. I hardly use Delta and this will be my LAST time. My flight home was canceled 20 minutes before we boarded. I had been at the airport for the entire day because another flight was canceled. I had previously tried to drive to Atlanta and cancel a morning flight from Savanah. I was told by Delta consumer service that if I did that they would cancel my entire package. Anyway, back to being canceled. When our flight was canceled I ran (I'm a fat girl) but booked it to costumer service. I was #12-15 in line out of about 400 people. I still waited hours. There were no flights following day. They refused to cover hotel (illegal) nor put me on another airline. I am still stuck in Atlanta until maybe tomorrow. Also, I was originally first class and I had to call 4 different times to get reimbursement because they could only get me main cabin. They said it was my loss! So, you cancel us and steal? I think people need to start standing up to these big bullies that break laws. I will pay any lawyer willing to take my case...knowing I will come way out of pocket for what they owe me. I want my hotel, meals, ticket, and first class money reimbursed. It's not OK. The 8 hours of Delta costumer service calls were ridiculous. Never ever again Delta. Shame on you."
Date of travel: December 2021,10,Worst flight ever. Not only that it was late by 1hr and 45min. When we landed. And didn’t have a gate for 2 hours,"Worst flight ever. Only 25 ground people showed up to work. how is that delta fault. When 100 people call us n over snow. That means the pay isn’t worth the drive. And you know when half the staff doesn’t show up. That doesn’t mean double pay. That means  double work, and same pay. No wonder my service is junk almost everywhere you go. Fight should of landed at 3.24. It’s 5:30 pm and I’m waiting on a runway for a gate to open up"
Date of travel: December 2021,10,Delta falls apart in Reno Nevada,"Flew from New York to Reno on 12/25. Throughout the flight the crews were great! That all ends at Reno. The luggage was delayed for roughly an hour and then there were 3 flights mixed on three belts. After waiting for two hours I went to the Delta claim office to find my bag. The woman was nasty and I’ll tempered. She indicated it was my fault met bag was gone, then told me to check again. After being convinced my bag was actually missing she wrote my info on a piece of paper and assured me they would deliver my bag asap. I told her I lived 2 hours from the airport and she said it was no problem. First lie. She called a few hours later to tell me I had to come pick up my bag. I reminded her I did not live in Reno and she said it would be scheduled for delivery the next day, Sunday.After 4 hours of waiting and disconnected calls I got through to some one who called her because there was nothing in the file. I was promised she would call me later Ethan day with the info. No call. Monday I made both calls and texts with Delta employees who assured me my bag would be delivered Monday evening or Tuesday morning…No surprise! No bag, no call, hour plus wait time to speak with anyone….Delta doesn’t care It is a shame one nasty I’ll tempered woman represents so many decent people at Delta."
Date of travel: December 2021,10,7.5 Hours on Phone. I think that's how 1 employee works at the front desk..Embarrassing,They destroyed my new luggage and zero response7.5 Hours on Phone. I think that's how 1 employee works at the front desk..Embarrassing..
Date of travel: December 2021,10,Delta is the worst airline company ever,"Never fly with Delta airline, we had the most horrible   experience:- they canceled our flights because they oversold seats- no refund or apologies  - rude staff"
Date of travel: December 2021,10,4 hr in line,"It’s just sad to see how US companies becoming Soviet style government mechanisms. Delta in business of   flights cancellations for the 3 rd day in SeaTac, ruining holidays for people and they have 1(!) ONE (Karl!) person at the help desk to accommodate thousands of people, no vouchers, hotels, nothing. They just don’t give a fly, I guess the are not dependent on a free market competition anymore, they are all “to big to fail” now?"
Date of travel: December 2021,10,Scam artists,Basic scam artists hedging their bets on oversold seats and throttling arrivals and departures according to the most seats to be sold. Waited hours told by desk people to be finally cancelled so they can make more $$.
Date of travel: December 2021,10,Nightmare,Took off from Little Rock. plane sat there for over an hour before it finally took off. when we landed in Atlanta the connecting flight  had already left. this was at 8.pm. got  got a connecting flight that was to leave at 9 pm. it got pushed to 10:30 pm then 12:30 then 1:00 then 1:30 at 2 am they pushed it to 10:30 `14 1/2 hours i had to live in the HELL that is ATLANTA no motel room  no food and literally no hope its 8 am and i trust DELTA so much im trying to get a u-haul truck to drive home as the renal car company's wont allow a 1 way trip to destin
Date of travel: December 2021,10,Bad customer service,First flight delayed 4 hrs. Was put on flight to connecting flight in Minneapolis. Landed and flight got delayed again was scheduled for the next day. Next day flight got delayed again and was gonna get scheduled for the day after but finally convinced them to be put on next flight by lying about family member being sick. Was sent to a different connecting flight in LA. Got there and flight got delayed again. Now landing at midnight. HORRIBLE EXPERIENCE AND WILL NEVER USE DELTA AS A FLIGHT SERVICE AGAIN.
Date of travel: December 2021,10,Delta customer service,"I was flying home for the holidays this year when I received a notification that my reservation had changed. I needed to be back for work on December 27th, and had originally chosen to fly back on the 26. However, my reservation had been changed to flying out on the 27th, due to a flight cancellation- despite specifying that I needed to be back on the 26th. I called customer service and asked for assistance in changing my flight to flying out on the 26th. They said I would have to pay over $1,000. When asked for someone to explain why I would have to pay to have my flight changed due to a cancellation on their end of my original flight, I was hung up on. Very unprofessional. I have had good experiences with this airline until now. Will not be recommending and will not be flying in the future"
Date of travel: December 2021,10,Horrible experience! Never fly delta again!,"The most horrible experience ever! Rude employees, staff. So many canceled and delayed flights that screw up with travelers in so many ways and delta doesn’t care. They can’t manage rescheduling a trip when they make a mistake! Avoid Delta! Not even for free I would fly with them again."
Date of travel: December 2021,10,No reason to pay for any amenities,"After being in Central America for 2 weeks we boarded our first class flight home to the United States. Since there was only ~40 people on the plane and being the only people in first class one would expect that service would be amazing. The flight attendant was attentive for the first hour but needed to be called for service beyond that since she was on the phone for the remainder of the flight. The salmon salad had a large amount of salmon lox but very little greens. It included green beans and potato slices that seem a little odd for a salad  but it was okay. For drinks the options were very limited. The only whiskey type options were Jack Daniel's and Woodford so I had a couple Woodfords over the 3 hour flight. Upon arrival we decided since we were flying first class we should check into the delta lounge to see what was available. Unfortunately, like the wifi on flights which they claim to provide, you are required to pay extra for that service. Since this used to be a service that was part of first class and because United airlines still provides this amenity as part of first class flights I recommend booking through united. I would also suggest booking through any other service because delta no longer deserves to be supported based on the level of greed they show."
Date of travel: December 2021,10,First class but only economy service,"We put extra effort into booking service through delta airlines. However, when returning to the United States after spending 2 weeks in Central America. Coming back from San Pedro Sulsa was okay with drinks and food available. The salmon salad was lox with very little lettuce or arugula but it included potato slices and green beans. Little odd but okay. After arriving in Atlanta we figured since we are flying first class and priority we should visit the Delta lounge. They refused to provide service saying you have to pay even more extra to be allowed in. Flying first class with United airlines we were given all the same level of amenities only the food was better the drink selection was larger and we were provided with access to the United lounge. After this trip I can no longer recommend delta as a good service and suggest looking into flying United as a better option."
Date of travel: December 2021,10,Horrible service.,"The plane was 2 hours late in taking off.   It went to the runway, we waited, then it went back to the gate, and finally the problem was fixed and we took off.   I missed my connection.   The flight attendant told us that there will be agents at the gate helping the people who lost their connections.  That was a big lie!   There was no one there helping us.   When I went to an agent at another gate, and explained my situation, she said ""so what is your question?"".     She directed me to an area where there were 4 phones to talk to Delta agents.   After a 15 minute wait on the phone, someone answered me.   They got me a new flight for the next day.   However, then I had to go back to talk to one of the gate agents in order to get a complimentary hotel room and transportation to the hotel.   So finally everything got taken care of.  However, I was stranded in Minneapolis, and the gate agents showed no courtesy, understanding or kindness.   I would not use Delta airlines in the future unless it was the only viable choice, and then I would mentally prepare myself for receiving poor customer service."
Date of travel: December 2021,10,Delta is going downhill,"Flight was delayed. Which is okay, but overall horrible communication. They don’t really update you accurately. They sent one update saying the flight would be delayed under an hour. It was actually delayed over two hours with no further updates. Delta needs to rethink their online system for their customers. They need more updates and more accurate updates. The last 3/4 delta flights I have flown have been delayed about an hour or two consistently so I would just expect it at this point. Plus, their terminal and sky miles lounge in LAX is pretty terrible."
Date of travel: December 2021,10,Stolen bags,"Comments: THE COOLER SHOWED UP IN ECP WITH NO WHEELS TAPE CUT FROM COOLER THAT WAS SEALING IT AND ALL CONTENTS GONE THIS STUFF CANT BE REPLACED AND I AM FURIOUS I CAN BUY THE TRULICITY WITHOUT INSURANCE NOW AND IM GONNA HAVE TO BORROW MONEY TO DO THAT DUE TO HAVING TO PAY CASH FOR IT POLICE AT ECP AIRPORT STATED THAT YESS YOU CAN SEE WHERE SOMEONE CUT THE TAPE BECAUSE TAPE WAS STILL ON THE BOX BUT CUT THIS IS RIDICULOUS IM BEYOND UPSET BECAUSE THIS STUFF IS IRREPLACEABLE I CANT JUST GO TO THE STORE NEXT DOOR AND BUY THIS STUFF BACK. Response:We take this opportunity to apologize for the related failure incident in your correspondence after your trip with Delta Air Lines.  We acknowledge it was an unpleasant experience and we regret that it happened. We strive to take every precaution to have a passenger's luggage arrive on the same flight and in the same condition as when it was checked into our care. It is unfortunate that we were unable to meet your expectations on this occasion. The damage to your property falls under the purview of the US DOT's Nondiscrimination of the Basis of Disability in Air Travel (14CFR, Part 382) and is a violation of 14CFR, Part 382. Consequently, we have shared a copy of your correspondence with our Airport Customer Service Leadership teams so they can review our handling procedures and initiate appropriate internal action to prevent a recurrence of this experience.We would like to mention that we do have specially trained agents at all our airports called Complaint Resolution Officials who have the responsibility and authority to resolve issues for anyone with a disability. Please ask to speak with one should you ever encounter a problem while traveling with us. Also, should you wish to do so, you may contact the U.S. Department of Transportation, Aviation Consumer Protection Division in Washington, DC about this matter.In order to continue the handling of your case, we kindly request that you submit all the information and supporting documents as listed below:For Damaged item (s)•    Full copy of the original purchase receipt for the medication, if availableOur liability is limited to the original value and we require proof of amounts claimed. Consequently, we are temporarily closing your case and will reopen as soon as we receive the requested information. Your response is important to us, please respond directly to this email for review.We appreciate your patience, and look forward to hearing from you soon.Sincerely,Pilar JohnsonClaims ManagerConsumer Affairs - BaggageWell i cant give a receipt for something im gonna have to buy but have yet to buy because i cant afford it without insure paying their part. You cant fill a script early without paying full price. He didn’t even mention all the other meats and etc. Every-time i fly delta there is always something that comes up. Im furious with the whole ordeal."
Date of travel: December 2021,20,Delta’s monopoly in Atlanta translates into loss of customer care,"Been flying Delta for 30 years. I’ve watched them go from a personalized customer centric  airline to a corporate behemoth that herds people in and out of their planes like sheep. Then they pack you in like a can of sardines. Their focus are the Diamond medallion customers and their on time ratings. Economy fliers boarding last with carry on bags get in the way of the goals of the airline. The fares paid are cheaper and they can hinder the main goal of each flight…close the door and pull back from the gate…on time. The city of Atlanta runs the airport. They have allowed Delta a monopoly and they work together to limit competition through gate limitations and services they provide to other airlines. Delta lobbies the state against any addition regional airports. They protect each other, more money flows their way and the sheep get squeezed tighter. Our latest and most infuriating experience magnified the situation. Arrived and checked bags 2 hours early as dictated by the airport and Delta. Security check line serpentine through baggage claim and we were herded back and forth by the barking airport dogs nipping at our feet.  1 hour and 50 minutes later we get through security and run to our gate arriving 10 minutes BEFORE take off.  Gate agent informed us we were late and they gave our seats away. He insisted it was our fault and they have the right to do this 15 minutes prior to take off.  The 4 other flights to PIT were all over booked. We were offered a standby slot behind 33 other people!Delta got what they wanted. A full flight and an on time departure. Airport is able to claim they are the worlds largest moving the most passengers.  Delta and ATL how many sheep are sacrificed for each flight you deem a success. Those are the numbers that really matter."
Date of travel: December 2021,20,Horrible Seats,I’ve always hated flying delta but my mom flew me home for Christmas and she spent a little extra on comfort plus. One the plane for 2 hrs was small which I know they can’t control that so I couldn’t bring my suitcase the seats are very hard and uncomfortable and unlike other airlines their seatbelts if you are a little bit more on the heavier side it’s hard to buckle your seat and you have too keep the arm rest up. I couldn’t remember why I hated flying delta and that’s exactly why I had back pain all day yesterday after my flight I have to fly back home to New York next week so I’m not looking forward too that flight but then after thatIm never flying with them ever again
Date of travel: December 2021,30,Delta does NOT support the troops.,"Great flight. BUT, they didn’t let active duty military personnel on first. Disgrace. Other than that the flight was good."
Date of travel: December 2021,10,I had to wait eleven hours to bury my grandmother.,I had booked a flight from phoenix to idaho with a stop in Salt Lake city. Needless to say the plane arrived late to Salt Lake City and I informed them that I was going to be late to my gate and asked them to hold the plane (which was all the way across the airport? Get together delta.) So I ran across the airport to be told there's nothing we can do for you wait for the flight that's coming in five hours and you can board. The flight came they wouldn't let me on which left me sitting in the airport for ten fu**ing hours till the next flight. Even after I explained the rush and that I needed to get to Idaho to take care of my grandmother that just passed and my great grandmother that is in hospice care. I'd rather give all my money to a worse airline and never use Delta again. To reiterate I was waiting in the airport for over ten hours. Didn't even offer compensation or anything to help me.
Date of travel: December 2021,10,Worse airline stay away,"After waiting 5 hours on our flight to leave, it was canceled with rude staff and bad communication on the situation.We fly alot through out the year and this is by worse the most horrible airline we have experienced. We understand that there are unforeseen breakdowns but good communication and polite staff expected especially around the holidays. The worse part is they don't know when another flight is tomorrow so they said we can just wait tomorrow at the airport starting at 7 am and hopefully  the can have us home tomorrow."
Date of travel: December 2021,20,"Awful Customer Service, Rude Desk Agents","I had a connecting flight from SLC to PSP after flying from JFK in the morning. Our flight ended up at the gate over 20 minutes after we were supposed to be there, almost guaranteeing I would miss my connection.I sprinted through the airport and got to the gate with 3 minutes to spare. I told the desk agent I was there for the flight to PSP (leaving from B25), and she very condescendingly told me that the time on my ticket is the time the flight is in the air and that I should’ve planned better. I understand that there isn’t anything she can do if the doors closed, but the utter rudeness and tone I didn’t expect.I asked what my options were and she said nothing. Didn’t even look up at me. It occurred to me that she didn’t care at all about helping me get on another flight or assisting me with anything at all. So I left.This was an especially jarring interaction because Delta is based in Salt Lake, but I guess good desk agents are hard to come by with the labor shortage.There is more to this terrible experience with Delta, but I honestly don’t have the energy to type it all out. If you’re traveling during peak times and need helpful service and reliability, I’d try another airline."
