Date,Rating,Title,Review
Date of travel: February 2022,50,excellent service,Excellent service. All the staff was very attentive. Great quality food and wine list. Special thanks to Monica!
Date of travel: February 2022,10,Horrible,"Garbage. Several customers went on the wrong flight and their luggage got lost, and because of that our flight was delayed by almost an hour."
Date of travel: February 2022,10,Need new management,"Your service is appalling. The little airplane you had me on flew in 30 min late. They said they had to replace a part or carry out maintenance. They kept pushing the flight time back - every 15 min was another 15 min delay. No options on how to get to our location, no help in telling us what was going on. The staff was uninformed and rude, unhelpful and really didn't care at all whether we got to our destination or not. Except to yell at the customers who were becoming frustrated. I had to take a $450 taxi home. The plane is still sitting there. You owe me $450."
Date of travel: February 2022,10,Worst flying experience I have EVER had,"AA are the most uncaring, rude and incompetent airline I have ever flown with. Between lost baggage complete rudeness at every opportunity and blaming everyone else for there faults! We had an overnight flight from Philadelphia to Ireland and my 15 month old son had treatment that morning. We had paid extra to sit together as a family of 3 as it can be tough keeping a baby occupied on a flight. They doubled booked our seat and I was told by the air hostess I had to move 10 rows down the plane. When I explained my situation and how it was there fault I was told that it’s not there problem that the flight was full!!! When I told them it wasn’t my fault they dismissed me and said tough. Then to loose our luggage as well as a lot of other peoples was the icing on the cake! From what I seen and the way I seen them talking to other people before and after the flight rudeness must be one of the key skills they look for in employees! Never again"
Date of travel: February 2022,10,Never again!!!,"Our flight was scheduled to leave Aruba at 3:40 pm - check in at the airport at Aruba was scheduled by departure time. We arrived at 12 pm and waited in several long lines for bag check and customs in Aruba. Half way through the customs line- now around 2 pm I received an email from American stating that our flight had been delayed until 6 pm. Our connecting flight in Miami to Dallas was scheduled at 7 pm meaning we would definitely miss the connection. American rebooked us- from Aruba to Miami still but now we were not arriving in Miami until 10 pm and our connection was in FORT LAUDERDALE?! Waited in 3 hours worth of lines to rebook a connecting flight (next day) and were told when we arrived in Miami they would make arrangements for hotel accommodations. Well, we finally left Aruba at 9 pm- arrived in Miami at midnight and there were ZERO hotel rooms available in a 100 mile radius of the airport (we found out after waiting in another 3 hour line). Spent the night in the airport (with 3 small children) and all we were given was a $12 per person meal voucher and a thin blanket and paper pillow. Not even a “sorry”. I will NEVER fly American Airlines again - oh and in the last 3 hour line we waited in an American employee pushed a random lady in a wheelchair behind us and said well I can’t wait with her so you can get her right?! Excuse me???!!! I am so done with American."
Date of travel: February 2022,10,HAZZARD TO PERSONS FLYING,The staff was super friendly and helpful. pilot flew fantastic. American airlines company changed my erlier flight from a strait shot to japan at 1155 to a flight to charrlett then texas then japan made no freakin sense they also failed to tell me my flight changed. I was already checked out of my hotel and waited at airport 10 hours. The airport was slow at getting Bags off and on the plane making us late at next stop. The air vents on the plane were so disgustingly dirty and full of lint it is a SERIOUS FIRE HAZZARD 🔥!!!!!!!! American Airlines you need to evaluate the cleanliness and safety of your planes. As a fire inspector my self I have recommended you get a health and fire safety inspection.
Date of travel: February 2022,10,Astounding incompetence,"I booked a flight from DC to Miami using on debit card, but a few days later I needed to cancel the flight and was told that everything was canceled successfully and that I would receive a credit for the cost of that flight. I never received email confirmation. Fast forward 10 days and suddenly they have charged me again for that flight...only they used a DIFFERENT card than the one I used to book the flight. How they got it, I do not know and can only assume it was due to the fact that I have used this card on Expedia. Now I have been on hold for well over an hour trying to get them to resolve this. Its bad enough that they messed up and did not send the credit, but it is absolutely shameful that they charged an account that I did not even have on file! That seems borderline criminal, particularly given that I have important charges coming out of that account and cannot have it short. I will NEVER use this incompetent airline ever again. Avoid them like the plague."
Date of travel: February 2022,10,Awful and irresponsible,"American Airlines continues to disappoint, as does the Miami airport. Flight from Barbados arrived 100% on time, and was even acknowledged by the gate clerk who rebooked me on standby the next morning. Connection left a number of us stranded when the Miami airport was understaffed and got our luggage to us late for transfer, and couldn’t get us through the line in time. I’m sleeping in the airport tonight as AA is taking no responsibility for not holding the plane and leaving us all behind. I’ve been flying for 5 decades and this may be the most disgraceful and incompetent handling of a trip I’ve ever seen. SHAME!"
Date of travel: July 2021,10,Customer Service Phone Line,"I called the Customer Service line at  ( 1-850-989-0007 ), I requested for an e-ticket for a past reservation. He stated to go online and that he couldn't assist me. I then told him that I had already visit the website and was only able to get a receipt of the reservation, and that I needed the e-ticket. He then says that I can't get an e-ticket and then hangs up. I called back and he answers again, so this time I asked him for his name and he says his name is Sam..and then I told him that whoever I spoke to had rudely hung up without properly addressing how or why I am unable to get an e-ticket. He then tries to blame the phone connectivity and proceeds with a nicer tone because he realized I had called back. He then says that I can't get an old e-ticket from an old flight. American Airlines needs to educate and train their employees in how to professionally answer questions and request. I usually do not take the time to write review, but I find this experience disappointing."
Date of travel: March 2021,10,Got the run around,"Due to Covid 19, I had to cancel trip for my wife and I to visit my daughter and son-in-law at Ft. Bragg. They are both in the Army. The flight was originally booked through Expedia. I tried to rebook the trip and was told by Expedia I had to contact American Airlines. After many hours on the phone on 3 separate days, and lots of emails, AA said that they had severed their relationship with Expedia and I had to talk to Expedia about rebooking. In the meantime, my daughter and husband were transferred to Europe. Neither AA or Expedia will either give me travel credit for the now useless tickets or give a refund. I am out $900."
Date of travel: February 2022,10,THIS AIRLINE IS UNRELIABLE IN REGARDS TO ARRIVALS AND DEPARTURES.,"THIS AIRLINE DOES NOT PUT PASSENGERS FIRST.  FLIGHT ATTENDANTS NOT HELPFUL.  ABANDONED PASSENGERS AT THE AIRPORT.  WORST CUSTOMER SERVICE EVER!!!!  Had an AA flight out of Tampa to Charlotte, NC which was 20 minutes late to take off.  Flight landed with only 15 min to get to a connecting flight.  But after running to the gate for the connecting flight, I found out that the Charlotte to Roanoke flight left 10 minutes EARLY!   There were 10 people on the Tampa flight that got abandoned at the airport.  Since the Roanoke flight was a small plane of about 50 seats, it meant they left a fifth of their passengers in the airport.  There was only one customer service agent at the Charlotte airport to help all of these people so never even talked to the agent.  Phone was on terminal hold.  So, given that I am <25 yo and can't rent a car, I ended up UBERing to Virginia.  $$$$"
Date of travel: February 2022,10,Stuck on Runway,"We were stuck on the runway with the heat blasting for over 45 minutes. We were then told that many people on the plane would not make their connecting flights. Instead of assisting us, we were told to call American Airlines customer support. We tried to do this and there was over a 2 hour wait for customer support. There’s a good chance we’ll miss our vacation/cruise because the boat leaves before we’ll be able to arrive."
Date of travel: February 2022,10,AMERICAN AIRLINES HAS THE WORST CUSTOMER SERVICE!!!,"My flight was on February 18th at 3:20pm. We got to the airport at 12:30pm so we could get through TSA, eat and not have to rush. 1pm comes along and we get a notification that our flight was delayed until 4pm. Then 3pm comes and they cancel the flight and tell everyone to go to the rebooking desk. There was a line of about 80-100 people and only 3 people working at the desk. 4:30 comes 1 employee leaves, 6:20 comes another employee leaves, leaving just 1 employee to take care of everyone, we tried getting managers and supervisors, the employee himself even asked his manager for help and the manager refused. NO ONE WAS HELPING!!!! I waited on the rebooking like from 3:15pm- 8:51pm for them to tell me they couldn’t do anything for me, the only flight available was for the next day at 5:30pm. They would not give us a hotel for the night or a voucher for compensation. We STOOD on a line for 5 and a half hours for the people at the desk to be NO HELP! I am shocked at the experience that I had. I will 100% never fly with American Airlines every again and would never recommend  it to anyone ever! I understand their is certain things out of anyone’s control, but how a company responds in times like this is what counts."
Date of travel: February 2022,10,Disgraceful,"I just want to share that i am so disappointed in American Airlines.  I booked a nonstop flight from PHL to Ashville NC.  My 7 friends and I puroosely paid more and travelled at not the most ideal time but it was worth it to have a nonstop flight.AA arbitrarily changed our flight to a stop over in Charlotte.  We have now waited 4 hours to take the last 20 mins of our flight.  There was no offer to refund money or provide even points for the inconvenience.  You are not the only airline available and guess what, we all figured out how to survive without traveling at all.  This kind of customer service will kill your business.  It will be well deserved failure.Here is the response that I got to my Chat message.  More evidence of completely unsatisfactory customer service.  All team members are currently helping other customers. The wait time is less than 45 minutes. Would you like to wait for a team member?"
Date of travel: January 2022,10,American Airlines has pathetic non-existent customer service. NEVER AGAIN!!!,"We checked our bags. Upon arrival at our destination, bags were not there. They were left behind when we connected flights in Charlotte. Baggage guy says he will put a rush ticket on it, bags will arrive the following morning when next flight from Charlotte comes in. No word from anyone. After repeated calls for 2 days trying to find out why they are not sending our bags, we started visiting the airport in person because no one answers the phone, voicemail boxes are full, no urgency or sense of care from staff. In person staff just says they don't know why Charlotte isn't sending them. I push them to do, you know, something,  anything...... they try calling and can't get anyone in Charlotte to answer. Insanity..... I give up on going to airport again, spend 2 hours on hold (paying international rates mind you) someone actually answers. He tells me ""I see notes here, they're working on it"" and is ready to blow me off. I tell him there is a plane leaving Charlotte in an hour, please ask someone to put our bags on thst plane. After more holding he comes back to say it will be. After 5 days of our 8 day vacation, hours of wasted time thst should have been spent relaxing and enjoying ourselves ruined by this crappy airline. Then, when I get home there's a message on my voicemail thst was left by someone in Charlotte telling me if I don't come claim my bag in 5 days they are sending it to a warehouse in Dallas. What?!?! Why would ypu fo thst when the tag says it's supposed to ho to PLS and other staff members are trying to get you to send it there. My job affords me little time off, this was supposed to be a dream vacation  but was a nightmare due to AA terrible ""service"". They made it clear at every step thst no one cared about our situation and demonstrated they are completely inept and incapable of performing even the most basic functions. Absolute incompetence. AA you will never see another dime from me."
Date of travel: February 2022,10,Terrible customer service,"Showed up for a 6am flight to Chicago to be told that my flight has changed and is now 5 hours longer.  When I asked why my app didn't notify me I was told ""Sir I don't control the app"" very rude customer service.when arriving at my gate I see the flight to Chicago had just left.  Would not recommend this airline."
Date of travel: February 2022,10,Poor customer service,The girl at the terminal threw my luggage onto the belt with total disregard. She could have easily just placed the baggage on the belt but I guess since it was not hers she decided to throw it around and not handle it with any care at all.She reminded me of somebody who really did not like her job.AA flight 3166
Date of travel: January 2022,10,American Airlines canceling flight and rebooking on earlier flight,"American Airlines is the worst. I travel frequently and have never had a smooth experience with AA. During my most recent experience, AA cancelled my flight 4 hours before flying and rebooked my on a flight scheduled for 2 hours earlier. Why is that a good idea?! I managed to catch the flight but my coworker could not and had a nightmare getting another option. AA's cancelation/rebooking process makes no sense. Miles or no miles, I recommend Delta."
Date of travel: February 2022,10,Worst and most Incompetent Customer Service,"They booked wrong dates speaking with reservations, called them and prices increased in the meantime so I had to pay difference, paid the difference and they double charged me for everything as I paid initially for the wrong date error they made and when called backthey charged everything again.  And this was a supervisor I was speaking with, WOW, right hand doesn’t know what the left hand is doing, dumb and dumber at its finest!!"
Date of travel: February 2022,10,American Airlines negligent service,"American Airlines outgoing message says if your traveling within 3  your callHas priority.  I was traveling in less than 24 hours and it took American 2 hours to callMe back. They Verifly app Covid test results scanner was not working, so I could not check in. Their app would not even provide me with the terminal number.  I was taking a taxi to the airport and could not even find out which terminal without waiting for two hours.  American does not care. ButNow you know."
Date of travel: February 2022,10,Don't fly American,"I was at the counter 65 minutes before flight time and the agent refused to check my luggage. He sent me to the customer service desk, but by the time I got to the front of that line it was too late to make my flight...which was the last flight of the day."
Date of travel: February 2022,10,Don't waste money on 1st class,"My first advice is don't fly American, but if you have to don't waste your money on 1st class. On this early morning flight from Atlanta to Phoenix we were in our seats for an hour before any beverage was offered. The seat was larger than coach but was not as comfortable as a coach seat. The breakfast entree was a cold turkey sandwich. Oh, and the plane's wifi wasn't working."
Date of travel: February 2022,40,Overall good.,The new expanded overhead luggage bins make a lot of sense.  Seats are now ok and reasonably comfortable but could tilt back more. Food ....not great.
Date of travel: February 2022,30,Wheelchair use,Twice in February I used wheelchair service in DFW.  Twice I was left sitting and told to wait.  I waited until I needed to find a restroom then had to continue to the gate on my own.
Date of travel: February 2022,10,No Refund Despite Travel Warning from Government,"I booked a flight to Mexico City, and our group had to cancel due to a level 4 travel warning from the US government. American Airlines won’t even give a flight voucher, so I essentially threw hundreds of dollars down the drain because American won’t cooperate. Myself and my family will never support this airline again."
Date of travel: February 2022,10,New Orleans,"I booked my Trip for a weekend in New Orleans  We flew out of Fort Wayne to Charlotte  and  from there to New Orleans, once there I sat at the Bagage Claim for over an hour waiting on my Luggage. I finally went upstair to American Airlines Counter, well they could not help me, so I went back downstairs to the lost luggage counter from AA, the Rep was ver rude, told me..well your luggage stayed in Charlotte, I asked why she said she dont know, I asked when can I have it, because me Meds were in there that I need to take. She old be it be here tomorrow, I was up all night freezing because I had nothing to sleep in, went back in the morning and was able to get my luggage. The Airport is about 30 miles one way from my Hotel,  so that was an extra expense, than on our flight back from New Orleans, the Flight cam in late, left late and we missed our connected flight, the Rep at the counter was super rude, advised me that I missed my flight, I said, no your Airline was late and that's is my I missed the flight, she then try to put us on a stand by for a fully booked flight, I told her NO WAY, she than said well..there is no other flight, except to Indianapolis, which is about 90 miles from Fort Wayne, so we took that flight because my Son had to work that night, so my Husband drove  there to pick us up and back and He also had to work. More money lost....I'm going to file a complain and better be getting my money back."
Date of travel: February 2022,20,Horrible Experience,"Horrible customer service and shady practices. American has stranded me in multiple cities, multiple times, and made it an absolute nightmare to rectify my itinerary."
Date of travel: February 2022,50,"Big thanks to AA AGENT Patricia,","Wanna tell thanks for Patricia. She agent in Miami Airport American Airlines with out her help I miss my fright. Yes I am not very responsible but Patricia skills and interest in helping without indifference, as is often the case save my trip. Thank a a lot for her help really appreciate it."
Date of travel: February 2022,10,American Airlines. Worst airline ever,"Worst airlines on this planet.   Never book with this airline. They should not offer the basic economy option. If you book this and some life changing episodes occur…. Your screwed. You will eat the cost and have to rebook.  Things change in life. AA will not help you. This airline also nickel and dimes for everything.  I guess if your platinum member your good. If your a commoner like 99% of there customers your screwed.  This is the worst business policy I’ve ever seen.  This is not customer friendly at all….terrible….terrible….terrible….avoid….avoid..,avoid….."
Date of travel: February 2022,10,Left stranded in a foreign country,"When it was clear that our departure airport was incorrect (Santo Domingo instead of Punta Cana), we immediately contacted American Airlines to help us change this and I was willing to pay fees to do so. They said they wouldn’t change it and wouldn’t refund it. So now we are three hours from the airport they want us to leave from in a foreign country. They should probably change their names from American Airlines to Communist Airlines. There’s nothing American about them. They also have the least amount of let room of any airline I’ve ever flown. Worst airline I’ve ever flown with."
Date of travel: January 2022,10,Cancelled Flights. No Refunds.,"American cancelled flight from Fargo to Minneapolis due to cold weather despite Delta was still able to operate flights that same morning. I had to drove to Minneapolis to be able to get a flight to Dallas as American could only offer me a flight out of Fargo on Sunday (which is the day I was scheduled to return back to Fargo). I spend 2 hours and 30 minutes on hold with American trying to get rescheduled for my flight so I decided to drive to Minneapolis while on hold as that was my only option to be able to arrive in Dallas on Friday. American wont refund the FAR to MSP portion of my airfare costs for the flight that they cancelled. I contacted them and requested a refund, travel voucher or miles to make up for the cancellation and not receiving the FAR to MSP round trip portion of my airfare. They refuse to provide anything as compensation. They just state that the cancellation was due to weather conditions so they don't owe anything. I will not fly with American in the future."
Date of travel: February 2022,10,Worst airline in the world,From start to finish these guys are clueless.  Tried to pay for an upgraded seat and the whole reservation got altered.  One example of the numerous that we encountered.
Date of travel: February 2022,10,Worst Airline- we watched the passengers board the flight they refused to let us on,We watched the plane board the flight we were supposed to be on despite checking in an hour early. We were here an hour before our flight they gave away our seat. The manager told us we were lucky they willing to reschedule our flight for 3 hours later
Date of travel: February 2022,10,If I could give 0 stars I would,"Absolutely the worst airline. Take your chances on ANY other airline. They can’t get staff to put luggage on a plane or get staff to fly it so they cancel your flight after sitting there for 3 hours, only to book you into a hotel that you get to and they can’t accommodate because they’re booked up. 2 flights screwed up, over $200 in Uber and taxi bills to leave and get back to the airport, 4 TIMES due to their incompetence. Never again."
Date of travel: February 2022,10,Worst airline ever,"Extremely rude employees (especially at DFW), won’t allow families with infants to board early even though that is typically considered “needing extra time” to board. Employees were so rude, I was fuming and people in the line overhearing what was going on were upset as well. Absolutely never flying American ever again."
Date of travel: February 2022,10,Tried to strand us in Florida,"Do not ever use trust this airline. We booked a round trip 3 months in advance and everything was on track. We boarded our departure flight and we could see our return  flights in the app. The night before we were about to go home I went to check in on the app to find that it said I had zero reservations. I instantly called them to be told 2 months ago it had changed it to a 1 way trip. I never did that (why would I when I was going on vacation??). I told them that and asked if that happened, why didn't I get a notification? Why did it show my return flights 3 days before when I flew out? The agent also told me that my confirmation emails, ""didn't mean anything, only what's in the app counts."" He did not acknowledge that I could see my return flights the same day I departed in the app. After being told over and over by the rude agent that I must have changed it to a one way, I finally asked if I could speak to someone else. I was then told it was going to be a 30-35 minute wait and was put on hold before I could even object. I was then on hold for OVER AN HOUR having a panic attack and feeling sick to my stomach. They finally got back on and said an agent who worked there messed up and changed our booking and that the manager put us back on our appropriate flights and they were sorry for the inconvenience. While we were able to get on our flight back home the next day, this experience was one I will never forget. We will always look back on our great vacation that should have ended on a high note, but ended with out last night being the most stressful and panic inducing. Also, can't figure out  how an agent ""accidentally"" changed our flight from a round trip to a one way? And why weren't we notified? Why was I on hold for over an hour to figure this out? Was this a scam to get us to re-purchase a $500 one way tickets back home? Why are agents going into trips and randomly altering them from round trip to one way? None of it makes sense. Bottom line: do not trust this airline. Go with United or JetBlue even if it costs more."
Date of travel: February 2022,10,Careless and Inconsiderate!!,"My flight was originally scheduled for Sunday Feb 6th to be in Trinidad with my siblings for my late father's birthday on Feb 8th. Three hours before I was supposed to arrive at the airport, I received a text that my flight was CANCELLED. No explanation or reasoning. About 20 minutes later I receive another text with a link to reschedule. There was NO option other than to wait TWO days and leave on the 8th instead. With my plans out the window, I settled and made it work, thinking I'd still get there at a decent time before the sun set to visit my father's grave. Then for BOTH of my flights to end up ""running behind"" and not getting to Trinidad until late evening. Never again will I make the mistake of flying with American Airlines."
Date of travel: February 2022,10,"Missing the event of a lifetime, thanks American Airlines","Special moments may only last a moment, but their impact lasts a lifetime. The birth of a child, a special graduation, or the marriage of your first born child spark a host of emotions and imprint beautiful memories for us to replay over and over. It was this that fueled my excitement as we boarded the shuttle at the Asheville Airport that warm Friday in February. I had shopped for just the right dress, pondered over the perfect gift to give my son and his beautiful soon-to-be bride. My first born child was reaching a milestone in his life that a mother cherishes. Oh and I did. Pride, love, excitement, all welled up in me as I anticipated celebrating this moment with my family. Our excitement landed us at the airport an hour and forty-five minutes before our scheduled flight. At flight check-in, the attendant told us that our flight was delayed but not to worry, we have plenty of time to make our connecting flight. We got through the security check points and settled into our chairs after checking in at the gate. We would have to wait as the attendant at the gate also shared that flight 5085 was delayed. Valentines Day weekend had everyone it seems feeling love in the air! “You should be fine to make your connecting flight as there are several delays in the system,” the flight check-in desk said. As the time ticked by and the window to catch our connecting flight from Charlotte to Las Vegas shrank, we asked again. Explaining to the attendant how very important it was for us to make this flight. “You’re not going to make that connector flight,” the gate agent said. “But not to worry, there are two flights behind that one going to Las Vegas and with these delays in the system, you're a “shoe in” to get one the next one. Just like happened here, others will miss their flights and seats will be open,” she said. “You are the first three on the standby list,” she said. “You’ll be fine.” We were not fine. We arrived at Charlotte at 3 p.m. and got to Gate C11 at 3:07 p.m. Our original flight to Las Vegas was scheduled to leave at 2:57 p.m. and when we got to the board at that gate, the board said the flight had left at 3:05 p.m. At that time I thought to myself, I wonder why they didn’t offer to hold the plane? Did they call the gate attendant here alerting them that three very excited passengers were delayed (at no fault of their own) and can make that flight if you hold it. Two minutes, And a small gesture of customer care. We, however, were not dismayed too much at this point as the agent had told us, “You’re a shoe-in for the next flight to Las Vegas. You’re the first three on the list.” The first flight came and went and we were not included. However, we heard the gate agent explain that they had oversold/overbooked the flight and asked if anyone were willing to give up their seat for a $600 voucher. There were 13 people on the standby list and we were numbers 1, 2, and 3. We waited for the second flight (having to go to a second gate) and again, we were the first on the list of about 17 on the standby list. Again, American had overbooked/oversold this flight as well (wonder what the purpose is of overselling every flight?) and asked if anyone were willing to give up their seat. In the end, they allowed standby passenger number 14 to board the flight despite the fact that we were a “shoe-in” at numbers 1,2, and 3. At that point there are no more flights available. And they actually asked us if we wanted to be on standby for the flight in the morning. I asked, “you mean the flight that you oversell, overbook?” “Spend the night in the airport?” No thank you, Having to make the call to my son was one of the most difficult things that I have had to do. Your actions as a company have had such a negative ripple effect across so many people all for the reason of getting as much money you can for every flight—overselling, misleading people telling them that there are delays all over the systems and you are a shoe-in. Unfortunately the story doesn’t end there. We went down to baggage claim. Miss Brittany Lloyd told us that one of our bags was on the plane to Las Vegas but the other two were here and it would be a minimum of 45 minutes to locate them and get them to baggage claim. We waited. We shared our situation with her. She blamed the ticket handlers and was not the lease bit concerned about our dilemma. (Mind you the sign above the door reads, “Customer Assistance Baggage”. There was no assistance. We requested to file a lost baggage claim. Ms. Lloyd said we have to call a number, “We don’t do that.” So my daughter called and stayed on hold for 25 minutes before being told that the employees at the “Customer Assistance Baggage” department need to do the baggage claim. She actually was able to get assistance from a young gentlemen working which I believe only happened because Ms. Lloyd wasn’t in the area. We waited 2 and half hours with no help or updates from the “Customer Assistance Baggage” staff. We asked Ms. Lloyd at the 2.5 hour mark how is it that she is able to determine where the bags are? Is that system reliable because is appears our bags are not here. She said that she is able to scan the the bag information. Then she blamed the system for not telling her the right thing. At no time during the 2.5 hours did Ms. Lloyd make any effort to check the status of our luggage until we had to go back and ask. She then informed us that all three of our bags were in Las Vegas. We asked to make a lost baggage claim and she told us we had to call. When we informed her that her corporate office instructed us that she, her department was responsible, she laughed and said, “They don’t know what they are doing. We can’t do that here, it’s their job.” I was left wondering what exactly is Ms. Lloyd paid to do? When we told her that her associate had filed the first claim she conceded to “update” the claim to add the other bags. I suppose that was easier work than to do a claim from scratch. I don’t know if you’ve ever experienced a simultaneous convergence of anger and sadness but it’s not exactly the emotion one would want to elicit in their customer. I have never had such a debasing, incompetent, dishonest, and completely unprofessional experience with a company. This is was a second chance for your company to prove what your public relations company claims about American Airlines. The last time we flew with your company, they cancelled our flight from Charlotte to Asheville and told us, “There is nothing we can do, you’re on your own.” We were hoping you would redeem your reputation that your employees and your policies built. Your systems are broken, your customer service training is nonexistent and your policies are driving your brand—I don’t believe it’s the direction you intended."
Date of travel: February 2022,10,Don't use American Airlines,Canceled our flight after 10 hrs of having us wait and refused to pay for our family to go on a different airline so we could be home on time. I lost income because of them
Date of travel: February 2022,10,The Absolute Worst,"If I could give this company 0 stars I absolutely would. Aside from one individual I talked with on the phone after being on hold for almost four hours after being booted from our flight just eight hours before we were supposed to leave, the entire experience has been complete garbage. Phone staff was unpleasant, unhelpful, and generally uncaring. Nobody could give me a straight answer about why we were booted off our flight. We were given three different answers starting with ""well the flight was overbooked and that's all the information we can give you."" After the one kind gentleman helped us get back on the flight and explore our other options, within ten minutes we were rebooted from our flight and were placed on a flight that would get us to our destination no less than 48 hours after we were supposed to have landed. Staff at this point couldn't even tell us if we cancelled our flight if we could receive a refund and was once again generally unhelpful in all regards, both in answering questions and in providing answers. This is easily the worst airline company on the planet and I hope for everyones sake that they never need to fly with this company."
Date of travel: February 2022,10,Check in denied by American airlines staff due to their unawareness and obstinacy!,"Terrible experience!!!! I had booked with Etihad on a multi city trip and the return leg was from San Francisco to Abu Dhabi through New York. The San Francisco to New York flight was through their  partner airline,  American Airlines and the incompetent and uninformed check in staff of AS did not let me board saying that I needed a 6 hour rapid PCR in addition to the 48hr PCR that I had done ,despite it being clearly known on the AA website and the document that only travellers from a red listed country needed an additional rapid PCR. The US was a green listed country on the UAE website  on the day of my travel 11 February 2022. The obstinate lady at check in  refused to acknowledge the fact that I am travelling from the US I don't need a additional  hour rapid PCR test apart from the 48 hour test and denied me boarding and threw my plans in awry .To top it all Etihad refuses to reimburse my ticket fare despite the goof  up of their partner airline. Bottom line: Avoid American airlines and Etihad like the plague"
Date of travel: February 2022,10,Worst airline EVER,They canceled my flights at 2am the day of a 5 flight and then booked me another two flights which also canceled. Once finally getting the flights correct. They messed up my return flights leaving me waiting for over 24hrs for a call back number and claimed I could not get a refund for my multi thousand dollar flight until after it’s finished. Terrible customer service. Successfully ruined 2 days of a family vacation. You are NOT why we fly. You are why we cry. They do what they do best. Ruin your vacation and every flight.
Date of travel: December 2021,10,LUGGAGE LOST FOREVER - I WANT MY LUGGAGE OR MY MONEY,"Generally speaking I'm a happy customer.  However on my last trip, Dec 27, 2021 America Airlines lost my luggage.  I know shish kabobs happen, and while I never thought that would happen to me, it did.  Yes I'm sad, but that's not why I'm mad.  American Airlines has been 100% USELESS in helping me with my luggage that they LOST.  I last saw my bag when our flight from Cabo arrived at Dallas and I picked up our bags from customs to re-check to Dulles.  We had 4 pieces of luggage.  We put all 4 pieces of luggage on the conveyor belt and upon our delayed arrival into Dulles, 2 bags arrived.  1 came the next day, and 1 has not shown up yet.  The reason I'm so angry is that the customer service for American Airlines has been HORRIBLE.  They give you the complete run around.  You’re on hold for hours, then disconnected.  I filed a claim and they assign you a person who you cannot reach.  They do not call you back and they never answer the phone.  I’m so disappointed, and mad.  Yes I want my bag, but since American Airlines, lost it, honor my claim and send me my money. Acknowledge me.  I’m a human being.  Instead they just keep you in a dark state of not knowing what is going on.  I didn’t have a problem with my flight, but this will make me NEVER fly the airline again and tell my networks to stay away.  I WANT MY BAG or MY MONEY.  All my clothes and things special to me are gone.  I trusted the airline and they failed me."
Date of travel: February 2022,10,American Airlines canceled my flight and kept my money; thieves,"American Airlines canceled my flight on October 15, 2020 due to COVID and since I am choosing not to travel they are choosing to keep my money for a service they denied and I never received. Their Policy states that if American Airlines cancels a flight they will grant a refund; but they are NOT standing by that statement. They are 100% keeping my money"
Date of travel: February 2022,10,Don't do It,"Absolutely the worst airline ever!!  Use anyone except American Airlines!!  Pay extra for any other airline!!  Last two times I've used them, my flight has been canceled, or delayed by 3 or more hours!!  Absolutely cannot make any plans using them!!  I promise you after today, I will never purchase a ticket from this airline!!  No reason for the delay, no weather pending, or anything like that.  Last time I was told they could not staff the flight!!  What does that say about this company, I know, garbage management!!  If I performed this badly, I would not have a job!!  Drive yourself, you will get where you are going faster!!"
Date of travel: February 2022,10,The worst,American Airlines left us stranded at the Palm Springs airport. Cancelled flight after flight and would not help us in any way such as a voucher for a hotel. With no prospect of reaching our destination we in desperation rented a car and drove to Gulfport. The worst experience of our lives and we are still exhausted from the ordeal.
Date of travel: December 2021,10,Pay for another airline that cares about its customers,"This is the first bad review I have ever written in my life. Absolute disaster trip. Due to unforeseen circumstances, there was a flight delay (it happens, I understand) however AA never even got me to to me destination, causing me to miss an important wedding, then spending the next 3 days in various cities and airports just trying to get home and having to spend way more money than I had anticipated on food and necessities. I am an understanding person but the way they dealt with things afterwards is what pissed me off. THEY OFFERED ME A $12 FOOD VOUCHER. After the long painful process of trying to talk to customer service, they ended up only giving me HALF of my ticket price refunded in flight credit then told me that I should be thankful for this generosity. The only good thing about this experience was that the seats were comfy and the in flight staff were kind."
Date of travel: February 2022,10,The worst worst,Absolutely the worst airline I have ever Flown on...funny thing is there is no accountability or customer service anymore....every employee is a zombie and just doesn't give a kaka about customer service...how many times can u express the masks...no kaka we already know
Date of travel: February 2022,10,"They cost us lots of money, and we never made it to our destination for our anniversary.","Right before time to board the plane they cancelled the flight. We had to reschedule for 24 hours later. We get to the airport again delayed waiting to try to find an attendant. Finally get on the plane ready to leave and mechanical issues, couldn’t even switch planes because of the pilot backing out. The next flight we would’ve arrived another 2 days later already losing 2 days. I will never fly American Airlines, we are waiting to see if they will even refund us anything, or even credit us. Unless you want to lose out on money and a vacation I would never recommend American Airlines."
Date of travel: February 2022,10,Horrible experience Never fly AA,"Horrible experience! They kept us for three days at the airport delaying, canceling at the very last moment, taking to the hotel and next day doing the same thing again. Second day the even boarded us on the plane, to de board us after few minutes and canceling the flight. Stuff rude and aggressive! My husband mask wend little down during de board moment and the flight attendant screamed at him, then she shouted to pilot ""He doesn't have a mask!!"" when he had. We were stressed enough and following all rules to get out of there safe and quick. We finally spend another thousand of dollars and bought new ticket with Frontier and got home safe and sound. Btw AA kept lying to us that there is a snow storm as a reason for cancellation, when other airlines were flying with no problems. Never ever fly with AA! Horrible line horrible people!!!"
