Date,Rating,Title,Review
Date of travel: August 2021,10,"Terrible experience, never again","Booked a flight from SLC to LAS wanting to try Southwest since they support USA as an all Boeing fleet. Booked the flight based on flying on a 737 Max. Friday morning, day of the flight the plane was switched to a 737-800, first strike. The plane left Baltimore 1 hour, 45 minutes late, second strike. Reviewing the route history, seems it's a chronic, late route which apparently nothing has been done to correct that. Plane showed up and we start to board (pre-board) and  a few groups obviously needed the extra time. Then multiple groups of people (2-4 person groups) started pre-boarding, mostly adults and looked perfectly healthy. Seems they learned to work the system. Boarded in group A36 to A40 and no shock, the first several rows were filled. After picking my aisle seat, and waiting in the plane with no A/C, the right engine needed help starting at the gate (huffer). Add another 15 minutes to the already late flight, perfect. The attendants absolutely didn't care and were standing up front chatting with the gate agent before the door was closed and everyone was seated, unprofessional. Engines starting and 10 minutes into the flight, an announcement, NO drink or snack service... Arrived in Las Vegas 2+ hours late... First time on Southwest and it's my last time. Southwest is better than Sprit, Frontier and Allegiant ( extremely low bar) but I'm sticking with the big 3 from now on... Great job Southwest, you should be proud..."
Date of travel: August 2021,10,Worst am most accommodating airlines,Worst trip i have ever had The entire staff does not care and this airline does not care about the customer
Date of travel: August 2021,10,Worst customer service ever!!!!!!!!!!,"Flights switched multiple times, had to fly to different cities to get home. No explanation. No apology. Will never fly again."
Date of travel: August 2021,10,Never again,Kicked us off the plane for no reason. They called different crew not even they knew.Worst trip I’ve ever been on. Next flight is on Monday do NOT go here ever horrible.
Date of travel: August 2021,10,"I will never travel with Southwest Airlines again, low prices or not.","I want to start off this review by stating that I plan to NEVER travel with southwest again, ever. My boyfriend and I had travel arrangements to go to Jamaica. First, our originally scheduled 5:35AM flight was delayed over an hour. The customer service agent at the gate desk told all passengers waiting to board, that the flight would be delayed from 5:35AM to 7:35AM. Mind you, this flight was scheduled to take roughly an hour and a half. We had a connecting flight at 9:05AM!! (Barely making it)… When asked what would happen if we were to miss our connecting flight because of the delay, the agent could not provide a straight answer; complete lack of consideration for any and all passengers. About 45 mins later, the same agent announced that the flight was now going to be leaving at 6:40AM instead of an hour later. Okay, that’s better but what about those that could have left the gate in anticipation of a later departure? Again, complete lack of consideration for any passengers and their time or plans. Fast forward to the end of our vacation and to be expected, the flight was delayed. Just like the previous flight, passengers were given a delayed time and it was once again changed without notice. Lastly, our connecting flight and final flight home was also delayed. Southwest failed to provide their passengers with suitable notice of delays and or the opportunity to change flights if needed. The lack of communication and professionalism is uncanny and I would highly recommend against this airline, discounted prices or not."
Date of travel: July 2021,10,Me & my 9 year old daughter were kicked off the plane for no reason!,"I will never, ever fly with Southwest Airlines again! My child was using the restroom in the front of the plane and I was told ""you need to get out of here"", when I asked where would you like me to stand Hannah said I don't care but you need to get out of here and said she felt threatened because I got too close. They kicked us off the plane at 8pm at night, I will be getting my money back!!!"
Date of travel: August 2021,50,Southwest Airlines Flight #4982 - 8/11/21,"For years my airline of choice has been Southwest Airlines.  I was so happy when they started service to the Hawaiian islands.  With no first class or meals, I was uncertain how such a long flight would be; however, as they’ve done for the past 50 years, Southwest delivers the same high level consistent service we’ve all come to expect.  Regardless of the craziness covid has brought to air travel, the crew was nothing short of perfect.  I have no ties to Southwest Airlines other than my brand loyalty to a company that understands that  their employees are their competitive advantage.  There was no “harshness” towards the passengers they had to remind how to properly wear their masks, rather just polite conversation to make sure everybody was in compliance.  The new 737 - Max 8 felt roomy and bright.  The cabin was very quiet and comfortable. They did serve a larger snack that did help tie us over until reaching our destination. Southwest is not a “budget” airlines, to me they are a no frills airline that gives you everything necessary to get from point “A” to point “B” (including free checked bags) safely, comfortably and  at a reasonable price point. Their staff is always friendly, courteous and often times funny.The entertainment system is good, easy to use with a good selection.  While other airlines have focused on fee income, Southwest Airlines has clearly focused on their employees and remaining true to their mission statement and  business model.  Bravo Southwest Airlines - great job!!!!"
Date of travel: August 2021,40,Mr,Price wise and service wise it’s great. Baggage limit is excellent. When we have long flight then minimum expectations are usb charger and good refreshments. They providing refreshments but those are like direct to dust bin. If they providing anyway so should have provided good refreshments like nuts/good snacks etc. Hope they improve in future.
Date of travel: August 2021,20,Filthy Planes,"I recently flew business select even though this site only allows me to choose economy before posting. I spent over $1400 on a flight from Oakland California to Manchester New Hampshire and back. The planes were filthy. There is no way they cleaned them between service. As soon as passengers disembarked, they would allow new passengers to board the plane within 10 minutes. There was litter on the floor and in the seat pockets in front of me and the floors were filthy.  In these times of the Covid pandemic they should be even more vigilant about cleaning between flights but that is certainly not the case. I have flown Southwest for years and I am a rapid rewards member. They are not requiring their employees to be vaccinated. I won’t fly with them again."
Date of travel: August 2021,50,Jennifer and Kathy Saved our trip,"After an 11 hour delay for our travel with allegiant air, We hurried to a ticket counter in the southwest wing of the airport and much to counteract our dismay from out delay. Jennifer and Kathy were able to help us figure out a solution. Our travel for a birthday vacation for my friend was only for a 3 day and 3 night trip. An 11 hour delay was really inconvenient for a short get away. We booked on an early morning flight in worries of a total cancellation. We were put on stand by for a flight in 2 hours from changing our plans. We were able to be accommodated on the 4:00 flight Instead of waiting until 11 pm. Landing in Tampa at 630pm instead of 1 am gave us an extra evening of vacation o enjoy. Highly suggest. my friend and I have already rebooked a spirit flight at the end of the month to southwest airlines instead."
Date of travel: August 2021,50,Flawless experience!,"This was my third round trip on Southwest. Efficient service and customer service. Some people don’t like the open seating but it is the fastest way to get the plane boarded and on the way. I paid a little extra for the early bird check-in and was assigned position 27. I sat in an aisle seat on the second row. Perfect experience. I wish they still flew the Jacksonville-Fort Lauderdale-San José, Costa Rica route. One can hope."
Date of travel: August 2021,10,Unreasonable Delay,"Our flight was scheduled  to depart at 9:35pm. Plane arrived 9:40 pm. They screwed around with the plane for 15 minutes then they told us they needed a new plane. Now we leave at midnight. Totally unacceptable. Disappointing. Exhausted. Way to go SW, you put all these commercials out with people smiling, all happy and pleasing. Then you stick it to us. You guys say we have a choice when we fly? That’s right. My next choice will be with another airline."
Date of travel: August 2021,10,HORRIBLE SERVICE,"The man next to me asked if there was an outlet to charge his phone and the flight attendant said,” come on! You didn’t come prepared??”The lady next to me asked for coffee The flight attendant looks at her and says,” well, how do you want it?!?! You need to tell me if you want cream or sugar!” As he wave his hands at her like she was incompetent.They also DO NOT pre-board active duty military. They are the Only airline in the U.S. that doesn’t I’ll NEVER fly southwest again nor will I recommend them"
Date of travel: August 2021,10,Unnecessary Money being disbursed,I don't understand how a passenger can purchase a ticket weeks prior to the flight just to have someone else purchase the same ticket on the same flight for less days after I did. I was told by the airline that each ticket can be rewarded a voucher towards their next flight. I paid for all four tickets on one credit card. The other passengers don't fly much. I would of much rather had my money back on the credit card. I have Unnecessary monies tied up with Southwest policies rather than on the rental car I need when I get to my destination.
Date of travel: August 2021,10,Been delayed/cancelled/rerouted for 12 hours,"I do not typically write reviews, but I feel the need to write one today. We are going on our honeymoon vacation. Baltimore to San Francisco. Should be easy, right? No. First flight had a maintenance issue with the walkway and lost 8 bags of the previous flight. So they had to find those and divert the plane to a different gate. Got there, boarded, and after all said and done, gave us a 1 1/2 hour delay. Missed our connecting flight. As an “I’m sorry” we got free alcohol coupons for next time we fly. (We don’t drink and they aren’t even providing it anyways right now, so it’s useless). Had a long layover given we missed our flight probably at one of the most boring airports I have ever been in. Board the next flight, no air conditioning. Maintenance was supposed to come fix it, never did, I don’t know. But sat on that plane for another 1 1/2 hours. The flight was literally 48 minutes to the next airport. The time we sat on the hot plane we could have gotten to the next airport and not miss our connecting flight. No one on the plane was complaining about the heat because I’m sure everyone was tired of this. Well, while they were trying to figure that out, a huge storm came in and delayed us even further and we were asked to get off the plane. Delayed by another hour waiting for it to pass. Booked a different flight leaving an hour later. That’s fine. It is what it is because I understand they can’t fly in bad weather. But wait, it gets better, we board the next plane sit on it for ANOTHER 1/2 hours. Had to take it out of commission due to a dent. I am no joke writing this review as I am deboarding the ONCE AGAIN and walking to to COMPLETE different end of the airport. Thank you southwest, We have now been at this airport for 9 hours. Missed our connecting flight at the airport, lost out in our $200 hotel room, and lost our rental car. Shoot, who even knows where our checked bags are at this point. I would give zero stars if it were possible."
Date of travel: August 2021,10,Worst Airline ever!,"Southwest has every excuse for not getting a plane out on time.  We were delayed an hour and a half and then they said there was a crack in the cargo bay after we boarded the plane.   Engineer never showed up to even check it out. Delay, delay, delay.   I will never fly them again.  My daughter was flying home today too and her flight was delayed four hours.  They boarded a plane that had no AC.  Their connecting flight in Chicago was delayed two days so they were going to be stuck there.  Now they have a flight to New York and they will have to Uber to Connecticut in the middle of the night.  What a mess."
Date of travel: August 2021,10,Lost my bags and do not care,"Southwest lost my bags in Denver. So far nothing their customer service has told me is true about when I would receive my bag.  Also, open seating on a plane is ridiculous! This was my last flight on Southwest."
Date of travel: August 2021,10,Horrible — No AC and took so long to depart,The plane didn't have an AC working. Southwest should not offer flights. Horrible experience. Dont fly with Southwest
Date of travel: August 2021,10,Horrendous!,"I will NEVER fly Southwest again! We’ve flown Southwest before and were always satisfied with the service and flights. Today, that changed. On the way to the airport this morning, we were notified that our flight from Orlando to Pittsburgh was cancelled. It is a Saturday and there are no other flights available until Monday, with the exception of one very long layover flight. I originally booked and paid for a non-stop flight as we are traveling with two babies. The earliest option with availability is a non-stop flight to Baltimore tomorrow morning. I called to attempt to get on this flight and was told it’s either pay an additional $183 to change to the Baltimore flight, or wait to fly to Pittsburgh on Monday.  Are you kidding me? So now I’m stuck paying an additional $183 flight change fee, $145 for a hotel room in Orlando for tonight (which I would have had to pay for even if we took the Pittsburgh flight with the long layover), and $209 for a rental car to drive from BWI to PIT to pick up our vehicle. They offered NOTHING but a too bad, so sad. APPALLING! I understand we are not the only ones to be going through this situation at the moment, but offer your passengers some sort of assistance, be it waiving the change fee or credit to a hotel.  Even an apology for the inconvenience would have been appreciated. So here we sit at a hotel in Orlando for the night. Out an additional $500+. And that doesn’t count the additional baby items that I now need to track down and purchase as we had perfectly planned our needs due to baggage. Also the additional cost of lunch and dinner today. This airline is not accommodating whatsoever. BOOK WITH CAUTION!!!!"
Date of travel: August 2021,10,Worst customer service related to flight cancellations..spent 2.5hrs in the phone to get agent and they hung up,"My wife’s flight got Canceled in a last min. Gate agent used dirty tactics that she needs to rebook her within 2 hrs or she was going to forfeit the funds. Rebooks her on on August 9th from MSP but keeps Denver to MSP as is for August 8th. When i realized this i called SW client service. After 2 hrs finally get an agent who cannot really help. When asked for refund, she states it will take 30days. If they cannot provide promised service, or get an alternate flight in a timely manner, why do they get to hold funds for 30 days! Worst customer service and agent should not use dirty tactics! Also when asked for supervisor they out me on hold for another 30 mins and they hung up!!!"
Date of travel: August 2021,10,"If I could rate Southwest Airlines a zero, I would.","Over the past year and half, my husband and I have flown many times on Southwest, and prior to the Covid pandemic, Southwest was always our airline of choice for domestic flights. The pandemic changed things, quite understandably, and we have had patience in what we know has been a difficult situation. However, the past several flights we have completed with Southwest have definitely taken turns for the worst in terms of customer service, with flights being rescheduled without notification to us, re-routing us to flights that are not non-stop (when our originally booked flights were nonstop), returning us to our home town in the middle of the night (when our originally-purchased itinerary arrived late afternoon), losing our luggage, (all of which have actually happened to us in the last 12 months).  But this is finally the last straw.  We will not be flying Southwest again. In June, my mother passed away. The memorial service is scheduled to take place on August 8th.  In July, as soon as the memorial service dates were confirmed, we booked our flights back to Portland from Colorado for the memorial service. Twenty-four hours before our flight time, we checked in, as is the usual routine with Southwest. We were assigned seats. Some hours later, we received the usual emails with reminders for timeliness of arrival to the airport for our flight, mask requirements, etc. There was no indication that anything was amiss with our flight. Now, less than 8 hours prior to our flight departure time, we checked our flight status to give my family final updates for our arrival time only to find that Southwest has canceled our flight.  All other Southwest flights from Denver to Portland within the next 24 hours are listed by Southwest as ""Unavailable.""We called the ""Contact Us"" number for Southwest Airlines to try to figure out what we could do to rectify the situation.  After sitting on hold for literally 2 hours (with what became an increasingly annoying message about how sorry Southwest was for the delay and that they would be ""right with us, as soon as possible""), we finally gave up and hung up.  While sitting on hold, we found and booked a flight on a different airline, at last minute prices with luggage fees, etc.This behavior by Southwest Airlines is profoundly unprofessional and completely unacceptable.  It breaches the contract Southwest Airlines entered into with us, as its passengers, of a service they were to provide (transportation from Colorado to Oregon), paid for in advance, with the express understanding that the service would, in fact, be provided.  At the very least, timely notice of the inability to provide the service should have been provided, along with an explanation as to why the service was canceled at the last minute with literally no notice to us of the cancellation.  No offer of restitution or alternative transportation has been made, and Southwest has refused to provide any sort of customer service (although I'm sure that no one could be paid enough to have to deal with customers treated in such a fashion by their employer).After going on line and reading recent Washington Post (among others) articles, we now see that Southwest has been doing this to its customers for the past several months. They certainly won't be doing it for very much longer, because they will be out of business soon. You cannot treat your customers like this and expect to continue to have any. In a customer-service oriented business such as the passenger airlines are, the death knell for Southwest Airlines is surely tolling."
Date of travel: August 2021,40,Good service,"Good service overall, but covid precautions are over! You have to wear your mask but the plane is jammed packed and even boarding is chaotic as all 60 people in each group now line up together. I was disappointed, but what can you do when you have to still fly :("
Date of travel: August 2021,10,Terrible,"Terrible. Late takeoff after delay, landed and another plane was sitting where we should have pulled in to de-plane. At this point, over an hour late. Just drive wherever you need to go at this point because Southwest doesn’t have their sh** together."
Date of travel: August 2021,10,Southwest Has Gone Down the Drain,"(Note: the worst part is near the end of the review.) Pre-pandemic I was always flying Southwest with my family. I loved the free bags and no extra fees. I always had great customer service too. I used to recommend Southwest to everyone. Well let me tell you, no more! Their service, quality, and customer care has gone down the drain! I finally got to visit my family this summer after a year and a half of not seeing most of them due to the pandemic. Myself and my three boys traveled to our destination via American Airlines. Had no issues there - great service and a nice plane! On the way back, however, I traveled via Southwest. Unbeknownst to me they had changed my nonstop flight to a flight with one stop in Orlando. I found this out when checking on my flight a few days before. Now in their defense, I searched my email and they had notified me of this change back in the beginning of May via an email that I am fairly certain ended up in my promotions folder instead of my inbox or else I would have seen it. The thing that urked me is that they made this change the day after I bought my 3 nonstop tickets. The day after their sale ended, they decided to get rid of a bunch of nonstop flights. How convenient for them... Not so much all of us who booked with them because we wanted a nonstop flight. I was hoping they had one this week that I could change it to, but nope. Checked their website - none. Now mind you, I was traveling alone with three boys. My oldest is 6 and the other two are both under the age of 2 (a 21 month old and a 6 month old). If you are a parent, you understand how difficult this could be. I waited on hold for almost 2 hours just for them to tell me they could refund my tickets, but if I used flight credit it would stay as flight credit (not helpful as they have no nonstop flights on this route anymore). They said they ""temporarily"" got rid of nonstop flights from their schedule. I looked at my options for the week and either the layovers were way too short to make it to the other plane for us or they were long and required even more flight time. Needless to say, I had to keep my flight. By then other airlines were too expensive and Southwest said they could not book us on another airline. I was told this before I even asked so you know a bunch of people must have asked this. I haven't gotten to the worst part yet.. We had a fine first flight to Orlando. A little over two hours. They kept changing the time but ended up boarding on time after all. We made it to Orlando and our stroller was already waiting for us when we got off the plane. Kudos to Orlando people. Flying to Dallas was a different story. We were sitting in the plane an hour before we took off. This was due to the weather, so that, I understand. This was another 2 and a half hour flight as well. My poor kids were doing fairly well despite traveling all day. (Remember, two of them are a young toddler and a baby.) Near the end of the flight while we had been traveling for over 11 hours already one of the flight attendants remarks about the mess we had made (my toddler spilled some chip crumbs on the floor) and said that we would have to clean it up, but she said it in a passive aggressive way and asked if we needed a trash bag. While I told her ""okay"" I don't think she heard me because she said, ""I will get you a trash bag,"" like it was a mission of hers. She never ended up bringing the trash bag. Now mind you, I have a baby on my lap that is still learning how to sit up well on his own and a young toddler that I am trying to keep entertained so he stays in his seat and my 6 yr old is napping. But she expects me to bend down in the tiny space where our legs go while holding a baby to pick up crumbs. Really? When my 6 year old woke up I made sure he helped me and we quickly threw away all of our trash including stuff on the floor as the attendants went by quickly with the trash bags. (Side rant: Why do they always go by so fast even when they see you still trying to gather trash?) Needless to say, we left some chip crumbs on the floor and some fell in between the seats (which already were dirty with other people's crumbs so I wasn't reaching in there). When we got off of the plane I was waiting with the boys for my stroller with the baby attached to me in a wrap. There was one other family with their daughter waiting too by the time I got my stroller. As I am unfolding my double stroller with the baby attached to me and making sure my toddler doesn't run off, the flight attendant who never brought me the trash bag comes off of the plane and said that I left a huge mess and it was rude of me because they have nothing to clean it up with and as I was saying, ""You never brought me a trash bag,"" (which was the only reponse my flabbergasted mind could come up with), she just kept walking and ignored me. WOW.. The mom in the other family waiting for a stroller was like, ""Really?!"" She couldn't believe how rude that flight attendant was to me while she sees me struggling to juggle my kids and our stuff and stroller while traveling all day by myself (my husband had to stay in TX and work). I am generally a nice person okay, and if she had brought me a trash bag like she said she was, even though she was rude, I would have had my 6 yr old son help me clean up the floor hoping I didn't squish the baby while bending over in that small space with him and doing her job for her. Is it my fault Southwest makes flight attendants clean the plane? Isn't that part of your job? Is it my fault they don't give you guys hand vacuums? So besides the super rude, unsympathetic flight attendant who must have never been a mother, and Southwest getting rid of all of their nonstop flights from Philly to Dallas (and who knows where else), Southwest does not do the amount of COVID cleaning they claim they do. Both planes were dirty and the first one I was on had dirty tray tables that I made sure and wiped off and sanitized for all of us. Southwest is skimping on their cleaning procedures because they are turning over planes at such a quick rate. They just care about the all-mighty dollar. They don't seem to care about their customers anymore. It is a real shame. Southwest, I used to love you, I used to always fly you, but now I must say goodbye. Try to do better, please."
Date of travel: July 2021,20,How Rude!,"So I don’t fly very often and airports give me a lot of anxiety. This was also my young minor daughter’s first time flying alone so I was especially nervous that something would go wrong. In my worried state, I had trouble figuring out how to properly attach the sticker to her bag so I headed to the bag drop off with the sticker in hand where I thought I’d get some simple direction. Instead I was met with a talk to the hand attitude. I said I wasn’t sure I was putting it on right, and the lady at the counter told me to basically step aside, read the directions and figure it out on your own before she would take my bag. My anxiety went through the roof at that point!  I cannot believe how rude their customer service agent was over a simple task that would’ve taken her just a few extra seconds to assist me with."
Date of travel: August 2021,10,Never knew there was an airline worst than Spirit!!,"Our round trip DIRECT FLIGHTS were changed to have a layover in Milwaukee on the way to Vegas (interrupted our trip time) and a 2 hour layover on the way home in Dallas. I was already upset because direct flights cost significantly more than if you fly with stops SO to change my direct flight to a flight with stops without giving me some of my money back was upsetting. It felt like they were stealing from me. Although they ""offered"" a new flight they knew there were non available. We were unable to find another direct flight. On the return flight, we got to Dallas at 7 pm and prepared to change planes for our 9:50 flight. Got to the gate and was told that our flight time was changed AGAIN and take off was now 11:44. We got in line to board at 11:20 only to be asked to sit BACK down because we are waiting for a co pilot to show up who won't be here until 12:34 AM! WE have been in airports all damn day and it's all because of Southwest. THEN the employees get on the intercom saying the most random and disrespectful things to the passengers. Gate attendants words: "" you will be landing in Atlanta at 2:39am. I can't do anything about the time so don't be mad at me"". In WHAT professional world is this okay?! Please help me understand why I paid Delta prices for a Spirit Airline experience?! We won't be getting home until after 5 am and we all had work/school in the morning. Southwest can go to hell and I mean every word."
Date of travel: July 2021,10,Im good on Southwest,"I flew southwest 6 months pregnant with my husband, 11 year old son, and 2 year old daughter returning home to Orlando from Portland Oregon after coming from my mother passing away on 7/30/21. Our flight was scheduled to leave Portland at 2:00pm which was only delayed 30 minutes (no big deal). The lay over was in Denver we get off the plane with 30 minutes to spare before our connecting flight was suppose to take off to find out our flight had been canceled and was not leaving until 6:00am the next morning. We are then  told to go wait in the customer service line for 45 minutes to get told we can’t have a partial refund, hotels would not be accommodated, and the flight in the morning would be taking us to Indianapolis then Orlando instead of our original flight which was straight from Denver to Orlando. The customer service representative cut me off and stated that they only had 4 spots on this plane so I needed to tell her if I wanted to be on the plane or not. They told us the flights were canceled due to weather but there was no bad weather in Denver or Orlando. My family and I went to the 3rd floor sat in seats and walked my 2 year old around in the stroller until she fell asleep for exactly 1 hour, no one else slept at all. We were able to leave at 5:30am with a flight going straight to Orlando, I got sick from lack of sleep literally the morning of before we got on the plane, my daughter, husband and son are all sick now but thankfully we made it home the next day by 12:00pm. I think it’s highly unprofessional to drastically change someone’s flight to the next day when they land and then try and make them pay for a hotel. I think had I not been pregnant and had my 2 year old with me, and returning home from a family death it wouldn’t have been as bad but I have no idea what happened to customer service. I will never fly through Denver again ( I know better) and I will never fly southwest again (3rd strike for me)."
Date of travel: July 2021,10,Horrible flight,"The whole flight was horrible from no AC to the take off and landing. I canceled more than 24 hours for out return flight and it said I'm eligible for a refund since I'm canceling more than 24 hours from the return flight. Just got off the phone with the customer service for the airline and they said I'm not able to get a refund only a future date with an expiration date of a year from the canceled date, but why would I want to fly this crappy airline. Rough take off, rough landing, and no AC. EXTREMELY uncomfortable and horrible experience. Ruined flying. Thanks southwest airlines for showing me that you guys have the worst customer service and ruining flying for me. Greatly appreciate it. 🙄"
Date of travel: July 2021,50,Great experience!,"I have always flown Southwest in the past but was nervous to fly after reading recent reviews, but we had a great experience! All the ticket and gate agents and flight attendants were friendly. Both legs of our non stop flights were on time. Did not mind wearing the mask at all.  We did not buy early birds so checked in at the 24hour mark and received low B's both times. No complaints at all from us. Will definitely continue to fly Southwest. Looking forward to flying with them again in October!"
Date of travel: August 2021,10,I will never recommend southwest - med condition,"I have a young teenager whom is dealing with hearing loss he is deaf. As such I have always used southwest to have him fly alone going to and from where I am working as I travel a lot for work. I have found on today he was told he could not be pre boarded regardless of his boarding list stating he is deaf and him being an A list PREFERRED CUSTOMER. This is utterly distasteful, I nor the child should have to explain his condition when the boarding pass clearly states this information. Furthermore, after explaining someone else had to intervene regarding these things I promise southwest this is the last time you will make the mistake of embarrassing a child due to medical conditions. Flight 927"
Date of travel: August 2021,10,Never AGAIN!!!!!!!,Canceled our flight! Booked us a flight automatically 2 days later!!! What!!!! Zero help to rebook to get us back home! Worst experience ever! We have flown for years with Southwest and are preferred members! Will never do it again! Crazy how airlines take taxpayer dollars then turn around and treat the very people who they took money from badly! Go elsewhere!!!!
Date of travel: August 2021,10,Cancelled flights and delays and more delays,"Do yourself a favor and search airline on time percentage before you book. Wish I would have. I would like to meet these people that are so happy with southwest, because they aren't any of the thousands I've seen in the last three days stranded at airport after airport. What was supposed to be a 7 hour trip is now on it's third day and we are still sitting in an airport with another day to go. Our 9 day vacation is down to 5 minus a day of jetlag, make it 4. Unfortunately I have little faith getting back home will be different and will be missing work. It should be criminal we pay full price for a good flight, when I could have got the flight that had several spots for much less. And then get rebooked on a trip that is soaking three days.  It will be a long time before I am convinced to fly anywhere on any airline until I am confident I'm not just donating my hard earned money to the billionaires club."
Date of travel: August 2021,30,Girls trip,The flight itself was good but when coming back to Savannah we was in the plan for at least about 30 to 45 mins waiting to get off. Pilot gets in the intercom and tell us he has no update because no one is answering to clear us to get off. First time flying with y’all and my last.
Date of travel: August 2021,20,Not nice  Flight attendants,"They feel entitled to criticize their customers during the flight. The first comment they say once you are sitting is “wear your mask, don’t act like a 2 year older “ .  “It is not that hard”They are under the impression that we are all feeling the same about it. They think it is a funny thing so they make jokes about the ones that feel otherwise.Very unpleasant judgement."
Date of travel: July 2021,20,Business Select is NOT Worth the extra cost,"This website would only let me choose Economy--I flew Business Select. First the good points, check-in Indianapolis was quick and easy, but perhaps that's because I arrived at the airport 2 hours early. The other positive was how quickly the bags appeared on the carousel at my destination--usually the  wait at Bradley is LONG. But, the flight had been delayed arriving after midnight, so I guess the baggage handlers were as ready as the rest of us to go homeNow for the not so good:1. At check-in as a Business Select customer, I was given a ""ticket"" for a free beer, wine or cocktail. Southwest is not serving alcohol even with these tickets. I had flown American first-class into Indianapolis, and ""yes"" I was able to get my Bloody Mary on American.2. This flight had 2 ""legs"".  On the first Indy to BWI, I was A7 and on BWI to Bradley, I was A1. I understand that those in wheelchairs and others with  disabilities are allowed to pre-board. Well, not only were these people pre-boarded, but so were apparently healthy college-age individuals and people with school-age children (though usually they board between the A & B groups).3. Once boarded, we sat at least 15 minutes before we were told that the plane was waiting for other passengers. Then, after they boarded, we had to wait for their bags to be loaded. Total wait time was at least 40 minutes. 4. On the initial ""leg"", there was soft-drink service. On the final leg, the flight attendant--not the captain--announced that due to ""expected"" turbulence there would be no drink service. Strange that this announcement didn't come from the cockpit.  Not only was there no drink service, there was no turbulence.I intend to inform SWA of these issues, and that unless absolutely necessary, I will never fly SWA again. Business Select was expensive and while I was at the head of the A Boarding Groups, so many people were allowed to pre-board, that I might as well have saved my money."
Date of travel: August 2021,10,Flight canceled,When I went to check into my flight I saw out flight was canceled without any reason. There are no customer service agents available to speak with. To rebook on the app comes with a price tag. Best to fly with a more reliable airline.
Date of travel: July 2021,20,1/4 flights cancelled over the last two years,"Flight cancelled again for no reason with zero notification. I have flown over 40 flights in the last two years on frontier and southwest. Southwest cancels about 1/4 of the time and only occasionally gives any notice. I have even had southwest flights cancelled for weather, walked over to the frontier counter, bought a ticket, and landed on time at my destination. Southwest will only be a backup airline for me moving forward. Unreliable."
Date of travel: July 2021,40,Good airline - but what happened to carry on size restrictions?,"I don't mind  Southwest Airlines, they are typically on time, and I do not mind the seating experience. I do have 2 problems: The airlines need to put a restriction on the size of carry ons. People are bringing HUGE rolling luggage, whatever happened to size restrictions?  It slows down deplaning. The other problem is this:  people are taking advantage of the disability/wheelchair loading. There will be 10 people wheeled up to the gate - the attendant then leaves. When it's time to board, these people will WALK ON THE PLANE WITH NO ASSISTANCE leaving the truly disabled - those who NEED ASSISTANCE - waiting for someone to help them. This happened to my mother, who is 92. She truly needs assistance walking down the ramp - and by the time she was helped onto the plane, the first FOUR ROWS were taken by able passengers. Yes, they may have had diabetes, or asthma, or heart issues.  But someone who needs help WALKING down the ramp ought to be allowed on the plane first.   OR....the entire family who was with the person in the wheelchair gets on the plane - all of  them , my mother witnessed 4 people get on the plane with the person who was wheeled up to the gate, yet the wheelchair person gets up and walks ably to the plane - and they take up space that the person who cannot walk that far could have had. Really irritates me, and this is not only Southwest's fault, but society's fault for being pigs."
Date of travel: July 2021,10,MAN,Horrible what they do to customers. Cancelled flight with no real explanation. Other carriers were making all their flights to Denver last night. Rude customer service. No heart. My friend was going to visit her grandchild and was really looking forward to the trip. All they offered was a seat the following night with no hotel room voucher.  Fly with anyone else.
Date of travel: July 2021,10,Treat your trip as Tentative  - Southwest does,Cancelled flight after original boarding time - no explanation.  Customer service lacking.  There was no heart.  Logo needs to change!
Date of travel: December 2020,10,Horrible Customer Service,"My family and I bought Southwest tickets to fly to Mexico in December for my 50th birthday.  Prior to flying my father contracted COVID and was also diagnosed with dementia.  The hotels also put COVID restrictions into place.  We called Southwest and cancelled our flights to which we were given ""Travel Funds"". Fast forward we are taking the family and going on a vacation in December, this year.  We tried to book the flights using our travel funds and were told we can not due to them expiring in October.  We called customer service and explained the situation and were rudely told we have to wait until they expire and then pay a $100/per ticket fee to reinstate them.  We understand paying the fee and requested to pay it now to extend the date.  We explained we can not wait until October to book the flights as flights are limited and are already nearly sold out.  The customer service rep had zero compassion and stated there was nothing she could do that that was the policy.  We asked to speak to a supervisor and were told only contact with them was through email.  The email response we received only had a first name and stated there was absolutely nothing that could be done to try and resolve the problem.  We called customer service again and once again explained the situation.  We again said we would gladly pay the fee now and book the flights.  The rep sternly responded that they are not able or willing to do anything to assist.  That we would have to take our chances and wait until after October (IF they decide to take the fee and extend the funds!) or just loose all the money.  They stated they gave 2 year extensions for travel plans changed due to covid, she then sarcastically stated that we did not fall in that time frame.COVID is out of our control, along with the medical problems of my father.  We are not asking for a refund of the money or even asking to have a fee waived to extend the funds.  I simply want to book a flight flying the same month I was going to previously!  No compassion and no attempt at finding a solution!!!  I will not fly Southwest again."
Date of travel: August 2020,10,"Don't believe the slogan ""We run on Southwest Heart!""","Our daughter was supposed to get married last year but Covid strung us along so we had to cancel flights we had booked. The wedding is finally happening this Fall and when I went to use our flight credits (travel funds) I found they were expiring in a few days. After literally hours on hold I was informed that while the date booked met their Covid extended deadline, the cancel flight date was outside of it by a month so they would not do anything for us. The best they would do is extend for 6 months if I paid $100 per ticket. So much for heart..."
