compound,Date,Date.1,Rating,Title,Review,scores,compound
0.8491,2021-10-01,2021-10-01,10.0,Will never fly AA again,Canceled my honeymoon flight and now im stranded in Miami because they can't find workers? How about you don't furlough your staff and replace them with half cost interns while giving yourselves millions in bonuses. Will never fly american airlines again. Doesn't matter if the flight is free. You will never get a single cent from me or my family again,"{'neg': 0.016, 'neu': 0.844, 'pos': 0.14, 'compound': 0.8491}",0.8491
0.8492,2020-04-06,2020-04-06,1.0,"""Extremely rude and unhelpful workers"""," |  Extremely rude and unhelpful workers. My parents speak limited English, however written instructions as well as verbal information was given but everyone they came in contact with in reference to getting from the international terminal to domestic were rude. They actually came on a repatriation Flight due to a lockdown in India because of covid-19 through the US government and this airport was the only place it ended from Mumbai. I was hoping to avoid this airport for them but due to the circumstances I couldnt. Sadly, even our beloved Southwest Airlines counter agent who was checking them into their Chicago flight was not nice to them. My exhausted parents eventually made it to Chicago but unfortunately I was compelled to write an honest review of their experience. I hope that during training or pep talks everyone is reminded that kindness doesnt cost anything. Hopefully if we learn anything from this pandemic itll be compassion.","{'neg': 0.124, 'neu': 0.712, 'pos': 0.163, 'compound': 0.8492}",0.8492
0.8493,2020-08-01,2020-08-01,50.0,WiFi refund,"Southwest refunded my WiFi bc it didn’t work very well during the flight! I didn’t ask them to or complain to anyone, but apparently they knew the WiFi wasn’t running and refunded me! Thanks southwest <3","{'neg': 0.041, 'neu': 0.725, 'pos': 0.234, 'compound': 0.8493}",0.8493
0.8493,2021-06-14,2021-06-14,5.0,"""terminal has a large number of food offering""","  | I arrived in terminal C, which was United's flagship hub. The terminal has a large number of food offerings and was very clean. After I dined, however, I began having issues. My next flight was out of terminal B, which meant I had to use the AirTrain. Unbeknownst to me, I had to clear security again, which had me rushing to my gate. I later found out that I could have taken the shuttle, however, the employees at terminal C never mentioned it. After making my way into terminal B, I had to walk around security multiple times, as it looked as if the checkpoint was closed, even though it was opened. I had just managed to make my flight on time, even after the gate agent told me that I needed to buy a KN95 mask, which Newark sells for 20 dollars. Beware of the mask policies - US airlines allow any cloth mask, but EU airlines demand a medical one. EWR is a great airport for a long connection, especially terminal C. I would not recommend this airport for a short connection, especially if a terminal change is required.","{'neg': 0.024, 'neu': 0.884, 'pos': 0.091, 'compound': 0.8493}",0.8493
0.85,2021-07-01,2021-07-01,20.0,Premium Economy ... closer to economy,"Comfortable seats and was looking forward to the enhanced drink menu offered on the IFE system. On the flight out the attendant said only beer and wine were offered in PE. Once I pointed out the system had not been updated, he offered to bring me a Jack Daniels from up front. On the way back it was all rules; beer and wine only for PE and economy and full bar up front. Menu options did not offer any meat options (except the beef in the bibimbap) in either directions but my son was able to get a chicken plate from economy which he enjoyed. The flight crew back to the states had obviously more seniority and made for an amusing time as they struggled with language and culture. The extra room in PE was nice but feel a bit cheated when they change offerings without notice. For an extra ten percent PE would be worthwhile but any more and I would look at another airline. Returned July 19, 2021.","{'neg': 0.041, 'neu': 0.866, 'pos': 0.092, 'compound': 0.85}",0.85
0.8503,2021-03-01,2021-03-01,50.0,Great customer service,"I am very happy with Southwest airlines customer service, back in March my sister and me had to travel the same day because my mother was very sick in the hospital and the  customer service representative was very understanding to my emergency, she found a flight the same day and we could go to see our dying mother the same day, our mother passed away but we could see her before she passed!! We are very grateful to Southwest customer service!! Thank you so much for everything!","{'neg': 0.043, 'neu': 0.838, 'pos': 0.119, 'compound': 0.8503}",0.8503
0.8506,2021-07-01,2021-07-01,20.0,Exit Row Fiasco,"On July 4th, we were on a flight from BZN to DFW,  Attendant Gregory Gatze was so kind as to allow my husband and I to sit in the exit row of the flight from Bozeman to Dallas since the flight was not full and all of the exit rows were vacant. We, along with another couple, moved back one row to the exit row.  We were approached by a very rude, large, male flight attendant and told that these were premium seats and we had to pay for them or go back to our seats. We thought he was joking and continued to sit there.  My husband, a retired Navy veteran of 21 years who was ticketed in a different row from me on a flight with 50 plus seats available, told him that the other flight attendant had told us it was ok. This man said, “I don’t care what he told you. Go back to your seats”. I moved back up one row in front of the exit rows to my original seat. My seat didn’t recline even though the person in front of me was reclined the entire flight. The seat next to me was empty but my husband returned to his ticketed seat. It seems to me that it would be safer to have people sitting in the exit rows in the event someone needed to deploy the doors. Why in the world would these seats come at a higher cost if someone is willing to sit there and be responsible for helping others? The male flight attendant could have nicely asked us to return to our seats, but he was loud and rude. Mr. Gatze came and apologized to us and the other couple.  At a time when customer service should be so important, I really feel that some AA employees are not up to standards set by the company.  The male flight attendant was scary and rude and it was clear he did not enjoy his job. He also did not wear a name tag so I could not include it in my review.","{'neg': 0.057, 'neu': 0.853, 'pos': 0.09, 'compound': 0.8506}",0.8506
0.8507,2021-11-01,2021-11-01,10.0,You get what you pay for,"This is my 4rth flight in last few months.  One item that constantly is consistent is how the flight attendants  don't give a care about passengers.  Two flights I closed my eyes and missed when they asked for drinks.  Tried to get attention when they brought drinks for others.  Short of standing up and yelling at them I could not get their attention.  This flight same mistake I closed my eyes.  But heard him get my neighbor seat persons order.  He never looked at me.  He then went to seat behind me and I turned around in seat and looked directly at him.  patiently waited for him to get that persons order.  He looked directly at me, twice.  When that person finished he did not ask if wanted or care.  He immediately went to seat behind me.  Southwest flight attendants  really do as little as they can get away with.   This is one of many crappie things southwest does.  After being a constant fler for a long time on Southwest I will finish this flight and try to find carrier that has better staff.Spent my life protecting my country.  It is staff like Southwest has that makes me wonder if it worth.  My effort is worth it but I wish we not have to protect people like this.Picture below is today's staff but it has been others also.","{'neg': 0.048, 'neu': 0.874, 'pos': 0.078, 'compound': 0.8507}",0.8507
0.8507,2021-10-06,2021-10-06,1.0,"""Maybe we will be driving to Florida next time"""," |  The lady pushing the bins into the scanner was beyond rude. As I thought the bin was stuck, not that she purposely pushed it at an angle, I fixed it and she picked it up and slammed it back down to back to being at an angle. If I saw this is how she wanted it you think I would I fixed it? No, I wouldve left it. This lady needs some sunshine from this so called sunshine state. We get it youre busy but the other workers were pleasant and joked around. The same worker also stated what you dont care about your belongings? As theyre motioning for us to go through the scanning. Well if our items were pushed through and not held for so long we wouldve been fine. Maybe we will be driving to Florida next time. ","{'neg': 0.057, 'neu': 0.831, 'pos': 0.112, 'compound': 0.8507}",0.8507
0.8507,2021-06-03,2021-06-03,4.0,"""Why is there no recycling available"""," |  Why is there no recycling available in the New Orleans airport? In a city that consumes more than most, we must step it up and provide throughout the airport! We need to act like an environmental friendly, progressive city to move forward! We need a glass recycling company above all in Nola! Please act responsible and get it done!","{'neg': 0.034, 'neu': 0.792, 'pos': 0.175, 'compound': 0.8507}",0.8507
0.8513,2020-07-01,2020-07-01,10.0,The worst airline ALIVE today.,I will never fly AA again due to the way they treat paying passengers! They treat us like animals and like we are an inconvenience! It comes from the top down.,"{'neg': 0.064, 'neu': 0.611, 'pos': 0.325, 'compound': 0.8513}",0.8513
0.8513,2021-12-01,2021-12-01,10.0,American Airlines. “We’re never on Time”,"Ill start off by saying Flight 1100 was one of the more pleasant flight I’ve had on American. It was only two hours late! Since the pandemic started I’ve flown a dozen or two times on American of which every flight was either delayed, canceled or switched gates. Keep in mind 90% of those flight were out of Dallas, one of their major hubs. In other words, I don’t understand how a company can be so mismanaged at an airport that they pretty much own and have virtually unlimited recourses with the one exception of pilots and crew. You would think after furloughing all their pilots to save a buck and then calling them back after they had to quit their new jobs they’d be doing a lot better. I will say that their employees are generally fantastic.  I don’t envy them when management puts them in theses situations where passengers are coming at them as if they had anything to do with the problem. American Airlines really ought to considers changing their part 121 operation (scheduled air carrier) to a part 135 operation(unscheduled air carrier).","{'neg': 0.049, 'neu': 0.865, 'pos': 0.086, 'compound': 0.8513}",0.8513
0.8516,2020-07-01,2020-07-01,50.0,I didn't fly anyway where just want to thank you,"I was watching on the world news that you SouthWest are the only flight sticking to social distancing. Congratulations, you are what makes humanity a great place to live in. If I fly, I'm flying South West! That's it..","{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.8516}",0.8516
0.8516,2021-11-01,2021-11-01,40.0,Clean and comfortable,"I flew cross country from Connecticut to Los Angeles with American and was pleased with my trip. Check-in / boarding was seamless, the flight itself was comfortable and the staff I interacted with was all very helpful.","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.8516}",0.8516
0.8519,2021-02-01,2021-02-01,10.0,They only care about $$ not the pandemic,They pack you in like sardines even though we are in a pandemic. I thought we should have a middle seat open but nope.  I’ve been on better and safer flights pre-pandemic,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.8519}",0.8519
0.8519,2021-12-01,2021-12-01,10.0,Worst way to finish a fantastic vacation courtesy southwest,"Don't know how much unplanned a airline could get than southwest. Flight#1823 on dec 30th, 2021. First crew didn't show up on time. Once crew show up then discovered plane is low on fuel. Then discovered fuel trucks are not available.  6pm still sitting in plane for a flight that was supposed to take off at 4:30pm. What a great way to end a wonderful vacation of  Maui. All credit goes to southwest.","{'neg': 0.027, 'neu': 0.839, 'pos': 0.134, 'compound': 0.8519}",0.8519
0.8519,2021-07-01,2021-07-01,50.0,I've made enough complaints about bad service and had incredible service today,"Its hit or miss on Check in Staff at EVV, but the person that helped me to day is smart friendly and offers 5 star customer service.  The flight attendants were exactly the same way.  Too bad you can't book a flight based on whom is working that day.  Just thought I'd leave a good compliment because a few days ago I realized all I was doing was complaining about bad service when it should be the other way around these people should get a bonus or something.","{'neg': 0.135, 'neu': 0.67, 'pos': 0.195, 'compound': 0.8519}",0.8519
0.8519,2020-12-01,2020-12-01,50.0,Always great flights ,Good help is hard to find. That might be because southwest hired most of them. The flight crew and ground crew on this trip and most every flight with southwest was awesome,"{'neg': 0.036, 'neu': 0.716, 'pos': 0.248, 'compound': 0.8519}",0.8519
0.8519,2021-07-01,2021-07-01,50.0,Great Job Delta,"I traveled to Mississippi to see my Dad for the last time, he has terminal Cancer and is on Hospice. Not 1 problem on my flights there and on my flights back home. From dropping off my bags to arriving at my destination, I did not encounter 1 problem. All of the Delta Agents at the bag drop area, Gate Agents, Flight Attendants, and Pilots were extremely polite and caring. All of my flights were on time and we arrived at each Airport earlier than expected. All the passengers were quiet and compliant with the Mask Mandate. Not 1 person had to be reminded about their mask. Thank you Delta!!The only complaint I have is you need to hire more people to answer the phone when someone has a problem and they need to call to talk to a human in order to get their problem fixed. No one is going to stay on hold for 6 hours+. Please do something about that!!I read all the reviews on here. Most of them are bad reviews. A few are good. I believe most people have good experiences with Delta. A lot of people don't even think about writing a review unless something goes wrong and things don't go their way. I believe that's the reason why there are only a few good reviews and a ton of bad reviews. And it's the same way with most of other Airlines as well, if you take a look at their reviews. So I thought I'd share my positive review. A lot of people say don't fly with Delta, fly with United or American, Southwest or Spirit. You go on their review sites and people are saying the same thing ""Don't fly with Southwest or United, fly with Delta!!!"" It gets very confusing sometimes. But Delta, you are #1!! Hire more Customer Service Reps though","{'neg': 0.05, 'neu': 0.855, 'pos': 0.095, 'compound': 0.8519}",0.8519
0.8522,2022-01-01,2022-01-01,50.0,Excellent experience with a few minor flaws,"Trip involved a total of four legs round trip.  All were on time except the final leg which was a few minutes late.  Service and food and beverage options needed sprucing up on the segments in and out of MLI, but things were good if not superb between DFW and FLL.  The lead flight attendant, Holly, on the FLL-DFW leg was unbelievable.  She actually attempted to make it a personalized experience, reminiscent of the days long gone. American has a number of these older attendants and it is a joy to fly with them.  I know things have been rough the last two years, but many employees continue to continue. Fortunate that we had no disgruntled passengers on any of these flights.","{'neg': 0.055, 'neu': 0.821, 'pos': 0.125, 'compound': 0.8522}",0.8522
0.8537,2021-11-01,2021-11-01,10.0,Avoid doing business with American Airlines,"AA changed the departure time, from St George to Las Vegas ""at no additional cost"" to them. Changing the departure city is not a schedule change.I was on hold for 3 hours 5 minutes to get to someone who could fix part of the problem. When we did get through, the poor customer service person was mechanical and slow, but when my wife said, ""Good luck at American Airlines,"" she laughed out loud.","{'neg': 0.068, 'neu': 0.787, 'pos': 0.146, 'compound': 0.8537}",0.8537
0.8537,2021-08-30,2021-08-30,1.0,"""worst airport I have even been to"""," |  This one of the few, actually the only, airport i know of where you have to exit security to go from one terminal to another if you have a connecting flight. Not only do you have to exit security, but you have to walk outside the get from one terminal to another. The do have a bus, but be aware if you're in terminal 4 and take the bus to 3, 2, or 1, it will take well over 30 minutes to get there. The bus stops and waits at least 10 minutes at every short term, long term, and rental car lot that they have. If you're lucky enough to transfer in the same terminal, be aware that none of them have a restaurant or bar worth anything. Chili's is about the best you'll find if it's open. I'm 70 y.o. and have flown all my life in and out of the USA. This is the worst airport I have even been to.","{'neg': 0.043, 'neu': 0.855, 'pos': 0.102, 'compound': 0.8537}",0.8537
0.8537,2020-07-01,2020-07-01,10.0,profit before safety - I can't believe I use this airline,"After cancelling 3 times, I finally got on a flight to Vegas to visit my Mom.  Flight was, again, OVERSOLD.  Unreal.   It was clear that everyone on the PACKED plane was new(er) to flying.  Walking on board with wayyyyy too much personal items (though no one stopped them) and no one could find their seat, etc.  Boarding took 50 minutes.  Masks hanging off their faces, tons of kids (who bring kids to Vegas in July?? and during a pandemic??) with no mask because they were under 10.   It was pretty chaotic.People on the plan screamed in excitement at take off and screamed in fear at turbulance and the whole plane clapped at landing. Finally, talking to someone waiting to deplane and find out they booked their flight for $49 each way.   And so did the 28+ people that came with them.   Most who have never flown. Happy they got their first chance at flying and of getting to Vegas on the cheap.  BUT just goes to prove that AA would rather sell seats at $49 than keep their regular - and higher paying - customers safe.  Not an empty seat on the plane - and not too many people wearing theirs masks correctly - if at all.   Amazing how people - all of a sudden - are eating when someone walks by.  I really need to find another airline.","{'neg': 0.064, 'neu': 0.854, 'pos': 0.082, 'compound': 0.8537}",0.8537
0.8537,2021-09-01,2021-09-01,40.0,"Good experience,  except bags","Great service, friendly, clean aircraft. Bags tool quite awhile to come out, but otherwise,  a good flight experience.","{'neg': 0.0, 'neu': 0.557, 'pos': 0.443, 'compound': 0.8537}",0.8537
0.8541,2020-10-01,2020-10-01,20.0,Karen in charge of Southwest Airlines? ,"Southwest has turned into Mask-a-topia airlines —replete with Karen’s lecturing you continually through the flight not to let up on masking of face and nose even while eating because —you know — “we are watching you.”  I found the steward’s virtue signaling lectures about our responsibility to not be selfish, think of others, and cover your nose —to the point of telling a masked customer to completely cover his nose or they would turn around the plane (himself not social distancing),   I found it all tiresome, condescending, and hectoring. Flying has become even more joyless on southwest —no Airconditioning until flight.  I will be cutting back by half my trips on southwest until customer satisfaction again becomes paramount —and I’m not holding my breath for a new policy —most airlines are going hat in hand to government for subsidies —to h~ll with customers paying the bill. Socialism here we come. Enjoy the journey down.","{'neg': 0.033, 'neu': 0.876, 'pos': 0.091, 'compound': 0.8541}",0.8541
0.8543,2020-07-01,2020-07-01,10.0,This is the truth about American Airlines commitment for customer safety,"We recently returned to Philadelphia from West Palm Beach Florida. We were very hesitant about flying during the pandemic, but after reading American Airlines commitment to passengers safety, We felt they were doing everything possible to ensure safety and decided to take the flight. My husband & I purchased 1st class seats in the first row. We decided we would be able to board last and exit first, which made us feel safer. When everyone was on board the flight attendant made an announcement stating that everyone’s face covering must be worn throughout the entire flight, and if not, you will be  banned from flying American Airlines in the future. This also gave us a sense of security! We noticed when we walked into the airplane the flight attendant didn’t have her mask over her face, she had it hanging around her neck. We realize that it takes a lot of getting used to and at times we may forget to cover up, however, this was not the case on our flight. Our 1st class attendant never once put her mask on her face for the 3 hours, she left all of us passengers at a health risk! I started a live chat with American Airlines from my phone while this was all happening to ask them what the protocol was for their flight attendants. The answer I received was that their flight attendants are required to wear a face covering, just like the passengers on every flight. I sent an email to their customer service and the answer was less than concerning over this incident. Seems to me the rules only apply to the passengers and not their employees. Thank you American Airlines for putting our health at risk!","{'neg': 0.061, 'neu': 0.858, 'pos': 0.081, 'compound': 0.8543}",0.8543
0.8543,2021-03-01,2021-03-01,50.0,Great service.,I love Southwest! They are so much better than other economy airfares-  They do not Nickle and Dime you like Aligent or Spirit! Free TV and movies and free 2 bags checked! However due to Covid no beverages are offered but I think this is everywhere..,"{'neg': 0.032, 'neu': 0.712, 'pos': 0.256, 'compound': 0.8543}",0.8543
0.8547,2021-06-01,2021-06-01,20.0,"5 hour wait time for customer service, then I get disconnected","Delta Airlines changed my flight to a different airport, inconvenient time with a 4 hour layover. This  flight would cost less, but I wanted something closer to my original plans. I found not make any changes online because I upgraded. THE WAIT TIME FOR DELTA REWARDS MEMBERS IS 5 HOURS.  I wait for hours, then get disconnected!!!","{'neg': 0.03, 'neu': 0.81, 'pos': 0.16, 'compound': 0.8547}",0.8547
0.8553,2021-08-01,2021-08-01,30.0,I miss Delta's formerly excellent service,"Flying Business over the Atlantic (50+ times) has deteriorated on Delta. No longer greeted with a Champaign or served a nice multi-course meal. Instead, a quick pass of the wine cart (with plastic cups), delivery of a tray with all courses of the meal including a small carton of ice cream (let's get it over with like a school cafeteria.) A few hours later I had to go to the front of the plane to ask the flight attendant playing on his phone if I could get a nightcap.  Of course, all blamed in Covid!  Whatever.  All this contrasted with Air France return flight that had real service, beautiful presentation, leisurely dining, pampering and, well, what the Delta of the Richard Anderson era used to provided.  If you're flying Business or First (especially on your own $$) look for alternatives to plastic-cup, Ed Bastion's Delta","{'neg': 0.036, 'neu': 0.851, 'pos': 0.113, 'compound': 0.8553}",0.8553
0.8554,2021-08-01,2021-08-01,10.0,"Want to be delayed on 3 consecutive flights, end up somewhere you didn’t plan, and have a generally horrible time?","American significantly disrespects their customers and does nothing to address it, ever.  Would take more energy to type out how poorly they’ve handled the last 4 flights I’ve booked with them than I have blood pressure to handle but suffice it to say - friends don’t let friends fly American Airlines.","{'neg': 0.029, 'neu': 0.791, 'pos': 0.18, 'compound': 0.8554}",0.8554
0.8555,2021-12-01,2021-12-01,30.0,Good and bad,Good = 5 stars for fares and free checked baggage. Friendly employees.Bad = 1 star for boarding process. It's asinine. First ones on put bags in middle seats while filling the windows and aisles so last ones on are unable to sit with their family. Just assign seats.,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.8555}",0.8555
0.8555,2021-09-01,2021-09-01,10.0,Poor customer service,"We got to the airport the morning of our flight and found out our flight was canceled, without any kind of notice. We had booked and pair for seat upgrades and paid for our luggage already and upon calling American Airlines to get refunded, I was told that I couldn’t be helped over the phone and that they only do refunds online. I tried calling 4 times after the site wouldn’t work for me. The last  gentleman was short with me. I asked what they would do if this was an elderly person that couldn’t access the refunds online and he said that it’s  “basically just how it is” and it’s 2021. I definitely don’t recommend flying American Airlines especially if their customer service can treat customers like this.","{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.8555}",0.8555
0.8555,2020-08-01,2020-08-01,50.0,Much better!,"FLL -> PHL leaving 8/27 and returning 8/28, I brought only problems and received only kindness and professionalism. Expedia put my maiden name on my booking by Mistake, then I missed checking as I was late, and my online upgrade had failed. Agents fixed all of it with patience and kindness. I wish I had written their names down. I was impressed. There seems to be a big improvement with the personnel. Thank you for all the help.","{'neg': 0.117, 'neu': 0.662, 'pos': 0.221, 'compound': 0.8555}",0.8555
0.8555,2021-06-02,2021-06-02,3.0,"""What a shame"""," |  What a shame the officials at Salt Lake City let the imbeciles who never intend to use this airport design it for them. Along that line, those responsible for approving the idiotic design, must be held accountable as well. I've traveled around the world on business and pleasure for 40 years and never have I witnessed such ineptitude in moving people through an airport, especially one that was built in the 21st century, as the mishmash known as SLC. Twenty to thirty minute walks are great, except when traveling through an airport, but that is what the geniuses responsible for this design came up with. I suppose it didn't dawn on them the elderly, or those with ambulatory issues, may have to use this facility. Designing from scratch, with no restrictions of trying to fit a new facility within the confines of an existing airport, and this joke of an airport is what nearly $5B got the traveling public using Delta's hub in Salt Lake City.","{'neg': 0.04, 'neu': 0.86, 'pos': 0.099, 'compound': 0.8555}",0.8555
0.8555,2021-11-01,2021-11-01,10.0,Not Ready For Prime Time,"American Airlines has attempted to make everything app-based. They call it Verifly and threaten that check-in is only possible using it. Not so. After spending several hours wrestling with the app, I made sure to bring paper-based evidence of ourCovid Tests Results, Vaccination Status, and Passport Details to the check-in desk.The agent took the paper graciously, checked us in smoothly, handed us everything back with boarding passes and claim checks, and wished us a nice flight. She made no reference to Verifly.On our return journey, the app refused to accept the code for BGI airport, which meant that it was not possible to upload anything to the app.Once again, paper saved the day. I was asked if I'd used Verifly and I answered honestly that it hadn't worked. The agent smiled and proceeded to use the paper. All went smoothly.It's too bad that American, already on my list of Please Don't Make Me Fly This Airline, has once again demonstrated a complete inability to manage its business.","{'neg': 0.071, 'neu': 0.806, 'pos': 0.122, 'compound': 0.8555}",0.8555
0.8557,2021-05-01,2021-05-01,20.0,"Not great for accompanied flights, no assigned seats","It was our first time experiencing a flight with Southwest. We chose this specific flight because it was later in the day so we were able to enjoy more of our trip in the morning. It was also the more expensive flight choice for that specific day. I will say that the seats had more cushion and were more comfortable than other carriers we’ve been on with thinner seats. The flight crew was fine, even one made a few jokes over the intercom. Snacks were given out but at one point they ran out and you were given less snacks than others. The worst part was the seating arrangements, I did not feel very accommodated. I did not realize there were no assigned seats on southwest when I booked this. We were only given a number on our boarding pass and before boarding you are to stand in line in your number range. If your number is higher forget about sitting together with your party. Once we boarded the plane, all of the window and aisle seats were taken leaving only the middle seats for us to sit in. When asked for any open seats we were told the flight was full. My husband and I were traveling home together and it would have been nice to sit next to each other and even have someone to lean on to take a nap. I had to sit next to two men with long legs and personal space was an issue. This was a 5 hour flight and sitting next to your party would have made it much more comfortable.I would recommend southwest for solo fliers and people who don’t mind not choosing your seat. Not recommended for accompanied flights.","{'neg': 0.042, 'neu': 0.871, 'pos': 0.087, 'compound': 0.8557}",0.8557
0.8557,2021-03-01,2021-03-01,10.0,Absolutely horrible,"So I flew from Dallas to Tampa back in December and then back to Dallas.. then Jan 31 flew back to Tampa and in coming home to Dallas last week they refused to let both of my cats fly.. in the exact same airline approved bag that they had just flown in 3 other times on American. The manager on duty wouldn’t even try to assist. They tried to bring me the paperwork of what is required, I said sir i understand because I’ve flown with them 3 times in the last few months and it was fine every single time. Each flight the people near me had no issues whether I was i. Economy or first class. They said my container was “too big” and “too small” it is a backpack made to unzip and go under the seat. That’s exactly what it did on all 4 flights. I had to leave one of my cats in Florida with my mother because the manager who refused to help me just walked away. I had never felt so disrespected in all of my years in customer service it was the worst human interaction I have had. After the manager had walked away, I kept waiting and asked a man working if he was getting another manager or someone to help me figure out what to do (my cats don’t live here and you let them fly here) he said he had other things to do.. we hadn’t come to a solution. It was like no matter what I said 1+1 would never equal 2 with him. Pretty sure he called the girls at the ticket desk because they “kindly reminded me” that I can’t open the container or what it’s made to do.. I took one cat, put her under my seat, opened her up like I have done every other time. Specifically asked the people around me if it was a bother, they loved it. They don’t make noise, they don’t take up space, it fits perfectly under the seat. Just irritating I had to separate the kittens and at 32 years old my mother is still right. Never fly American. Lessen learned. If it had actually been a problem why was it okay for 3 flights and you let me bring them across the country and then walk away when I ask for you help. Oh, I forgot.. after I insisted he come back to try and help, his suggestion was to fly southwest. Which I will do, and I suggest every single person does. Definitely worth the extra money if there is ever a cost variance to not be so disrespected and ignored","{'neg': 0.07, 'neu': 0.835, 'pos': 0.095, 'compound': 0.8557}",0.8557
0.8562,2021-07-01,2021-07-01,50.0,Bill McNeil - Best Employee,"I need to explain how he saved 9 sets of parents and 9 boys' trips. The day before, I don't even remember how we found out, but one of the moms found out our boys can't fly the next day because Unaccompanied Minors can't fly on the last flight of any airline. We were in LA, our boys in Vermont, and we did not know what to do. I called the phone number just for UM and Bill answered. He was so knowledgeable about the actual rule and it pertaining to these times, COVID. He was able to make sure the boys were not flagged and were able to fly home. We can't thank him enough. He was knowledgeable and so patient. We had 9 boys to make sure can come home. Thank You bill!!","{'neg': 0.019, 'neu': 0.886, 'pos': 0.094, 'compound': 0.8562}",0.8562
0.8562,2022-02-01,2022-02-01,10.0,Canceled 4 times,"Absolute nightmare! Had 4 flights get canceled due to no flight attendants. They never said a reason but we assumed due to bad weather and them not making their flights which is understandable. However why keep rebooking the flights if you know they will never show up! They never communicated anything to us! When it came time to board they said all 4 times there is a slight delay and we are waiting on flight attendants then stayed quite until 30 minutes to an hour later we got an alert it was canceled. I would recommend flying southwest or delta. Delta was able to get us on a flight right away and had amazing customer service, everyone was friendly compared to American. Word of advice if your flight does get canceled on American book through another airline and don’t do what we did!","{'neg': 0.06, 'neu': 0.833, 'pos': 0.107, 'compound': 0.8562}",0.8562
0.8568,2020-10-01,2020-10-01,30.0,That's all!,"Is this the sign of the times?  I am a working person who has to save, plan, save and plan.  We have been saving along with buying points to travel somewhere.  This Covid deal dealt us a bad hand so plans change.  I used our points we worked hard to buy, booking First Class Tickets to Arkansas.  All we received for three times the money was, bags checked free, a wider seat, and first boarding.  NO FOOD.  No headphones.  Yes, That's all.  This was suppose to be special ---- First Class.  Not worth it.  We had a long layover coming back so I Paid to use the Admirals Lounge.  That also was not worth the money.","{'neg': 0.103, 'neu': 0.738, 'pos': 0.16, 'compound': 0.8568}",0.8568
0.8573,2021-01-01,2021-01-01,50.0,Flying the way of today!,"During this Covid-19 lockdown time, I wanted to share my experience of flying. The airline check my temperature, and my paperwork for my clearance to travel to Jamaica. Not one employee was rude of hesitant of providing service to everyone boarding the plane. I was seated, but then informed the flight wasn't full, so I could move to a seat if I wanted to. They handed out zip lock bags with water, our inflight snacks, and hand sanitizer wipes, and how convenient was that? perfect for me, because I feel they try to do so much when we are flying.","{'neg': 0.034, 'neu': 0.86, 'pos': 0.106, 'compound': 0.8573}",0.8573
0.8574,2021-07-01,2021-07-01,10.0,DO NOT USE AA!!! WORSE Experience 3 times in a row!! They DO NOT CARE!,"AA change my flight to wrong day , then canceled it , was left stranded in Colombia for 3 days , finally they fixed it Booked me for a flight at 1:20 am !!! and CANCELED my flight AGAIN oops sorry not enough personnel 3 hrs. prior to the flight when I was already on my way to the airport!!!   Now they do not want to pay for meal or Hotel except on the ones THEY want to send you to!!! Wow for sure 3rd world country customer service....Ohh wait did I mention they put you on hold to talk to a Manager and hang up on you and never get a call back!!!! Yes this AA is for SURE NOT American Quality, Should rename to 3rd world country Airlines Service!","{'neg': 0.051, 'neu': 0.841, 'pos': 0.107, 'compound': 0.8574}",0.8574
0.8579,2021-10-01,2021-10-01,50.0,PCR test,I flew with delta airlines from San jose to Toronto I did my PCR test the results never came to my email the staff at the airport were awesome they called the clinic by the airport one gentleman had the results sent to his email everyone was so kind to me,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.8579}",0.8579
0.858,2021-03-01,2021-03-01,10.0,Poor Service all the way around. ,"To save a few bucks on a family vacation I chose American Airlines of United.  I immediately regretted it once we landed at DFW on the first leg of our journey.  Flight was delayed for over four hours.  The most frustrating part was the lack of communication from the Pilot.  As a frequent flyer with United for business, one of the things I appreciate most is how communicative the pilots are if their are unforeseen challenges.  At American they seem to like to keep you in the dark and only tell you what’s going on when absolutely necessary.  On top of that, one of the flight attendants seemed to have a beef with three female passengers who were seated next to me.  Two of the ladies were frequently adjusting their masks below their nose for fresh air.  They were warned once to comply or face removal.  From that point on, they appeared to be following the rules.  After deplaning due to delay, the ladies boarded the plan and were immediately asked to leave the plane for non-compliance.  Seems like AA has enlisted the hope of flight attendants who also act as the mask police...","{'neg': 0.074, 'neu': 0.807, 'pos': 0.119, 'compound': 0.858}",0.858
0.8581,2021-09-01,2021-09-01,50.0,Lost iPhone in airplane,"I am very pleased with the recent service from Southwest. I recently lost my iPhone and they were very responsive and accurate with finding my lost item. It only took 2-weeks to find my iPhone that was left behind on a plane. On the day of losing my item, the flight attendant let me use her cellular phone to reach my family and notify them of the situation. She was attentive to the situation and wanted to make sure I was safe and could reach my destination. Very excellent job from the entire staff!","{'neg': 0.069, 'neu': 0.763, 'pos': 0.169, 'compound': 0.8581}",0.8581
