compound,Date,Date.1,Rating,Title,Review,scores,compound
0.8487,2019-12-01,2019-12-01,40.0,Very Good Airlines,"We flew from MIA to ATL to PDX.  Delta seems to have come a long way in quality and Customer Service.  We didn't have as long of a layover in ATL it was on 1hr and 9min.  the time flew so fast seems like we didn't have to wait long.  The flight had a lot of turbulence.  The Polite did a good job let us know that was going on.  The Flight entertain was easy to operate and had a nice variety of options.  The landing was very extremely  bumpy, but we had it home safe.","{'neg': 0.02, 'neu': 0.847, 'pos': 0.133, 'compound': 0.8487}",0.8487
0.8488,2019-08-01,2019-08-01,40.0,Delayed due to weather....but great team.,"My flight was delayed going toGL, but it was not the fault of the airline, but when we arrived,  the weather was absolutely wonderful!","{'neg': 0.047, 'neu': 0.675, 'pos': 0.279, 'compound': 0.8488}",0.8488
0.8489,2019-09-01,2019-09-01,50.0,Outstanding Service,"We had a direct flight to St. Louis that left Pittsburgh on time and arrived ten minutes early.  The flight attendants were very cordial and helpful and their service was great.As usual, no charge for luggage and we each checked two bags, our suit cases and our normal carry on luggage cases.  It was so easy to get to the luggage bays and pick up our checked bags in a very timely manner.  Southwest is so efficient and moderately priced that you shouldn't pass out checking them out the next time that you fly.","{'neg': 0.022, 'neu': 0.875, 'pos': 0.104, 'compound': 0.8489}",0.8489
0.8492,2017-12-04,2017-12-04,4.0,"""it is absolutely abysmal""",  | I dont know who designed the layout of this airport but it is absolutely abysmal! There is little to nothing about its design that makes navigating this place convenient at all. That being said the airport was much cleaner than others Ive been to and the restraunts were all very nice. Im surprised with such a large remodel and billions of dollars invested that this is all they came up with.,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.8492}",0.8492
0.8495,2019-09-01,2019-09-01,50.0,2019 Tip to California,Seats were very tight and no leg room. Love the fact that you get 2 free checked bags as who doesn't have luggage when traveling on vacation for a week. FLight attendants going and coming back home were friendly. Our pilot landed smoothly which is always a plus for me.,"{'neg': 0.044, 'neu': 0.766, 'pos': 0.191, 'compound': 0.8495}",0.8495
0.8497,2020-01-01,2020-01-01,50.0,Sure Slept Well!,"Sleeping in the most comfortable ""pods"" I've been in, really made an extremely long day and a half enjoyable. The food was also delicious. We flew through Paris, where we had a lengthy layover. That was NOT so much fun. But the flights were fabulous.","{'neg': 0.038, 'neu': 0.743, 'pos': 0.219, 'compound': 0.8497}",0.8497
0.8498,2018-11-30,2018-11-30,5.0,"""totally ineffective staff"""," |  The arrival went well. The departure not so well. The security was an hour, totally ineffective staff! And lack of policy info. It took an hour to go from the entrance (inside) the security lines to get to the security check. Staff took their time, very slowly. Not all the lines were opened? One agent thought it was funny and kept laughing loudly. It made some passengers quite mad. Way to go SFO security! How to escalade a bad situation! Then they took my bag because apparently candles looks like bombs on their screen. Well by the time they looked at my bag guess what would had happened if it was something dangerous? Now why in the information dont you have that pointed candles should be in your checked baggage? Really not impressed by that service!","{'neg': 0.104, 'neu': 0.729, 'pos': 0.167, 'compound': 0.8498}",0.8498
0.8498,2019-10-01,2019-10-01,50.0,Easy,Friendly flight attendants.  Make sure you check in on their app to get the best boarding position.  Not like traditional airline tickets- you aren’t assigned a seat but rather you check in & get a boarding #. Free ritz bits & pretzels & beverages.,"{'neg': 0.034, 'neu': 0.733, 'pos': 0.233, 'compound': 0.8498}",0.8498
0.85,2019-11-01,2019-11-01,40.0,IAD TSA is very slow.,"Delta's part was all good; a nice quick flight and great crew, but IAD's TSA Precheck was the pits. About a 25 min wait. I am told that was better than for previous passengers that day. in contrast, DCA's TSA takes about 5 minutes.Get to IAD early.","{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.85}",0.85
0.85,2019-12-01,2019-12-01,40.0,Flight to New York,"Flight was good, good variety of entertainment options on the info screen. Usual refreshments but we had to purchase the in-flight headphones. Usually you can get a pair for free which we did on the way back to Atlanta from New York?","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.85}",0.85
0.85,2020-03-01,2020-03-01,40.0,Quiet,I am a small person and my seat was uncomfortable. I may have sat in a hole who knows but my hips hurt half way thru the flight.  Only one baggy of snacks the fewest ever offered.  However the flight was so quiet it was awesome.  No one barely even talking in fact. Loved that.  Stewardess were pleasant.,"{'neg': 0.127, 'neu': 0.661, 'pos': 0.213, 'compound': 0.85}",0.85
0.8502,2019-10-01,2019-10-01,50.0,Fly Southwest!  Easy!!,Get Early Bird!!!! it is every bit worth the $50!  I would not EVER fly again without...all employees were extremely nice and so helpful!  THE airline to fly!,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.8502}",0.8502
0.8502,2020-01-01,2020-01-01,30.0,Mixed feelings,"We booked tickets with American for a vacation planned months in advance. Within a month of booking we received notification that the time of our original flight from an airport only an hour from us was being pushed out. Thus, we would miss our connecting flight at the next airport. Americans solution? Have us sit at the next airport for 20 hours waiting for the next flight. Being that we had already paid for accommodations at our vacation destination, this did not make us happy. After a lengthy phone call, it was determined that we could drive FOUR hours to a different airport to get a flight that would make it so we could catch our connecting flight. Additionally, as we did not pay extra to be able to choose our seats, we ended up sitting in the very last row up against the lavatory for three out of our four flights. The only upside to our experience with American is that all of the flight attendants were exceptionally friendly and helpful.","{'neg': 0.026, 'neu': 0.891, 'pos': 0.083, 'compound': 0.8502}",0.8502
0.8503,2019-11-01,2019-11-01,50.0,I adore SW,"I love SW! every flight on time, with professional, kind, and humane flight attendants! often, easy to check in... but we were in a little weird room to line up in Corpus! but all in all, I""m a fan!","{'neg': 0.037, 'neu': 0.713, 'pos': 0.25, 'compound': 0.8503}",0.8503
0.8503,2019-11-01,2019-11-01,50.0,New Airbus redesign  very good,Delta looks like they got it  for customer.  The new design for the cabin on this A320 was very comfortable and classy.  Enough room  for me.Flight from MHT to Atl to MYR was cramped.,"{'neg': 0.0, 'neu': 0.77, 'pos': 0.23, 'compound': 0.8503}",0.8503
0.8503,2020-02-01,2020-02-01,50.0,American Airlines is my GO-TO airline,"Every single one of the American Airlines people with whom I interacted were very pleasant and helpful. I had text alerts on my phone regarding on-time status, location of my connecting flight and where to find my luggage. All of it in a timely manner and when I needed directions, I always received clear and willing help from each of the people with whom I spoke. I had traveled with a different airline 2 months previously and found their texts came belatedly and the information was inadequate. American has never let me down.","{'neg': 0.029, 'neu': 0.844, 'pos': 0.128, 'compound': 0.8503}",0.8503
0.851,2019-09-01,2019-09-01,50.0,Smoothest landing ever!,"I was traveling with my elderly mother, and the service and assistance were excellent! We experienced the smoothest landing we've ever had. And then the pilot himself came out to wheel my mom up the ramp when the flight was done. We were so impressed!","{'neg': 0.0, 'neu': 0.835, 'pos': 0.165, 'compound': 0.851}",0.851
0.8513,2019-11-01,2019-11-01,50.0,WiFi not all there the whole flight but...,"Who cares.?! You are doing 400 mph to your destination. We did have a plane change in Oakland, which was not scheduled, but it was the gate right next door. I don't think there was any real lots of flight time to Portland overall!Efficient, fun Crew aboard.Will always recommend Southwest.","{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.8513}",0.8513
0.8513,2019-10-01,2019-10-01,40.0,My airline,They make an effort to take care of us...................    Everytime we travel we go on Southwest.   No matter where it is they are the best value if you can book a few weeks or a month in advance.    The are our go to airlines!!,"{'neg': 0.043, 'neu': 0.73, 'pos': 0.227, 'compound': 0.8513}",0.8513
0.8514,2020-02-01,2020-02-01,40.0,"Returning home, part 1","Returning home from a Road Scholar trip (Costa Rica-Panama) we made connecting flights into Miami.Check in was easy and the flight was very good. We did have premium economy seats, steward service and meals were very good","{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.8514}",0.8514
0.8514,2019-10-01,2019-10-01,50.0,Marilyn,"Very good flight. Got upgraded going and coming to more roomy comfortable seats. Attendants were very accommodating and pleasant. Arrival times were ahead of schedule. Had super rough weather on our return trip to Pittsburgh, but the pilots were great!!!!","{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.8514}",0.8514
0.8514,2020-03-01,2020-03-01,50.0,Very nice flight to Key West,"Our flights out of Providence to Charlotte and then to Key West were on time and the flight crew was courteous and very friendly.  There was a bit of turbulence as we passed storm systems along the southeast coast, but all in all the flights were quite comfortable.","{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.8514}",0.8514
0.8515,2019-11-01,2019-11-01,50.0,Great airline,I can't recommend Southwest Airlines highly enough. From the moment I walked up to the doors of the Albquerque Sunport to arriving at Philadelphia every Southwest personal I talked to was friendly and helpful. The flight  was on time and the plane was clean and comfortable.If you have never taken Southwest do yourself a favor and book a flight.,"{'neg': 0.034, 'neu': 0.784, 'pos': 0.182, 'compound': 0.8515}",0.8515
0.8516,2019-12-01,2019-12-01,50.0,All but the gate,"Southwest is a great airline due to their customer service.  I just want to know why every time we fly into Charleston and they proudly announce an early arrival we sit on the Tarmac for 20 minutes waiting for a gate to deplane.  Really, the airline and airport can't figure out the plane is landing!","{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.8516}",0.8516
0.8516,2019-12-01,2019-12-01,50.0,Top Flight staff at SWA spreads the LUV,"We travelled with a passenger needing wheelchair assistance for the first time.  Our original non stop flight was cancelled shortly after booking and we were rebooked on a direct flight that added a few hours to our travel time.  When we got to the airport 2 hours ahead of our flight, one of the passengers discovered that she did not have her purse or ID.  Since her home was 1.5 hrs from the airport we had to ask the ticket counter agent for help.  He rebooked our whole party on a later non-stop flight.  We had enough time to drive back and retrieve the purse with the ID needed to get through TSA screening.  The airport staff and flight crew were outstanding which minimized the stress of our travel day.  Kudos to Mike  at SWA PDX!","{'neg': 0.048, 'neu': 0.847, 'pos': 0.105, 'compound': 0.8516}",0.8516
0.8516,2019-10-01,2019-10-01,50.0,Roundtrip to Manchester NH,One of the more enjoyable flights I have had.  The flight attendants were helpful.  The flight was pleasant and the seating more than adequit.,"{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.8516}",0.8516
0.8516,2019-10-01,2019-10-01,50.0,Excellent First Experience ,"My criteria for airline satisfaction is essentially - start on time, end on time.This, coupled with an attractive non-stop fare on a clean aircraft where the queue was efficiently managed (despite the policy of no seating assignments), hit all the boxes for me!I don’t know why I hadn’t considered them sooner.","{'neg': 0.039, 'neu': 0.758, 'pos': 0.203, 'compound': 0.8516}",0.8516
0.8516,2020-02-01,2020-02-01,50.0,Relaxing flight,The red eye from Honolulu was relaxing and enjoyable as there was no meal service and only a drink service after take off. The extra leg room in economy was worth the extra money! We brought our own food to fill the stomach prior to the drink service so had a relaxing sleep all the way to Los Angeles.,"{'neg': 0.033, 'neu': 0.792, 'pos': 0.175, 'compound': 0.8516}",0.8516
0.8516,2019-09-01,2019-09-01,50.0,Great flight to Seattle,On time. Flight attendants professioal and friendly. Good snacks and plenty of them. Pilots kept us informed during a short delay. Always love Southwest!,"{'neg': 0.072, 'neu': 0.596, 'pos': 0.332, 'compound': 0.8516}",0.8516
0.8518,2020-02-01,2020-02-01,50.0,On vacation,We really like this airline.  In Minneapolis it flies out of the Humphrey terminal which is a much nicer experience as far as i am concerned.  The airline is great on taking care of us while in the air.  Passenger loading is different when loading by asigned groups but it works and loading is fast.  Seating is ok as it is on any airiine today.,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.8518}",0.8518
0.8519,2020-02-01,2020-02-01,40.0,Delta flight,"Everything was nice. I had a redeye going out and and early morning coming back. The airline staff was friendly, courteous, and attentive.","{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.8519}",0.8519
0.8519,2019-09-01,2019-09-01,50.0,Love Southwest.,"we always take Southwest, rates are reasonable, bags fly free, up to 2 bags, I think. Flight crews are  nice, friendly,","{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.8519}",0.8519
0.8519,2019-12-01,2019-12-01,40.0,Friendly service  smiles all the way tasty snacks,Fog delayed but only few minutes late at destination.  Always smiling cabin crew and helpful in any problems. Had an assortment of snacks and I had to try them all.  Couldn’t be happier with the service provided.,"{'neg': 0.104, 'neu': 0.642, 'pos': 0.255, 'compound': 0.8519}",0.8519
0.8519,2020-02-01,2020-02-01,50.0,Comfortable flight,"Nice stewardess and good selection of food and drink.  Haven’t flown Delta for years, pleasantly surprised.  I had an exit row which I did pay extra for.","{'neg': 0.044, 'neu': 0.623, 'pos': 0.333, 'compound': 0.8519}",0.8519
0.8519,2020-02-01,2020-02-01,50.0,Loving Delta,The plane for my flight from Columbus was late getting to Columbus and subsequently was late getting into Detroit. I missed the connection in Detroit by a few minutes as I had to get from one corner of the B concourse to the opposite corner of the A concourse in about 5 minutes. I failed. The ladies at the help desk were very accommodating and put me on the next available flight thankfully. I enjoyed a leisurely lunch in the Detroit airport and a super smooth flight to Boston with a surprise upgrade.,"{'neg': 0.058, 'neu': 0.787, 'pos': 0.155, 'compound': 0.8519}",0.8519
0.8519,2019-11-01,2019-11-01,40.0,Assisted a family member in moving,"Flights were on time. The staff was nice and friendly. Even though southwest is 1st come, 1st serve, we were still able to get comfortable seats. The flights weren't overbooked.","{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.8519}",0.8519
0.8519,2019-05-01,2019-05-01,50.0,good flight,"I always enjoy flying Delta because the care about their customers, where other airlines don't. It is always smooth and enjoyable.","{'neg': 0.0, 'neu': 0.646, 'pos': 0.354, 'compound': 0.8519}",0.8519
0.8519,2020-02-01,2020-02-01,50.0,Best Airline Ever!,"We were on time departing and arrived early. The ground crew and the flight attendants were friendly, efficient and fun for such an early flight.","{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.8519}",0.8519
0.8519,2019-10-01,2019-10-01,50.0,Very enjoyable journey,"First ever flight with Delta, plenty of leg room, good food and drink and decent options on the in flight entertainment. I'd happily fly Delta again.","{'neg': 0.0, 'neu': 0.712, 'pos': 0.288, 'compound': 0.8519}",0.8519
0.8519,2018-10-01,2018-10-01,50.0,Trip to Tucson,"The flight was on time, boarding was a breeze and the Flight Crew were courteous, helpful and friendly.","{'neg': 0.0, 'neu': 0.601, 'pos': 0.399, 'compound': 0.8519}",0.8519
0.8519,2019-03-01,2019-03-01,50.0,Is there any other airline?,"We love flying with Delta - on time departures, on time arrivals and great service all around. Looking forward to our next flight in a few weeks.","{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.8519}",0.8519
0.8519,2019-11-01,2019-11-01,40.0,Early morning flight to Paradise from a great Thanksgiving,Having spent a great Thanksgiving day in NYC my wife and I went to La Guardia at 5am to board a plane for SW Florida and The paradise that is Sanibel Island. The trip was not supposed to be part of our relaxation process but the newer parts of LaG and especially the air crew made it the perfect start to a two week detox,"{'neg': 0.043, 'neu': 0.783, 'pos': 0.173, 'compound': 0.8519}",0.8519
0.8519,2019-11-01,2019-11-01,50.0,Flight,"Connected through Detroit.  Excellent service I fly delta whenever I have the opportunity.  Even though the day was full of delays due to snow storm, Delta was as efficient as possible getting flights rearranged to get to Las Vegas.   The delta phone app is a must when traveling.","{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.8519}",0.8519
0.8519,2019-11-01,2019-11-01,40.0,travelin' upstaterz: NY to St. Lucia,"flights on schedule, good service, smooth ride.  Note: nominal snacks.  Friendly flight service team.  As usual, announcements from flight deck were very rush and almost unrecognizable.  Atlanta connections were as expected, smooth, not rushed, decent selection of eateries, friendly Delta staff available for assistance.","{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.8519}",0.8519
0.8519,2020-02-01,2020-02-01,50.0,Chicago Trip,Excellent service on first class and we were upgraded while we were waiting at the gate.Short flight but we were well taken care of.,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.8519}",0.8519
0.8519,2020-02-01,2020-02-01,40.0,Visiting Family and exploring new places,We paid extra to be in section A. We were happy with the boarding system and the flight. This beats driving any day. The flight was comfortable(who knew the seats were so small) and the departing into Austin easy. What a clean airport.,"{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.8519}",0.8519
0.8519,2019-09-01,2019-09-01,50.0,consistently good service,Southwest is certainly consistent and you'll always know what you'll get.  Pretty much on time and excellent cabin experience.,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.8519}",0.8519
0.8519,2019-11-01,2019-11-01,50.0,Getaway trip,"best airline in the world,,,, great service, flight attendants available for your every need. smooth flight left and arrived on time.","{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.8519}",0.8519
0.8519,2019-08-01,2019-08-01,50.0,Once again SW has made me happy,Great short flight - even had time for a cup of cranberry juice.  I love flying with SW and have never had any issues with this airlines.,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.8519}",0.8519
0.8519,2020-02-01,2020-02-01,50.0,Enjoy the friendly service,I am a regular/frequent flyer and have been on all the major airlines.  Delta has always treated me great and given the best service of all the airlines I’ve been on.  I will continue to use delta for all my travel needs.,"{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0.8519}",0.8519
0.8519,2019-12-01,2019-12-01,50.0,Annual vacation,Love flying SW whenever we can. Finally starting back nonstop flights from MKE to Cancun. They will always have high recommendations from me. Great people to work with. Will use them whenever I can.,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.8519}",0.8519
0.8519,2019-10-01,2019-10-01,50.0,A quick hop to KC,"As far as airline seats go, these were relatively comfortable.  With Southwest's system of not assigning seats, I was able to get a window seat for each of the four legs.Service was friendly and efficient.  Flights were on-time.","{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.8519}",0.8519
0.8519,2020-03-01,2020-03-01,50.0,"Wonderful trip, as always, Ive flown with AA forever, now to update these 30yo plus membership cards.","Exceptional as always, now I need help updating my 30 + yo frequent flyer membership cards. Ive alway preferred to fly with AA, I used to travel a lot with 2 small children and AA was always my 3rd and 4th hand in assisting me with them. Now I have to try contact a representative to help refund a trip I didn't mean to hit the button too. Fly out to CA, one day and fly back the next. I did;t see the date until I hit button. I immediately went and tried to cancel and I need help.","{'neg': 0.021, 'neu': 0.859, 'pos': 0.12, 'compound': 0.8519}",0.8519
0.8519,2019-08-01,2019-08-01,50.0,The best way to go!,"Economical, fast, efficient, value, and great  service both on the ground and in the air.This is the way to go if you are heading to Cancun.I fly non-stop and have never had an issue in the years that I have flown them.","{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.8519}",0.8519
0.8522,2019-09-01,2019-09-01,10.0,Destroying luggage,"We (My wife and I ) were flying 15-09 from san Diego to san Francisco.On arrival her bag (Rimowa Classic L) was completely destroyed (See photo attached) + 2 polos,Then started a long discussion what to do ( first they wanted to wtap the bag. second option repair - look at the picture). At the end they gave us another nylon bag.then came the discussion about the price of the bag.The representative who was clearly not used to Rimowa bags, took the wrong bag from the Rimowa website and threw in 20$ (?) per polo.As we were under timepressure (flight to Europe was waiting) we accepted a check (I even think that they were so slow in order to create the time pressure(.I consulted my bank (I did not cash in the check). Cashing will cost money.Total difference between what was offered en reality is 250-300$. On arrival in Europe In sent all the info (pictures, pricetag of the bag in Europe, price of the bag in the US. cost of cashing in the check).Today I got an answer from SouthWest . They are giving me politely the big middlefinger (the trust on the fact that the difference is not big enough to start a court case).Shame on them.If somebody knows a solution I would be glad to hear","{'neg': 0.03, 'neu': 0.889, 'pos': 0.081, 'compound': 0.8522}",0.8522
0.8522,2019-12-01,2019-12-01,40.0,Flying Coach on a long flight,Delta is great.  The flight attendance are the best.  Ours recommeded his favorite coach dinner and it was great.  We flew thru Paris going and JFK coming home.  The Tel Aviv to JFK flight was over 12 hours and sitting in a coach seat for that long was extremely uncomfortable.  It is just way too expensive to fly business class.  The Bathrooms on the JFK fight became gross as the trip progressed and no effort seemed to be made to clean them.  I had to wipe up around the place each time I went in.  Someone should be assigned to do this.,"{'neg': 0.091, 'neu': 0.757, 'pos': 0.152, 'compound': 0.8522}",0.8522
0.8527,2019-10-01,2019-10-01,50.0,Pleasant and on-time,"Flying Southwest is always a pleasure. Hit some turbulence but the pilots handled it very well. No long waits, responsive staff, good prices.","{'neg': 0.098, 'neu': 0.519, 'pos': 0.383, 'compound': 0.8527}",0.8527
0.8528,2020-03-01,2020-03-01,50.0,Always the best service and care,"Flights are reasonable, crew so friendly, most of the time you can change flights at no charge. Two bags free now who does that. With this virus thing going around they texted me to tell me that they are taking this very seriously and go into details. That is awesome, don't you think?","{'neg': 0.066, 'neu': 0.753, 'pos': 0.181, 'compound': 0.8528}",0.8528
0.8528,2020-02-01,2020-02-01,30.0,Not bad flight,"The flight wasn't bad at all.  The setting was like most US flight, way to crowded but doable.  The pilot got us in early and that was great.","{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.8528}",0.8528
0.853,2020-03-01,2020-03-01,30.0,AA in Miami can be a challenge,"I flew during the early days of the Covid-19 scare, so the planes were still pretty full, and since Miami is a huge Latin Hub, many spanish speakers were on-board. The Miami ground staff for AA is bi-lingual, as is the cabin staff - for good reason with the heavy South America passenger component. The reality is that English speakers often cannot understand the PA announcements, even the English versions because of the heavy latin accents. If you don't live in Miami be prepared to struggle with understanding the instructions. Having said that, I don't find AA  to be as bad as many of the reviews, I'm sure there are bad flights and bad crews on all airlines, I sometimes think the criticisms are a bit overdone, and most of my half dozen annual flights on AA are good to very good. As far as the physical facilities, AA's Miami concourses are impressive works of architecture. For those who flew here back in the 60's & 70's it is a matter of night and day - it does sprawl and you need to learn to use the people mover if you are over 60, but it is quite a nice facility. My one exclusion would be their airport lounges, during peak times they are  grossly overcrowded - the main terminal is more serene than the lounges during those periods.  All in all, I would rate my experience here as acceptable.","{'neg': 0.068, 'neu': 0.824, 'pos': 0.109, 'compound': 0.853}",0.853
0.8531,2019-10-01,2019-10-01,40.0,Delta on Time,"An economy flight is an economy flight... not much leg space and seats don't recline. We bought tickets a year out when a great price popped up so were happy with cost. Our Delta flight to and from NY JFK and Athens pretty much left on time and arrived early. Our luggage showed up in Athens, NY and Columbus so no complaints there. Food coming back from Athens was much better than that going over. We'd probably use Delta again if flying to Greece.","{'neg': 0.061, 'neu': 0.791, 'pos': 0.148, 'compound': 0.8531}",0.8531
0.8531,2019-06-26,2019-06-26,1.0,"""Sort it out Gatwick""", |  Passport control machines are a joke. Very good for safety reasons however have more staff working on the machines to get more people through! You spend half your time waiting in the queue to be sent to another queue because your passport doesnt work on the machine! Not what you need after long haul flights! Sort it out Gatwick.,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.8531}",0.8531
0.8534,2020-01-01,2020-01-01,50.0,Excellent all the way..,All personnel was VERY helpful and courteous.  The wheelchair was always right at the plane when I arrived and left.  My seat was moved closer to the door instead of being further back .  The plane was always on time and even arrived early x2!  I always fly American.,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.8534}",0.8534
0.8534,2019-12-01,2019-12-01,50.0,Vegas Trip With Brother,Originally booked a flight from Dallas to Denver and on to Vegas. The Denver flight had a problem and was going to arrive an hour late in Denver. Our connecting flight to Vegas was leaving in 45 minutes from our original flight arrival so we were going to miss our connection. We were rebooked on a direct flight to Vegas from Dallas and given $200 each ( $400 total)  in Southwest travel vouchers.We arrived Vegas an hour and half later than our original arrival time .  Flights were great and Southwest really took good care of us after the problem.,"{'neg': 0.064, 'neu': 0.796, 'pos': 0.14, 'compound': 0.8534}",0.8534
0.8534,2020-03-01,2020-03-01,40.0,Easy round trip,"they really make things easy, flying with my one year old was smooth which was important to me. They also include the baggage so thats awesome","{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.8534}",0.8534
0.8537,2020-03-01,2020-03-01,40.0,March home,"I love Southwest Airlines, they are reasonably priced, If you book early the savings are substantial.  I know there is not a lot of time between flights but it would be nice if they could wipe down the surfaces between flights.  They are always on time, well run company.","{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.8537}",0.8537
0.8537,2019-08-01,2019-08-01,40.0,Still the Best for Working Class People,"This is sill the best bet for Working Class People.I walked straight to the customer service desk for check in, no problems.     Even though I had to change planes I did not have to walk far to get to my connecting flight.   In fact it was  just steps away.  The airline staff was nice.  The plane was clean and comfortable.  I saw the pilot. The ride was smooth.    Not much on Food and Beverage but as long as I get there safe I can bring my own Food.","{'neg': 0.037, 'neu': 0.813, 'pos': 0.15, 'compound': 0.8537}",0.8537
0.8537,2019-11-01,2019-11-01,40.0,Flight to KY and back,"I upgraded to First class for the first time, the cost jump from Delta-plus was small.  If you are on a medium size plane you get nicer seats and more space. In the little jets the seats are bigger but not as big... and the electronic entertainment doesn't always work. It would be nice if WiFi was included as part of the First Class package.","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.8537}",0.8537
0.8537,2019-11-01,2019-11-01,50.0,Excellent employees.  Helpful and friendly.,All employees both in the terminal and on the flight were extremely friendly and helpful.  I was in a wheelchair and received exceptional service and ALWAYS with a smile!,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.8537}",0.8537
0.854,2019-09-01,2019-09-01,50.0,On time each leg of trip,"I flew Delta on a trip to Rome. I flew from Columbus through Detroit MI, to Rome Fiumincino in September, 2019. All my flights were on time, and I really didn't have any complaints at all. Meals were satisfactory, and service overall good.  I will definitely fly Delta again.","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.854}",0.854
0.8542,2019-12-01,2019-12-01,50.0,Great air line,Very gòod service. Comfortable seat. Good flight. Good meals. I would fiy with them again. Very recomended,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.8542}",0.8542
0.8544,2020-03-01,2020-03-01,40.0,Economy comfort,"Two hour flight at 6’2” economy comfort is a plus.  I have taken this trip in first class and economy, economy plus is a good compromise between comfort and price. The wider seat, extra coke and peanuts of first class not worth the price difference.  The ability to stay in your seat, stretch out your legs without breaking your knee caps makes economy comfort worth the additional cost.","{'neg': 0.045, 'neu': 0.783, 'pos': 0.172, 'compound': 0.8544}",0.8544
0.8545,2020-02-01,2020-02-01,50.0,my first flight,it was a great flight.  scary. we took off in a storm. the flight attendants were awesome. kept us informed. and were very very nice.,"{'neg': 0.095, 'neu': 0.563, 'pos': 0.343, 'compound': 0.8545}",0.8545
0.8546,2020-01-01,2020-01-01,50.0,Delta Airlines Reservations,"Took 4 Delta flights 11/10/13 London - Minneapolis - Las Vegas 15/10/13 Las Vegas - Atlanta - London. The first time experiencing flying with Delta and it had been very disappointing. Like previous comments booked the ticket through KLM/Air France where we've always receive an excellent service. Wondering why they need partnering with Delta to lower their standards. Flight from London to Minneapolis ever rude cabin crew. Nobody at the doorway to welcome the passengers and direct them to their seats. Not one smile and really abrupt cabin crew members. the sole good thing was that they had an honest selection of entertainment a minimum of it kept our mind faraway from their rudeness. Food selection was average. Flight from Minneapolis - Las Vegas more friendly crew and drinks were offered regularly and adequately which made us really surprise for a flight compared to the other for the flight. On our way back at the airport in Las Vegas when checking in again not one smile from the bottom crew or any welcome. Flight from Las Vegas - Atlanta was fine and crew friendly and adequate snacks and drinks served. flight from Atlanta - London we were welcome this point at the doorway and were directed to our seat. An unpleasant surprise was expecting me as soon as I popped down the seat tray ahead of me to read. Yes, it had been messy with food stain and dry sauce thereon from the previous flight and has not been clean which put me off eating. I requested it to be cleaned which was done just about immediately but no apologies whatsoever from the cabin crew. What was more intriguing was the contrast of service between the domestic and therefore the international flights. won't recommend it to any friends or family. And for the first time when I traveled to Delta airline, I received information from reservationsdeltaairlines.com website","{'neg': 0.065, 'neu': 0.835, 'pos': 0.1, 'compound': 0.8546}",0.8546
