Date,Date,Rating,Title,Review
2021-04-14,2021-04-14,3.0,"""We are so disgusted at the layout of our airport!"""," |  We are so disgusted at the layout of our airport! It is such a mess to find where to go! It takes forever to get from point A to point B, you could die of a heart attack! No help, no chairs! I could not take my mother on a trip, she would not survive the airport! Also the park n jet shuttles etc are cast out into outer darkness way behind the entire airport why? You cant treat us all like this! We will try to avoid this airport, sad thing is that all of our kids and 11 grandchildren live out of state and it doesnt make them want to visit home now. So sad!"
2021-04-14,2021-04-14,1.0,"""She was a very intentionally mean person"""," |  TSA female employee found that an item I was hand carrying could not go through. I explained that I had just purchased the item and the box was not yet open. It was a snow globe from Cracker Barrel and the liquid was causing a problem. She told me to unpack some things and repack the box into my largest bag then check it through. As my husband and I started to do this she became very rude, telling us that her station was closed and that we had to immediately remove the bags. When I asked her where we were supposed to go, she picked up the suitcase and dropped it onto a green bench. When my husband zipped it shut she grabbed the bag and walked off. I followed and she dropped it just outside of the Security area and stormed off. I took it to baggage check and came back through Security where thank goodness she ignored me. She was a very intentionally mean person and offered no explanations. Maybe she assumed that we all check bags through but I don't and had no plans to."
2021-04-14,2021-04-14,1.0,"""has the absolute worst TSA system""","  | Baltimore/Washington International Airport (Concourses D) has the absolute worst TSA system. There was not a designated Pre-TSA line and when I was asked to remove my shoes I told them I was Pre-TSA. The guy said ok, but a lady with a very nasty attitude told him no she needs to show her boarding pass but by this time my purse and phone with the boarding pass had already gone though the machine and they wouldnt pass it back. Now keep in mind that I paid $85 not to remove my shoes and I wasnt prepared so I was wearing shoes where I didnt have on socks. But thats not the point. The point is their system should be set up correctly for Pre-TSA customers. Then to make matters worse my purse had been pulled for extra checking and when they didnt find me because I was being held up because of the shoes situation they made me wait while they checked others when I finally made it though the line and held me there for more than 5 minutes. Then found absolutely nothing in my purse. When he couldnt find anything he took everything out to say that I was good. So back to my point. Baltimore/Washington International Airport (Concourses D) has the absolute worst TSA in my travels and I travel all over and a lot."
2021-04-15,2021-04-15,1.0,"""What a shame"""," |    What a shame. This airport might look flashy, but it worse than the one it replaced in literally every other way I have experienced and can think of. It is truly a tragedy that we are stuck with this utterly horrible design for decades."
2021-04-16,2021-04-16,3.0,"""MIA is incapable of doing security now"""," |  MIA is incapable of doing security now. Never have I ever experienced any 1 security line with more than 4 checkpoints at each terminal. On top of this with covid travel numbers. Security doesn't care if you miss flight and they actively laugh at you while living through high stress and anxiety. They have all the tools to make it run smoothly, they have unprofessional and sloth moving people. Covid has created an apathy to get people to work. How are we supposed to get back to work if no one actually wants to do their job. Not once was a supervisor present to get things moving. I also checked the security wait times online in the MIA airport and they were completely inaccurate. My estimated time online was 9 min, at airport it was 12, and then the actually amount of time to get through security was 50 min!"
2021-04-17,2021-04-17,7.0,"""San Francisco Airport is gorgeous!""","  | San Francisco Airport is gorgeous! We anticipated food courts may be closed and brought our dinner with us. We did take a later flight so it was not crowded at all. The only frustration I had was with long-term parking. Domestic long-term was closed with no forewarning, we were directed to international by an employee we could not understand clearly. We were given a ticket to use once we returned, I later noticed it was dated the 8th, we pulled in on the 10th. I had also found a coupon for 2 days free parking, from sfo website that was not honored. Other than that, it was a good experience. Parking is extremely expensive! Next time we will get a ride"
2021-04-18,2021-04-18,1.0,"""they will never be able to fix the design of this airport""","  | I can not complain enough, swear enough or be so damn disappointed in this airport. I have been flying out of the old airport for more than 15 years 2 times per month or more. It was amazing, easy and efficient. My colleagues loved coming to see us in SLC and always complemented us on our easy our airport was to navigate. We went from my No. 1 most favorite airport to the absolute worst airport in the whole world. Of course it looks nice and is clean, it's new. However they will never be able to fix the design of this airport and the amount of time it adds to my regular travel plans. It will take me 30 minutes just to walk from terminal B through terminal A out of the building and all the way back around to catch the train. I used to be able to walk off the train and onto my flight in 20 minutes, that includes going through security. Anytime you have to post walk times, you failed. I seriously want the tax money back that paid for this. I just cant tell you how mad I am that this is my home airport. Airlines! Please start trying to add flights in Provo! I don't want to have to use this airport."
2021-04-19,2021-04-19,4.0,"""I was totally disappointed""","  | I realize the renovation is not complete - but I am so disappointed that the layout doesn't seem to consider people who are not 20-30 somethings or athletes. The corridors going to the gates are excessively long and I see no plans for moving sidewalks. I am a ""normal"" 50 something with no disabilities and still found it to be a trek. If you're going to do something, why not do it right? I was totally disappointed. Nice advertising, nice fountain but really, I like convenience most."
2021-04-22,2021-04-22,1.0,"""They dont care about passengers safety"""," |  Worst airport ever. Dirty, over crowded, no soap in bathroom and no way to keep distance from other passengers. No one at the airport is cleaning, did the FAA forget to tell Charlotte Airport that we are in a pandemic. Most workers at the fast food have their noses out of the masks. I will pay more never to fly through Charlotte again. They dont care about passengers safety."
2021-04-22,2021-04-22,3.0,"""It really is a joke"""," |  Agree with the poor reviews regarding layout and design. Whoever designed this and whatever board approved said design are clueless. The tight connections that Delta was known for here are still present, yet you have to strap on your Hokas and be ready to run a marathon. It really is a joke. Ill take extra flights to avoid this airport."
2021-04-23,2021-04-23,1.0,"""They were rude and downright hostile""", |  This was by far the most stressful and negative experience in my travel history. The whole set up was a mess and the entry point to check into customs was completely out of compliance for COVID-19. They were so understaffed that we made our connection by the skin of our teeth. Never again. The worst was the absolutely bad attitude the TSA projected. They were rude and downright hostile. The only good point was the golf cart driver that was amazing. He did everything he could to get us to our gate and showed genuine empathy for our situation.
2021-04-24,2021-04-24,3.0,"""this is no way to treat a customer"""," |  Today is Saturday April 24th, 1.15pm. I am on the 1st floor E International Arrivals. All information kiosks are closed. There is a woman in uniform sitting at a desk. Clearly works at the airport. I tried to ask her for directions where people from Cayman Airways come out from. She screamed at me to get away if I cant read signs. I was standing under a do not enter sign attempting to talk to her. All she would do is yell at me in a different language I could not understand. Its this kind of attitude that I as a business owner would not tolerate. Maybe she was watching something important on her phone and I interrupted her. Who knows but this is no way to treat a customer."
2021-04-26,2021-04-26,2.0,"""This an obtuse way to treat people"""," |  Get more rental car trams / buses. This an obtuse way to treat people. I have never waited this long to get on a rental car bus either arrival or departure. Absolutely ridiculous! Makes me not want to ever come back here, get it together. "
2021-04-27,2021-04-27,1.0,"""the least friendly airport"""," |  This airport is a disaster! This was the least friendly airport for its patrons that I have ever been in, and I have traveled a lot. I was excited to try out the new airport since I'd heard so many things about how streamlined and efficient it would be. That is absolutely not the case. When we first departed from the airport, I was very disappointed with how humongous it is, with no concessions for people to move through it easily (except a few slow moving walkways). It is so large it's difficult to get from one place to another, and it takes forever to get anywhere. It seems as if you're walking for miles before you get to your destination, and the signage is not clear, you're not sure where to go. It was a disappointing experience. However, our return experience was even worse! We are 65 and 70 years old. Although we're on the older side, we're in pretty good shape, having just returned from a dive trip. After traveling all day and being worn out from travel, we thought we were going to die of exhaustion before we got out of there. I'm sure we must have walked over two miles just to get out! I have a bad right hip which is usually manageable, but after walking and walking and walking, and walking some more, I thought I was going to die before I got out of there. There are no accommodations for those with health difficulties - how did they ever pass ADA regulations? I didn't see one vehicle that could move elderly or disabled people from one place to another. The design is horrendous - it is so spread out, it's definitely not conducive to anyone that has difficulties ambulating. There is no tram system, as is used in most other airports to move people from one section of the airport to another. Although there is a place for a future tram, it needs to be put in place immediately, not years down the road. And, the way it's laid out, I'm not sure it will decrease the walk time for the patrons. Who designed this thing, and did the city actually sign off on the design? Did they not care about whether it was doable for its patrons? Obviously, no one thought about those that cannot easily walk several miles. And, they have cast the parking shuttles into outer darkness, probably to benefit themselves and their own parking garage. After picking up baggage, you used to be able to walk out the door and pick up the parking shuttles. Now, after walking through the whole airport, you then have to walk another half mile to get to the outside rim of the parking lot to a small designated spot for the parking shuttles. It appears they're trying to drive them out of business and inconvenience their customers! It is really a travesty! The next morning I was almost lame with pain from trying to navigate the airport with my sore hip the night before. I will do everything I can to avoid this airport, I will be driving whenever possible simply to avoid this airport."
2021-04-28,2021-04-28,2.0,"""Wont fly here again unless absolutely necessary"""," |  This is the worst airport I have ever experienced! A 20 minute walk (7,000 steps!) to the train that goes to the rental car center after you get all of your luggage! Concourse G has very little food, beverages or gift outlets. One charging pole with 4 outlets per gate! This is unacceptable to todays traveller! Its dark, old and badly needs updates into this century (21 years late!) with the amount of tourism money passing through it would seem logical to use some at MIA! Wont fly here again unless absolutely necessary."
2021-04-29,2021-04-29,1.0,"""should be fired over this airport design""","  |  Someone should be fired over this airport design. It is not reasonable to expect the average person to walk this distance dragging a 30 pound suitcase. If you dont need to fly into SLC, dont."
2021-05-02,2021-05-02,2.0,"""TSA security/staff are extremely rude and unprofessional"""," |  The TSA security/staff are extremely rude and unprofessional. Need better training or need to find a new place of employment. We are already viewed as ride and ghetto, very embarrassing."
2021-05-02,2021-05-02,1.0,"""The bathrooms are disgusting""",  | Terrible. Security slow. TSA agents standing around doing nothing while limited lanes are utilized. The bathrooms are disgusting and the stall monitor is inaccurate. Running water at faucets - wasteful. Nasty stalls and soap dispensers empty.
2021-05-03,2021-05-03,4.0,"""I was appalled to see how filthy the terminal seats are""","  | I arrived for an early morning flight to New Orleans and naturally sought out a seat as soon as I arrived at my gate. I was appalled to see how filthy the terminal seats are - disturbing at any time, much less during a pandemic. The seats (I was in terminal A) had visible sweat streaks on the backs and seats, stains of various colors (brown, gray) from unknown, organic substances (some trailing down the back of the seat), and overall just looked completely unsanitary to sit in. I did not visit the restrooms, but would imagine that if they get regular service, the toilet seats are less bacteria- and germ-ridden than the terminal seats, which appear never to be cleaned. Shame on Denver Airport for disregarding passenger safety during a global pandemic by not cleaning these. I had to break out my own disinfecting wipe to clean the seat before using it. Shameful."
2021-05-03,2021-05-03,1.0,"""Very crowded, fairly dirty and seems about 50 years out of date""","  | I used to fly thru SEA 2 x month on business. I just came thru this week on round trip from BIL to DCA and back. Airport is same as I remember. Very crowded, fairly dirty and seems about 50 years out of date. Some of the terminals are so crowded that the air exchange cannot be close to good. Compared to Vancouver, Canada, DEN, Hong Kong, ABQ, etc it is pretty sad. I shows a very poor city and airport planning. I need to plan future travel thru DEN I am bringing a puppy home. The availability of dog area is poor. I walked to a boundary fence, went up a hill and had a small grassy area."
2021-05-06,2021-05-06,1.0,"""Very rude and disrespectful employees!""","  | Very rude and disrespectful employees! I have been treated so poorly by ever staff member I come into contact with. Where do I start besides saying I am an experienced flier with many miles under my belt. The lady at the Camden food co. Counter slapped the counter several times, forcefully trying to get me to move up in line. I couldn't because the people in front of me were still moving their bags. I said have a nice day and she said ""whatever"". Shall we start with TSA now? I was being told to step closer by a TSA agent who was farther away. I could not hear them because of the masks. The TSA agent in front of me said, ""hey, Dumbo come get in now, shouted and talked down at me just to stand on the yellow feet and put up my arms. She then starts to grab my arm and pull me out of the machine. She said ""keep the line moving boy"" boy? Who do you think you are. I gave them no reason to treat me like that."
2021-05-06,2021-05-06,1.0,"""I thought I was in a 1970s low budget film"""," |  I thought I was in a 1970s low budget film. This place has outdated, smelly, nasty carpet, broken seat and 2 1/2 restaurants. I may be stretching it on the 2 1/2 restaurants but what few restaurants they do have are very poor."
2021-05-07,2021-05-07,1.0,"""No time to enjoy or visit the airport amenities"""," |  American Airlines schedules so many flights at one time it's ridiculous. Once landed, it took 35 min to get to gate. Same way on departure. No time to enjoy or visit the airport amenities."
2021-05-08,2021-05-08,2.0,"""choose any airport over this one""","  |  If I were you, I would choose any airport over this one. If it's not the weather, it's ""runway renovations"" that cause flight delays for which apparently no one is responsible. For over 20 years, I have disliked this airport - it is dirty, with customer service representatives who apparently hate their job. It has been my only option for a specific sole airline that flies into a small airport north of SF, where my family lives. A couple years ago, I was heading to my family's hometown on a Friday for my husband's memorial service the next morning, where he had spent most of his adult life serving the public (the local service where we lived at the time of his death was for friends at our new home). Soon after my husband's death, due to shock, I had fallen down a ladder and broke my heel. For the trip, I had been recovering for 3 months and still used a cane. My flight to SF was delayed by SF due to weather - a common occurence. My connecting flight from SF to the hometown was delayed over and over on the hour. When I asked a customer service rep about this and explained that I needed to get to my husband's memorial service, he just shrugged. He had no answer whether the flight would go or not. At 11 p.m. that night, I requested wheelchair service to go to the car rental station, and the customer service rep just stared at me and acted like she didn't understand English. I went to a different desk and requested the same thing, then I rented a car to drive 5 1/2 hours to our hometown to make sure I could get to the memorial service. My understanding is that my connector flight never flew there that night. The airline carrier also did not refund me for that leg of the journey. In the most recent case this April, I recently flew the same route to visit family over spring break. On the return trip, SF delayed our takeoff for an hour, causing me to miss the last flight out of SF to my hometown. The reason -- runway renovations. By the time we arrived in SF Airport, there were no customer service reps available, no food available, and the airline customer service rep's only option was to hand me a flyer with an 800 number to reserve a hotel room ""at a discount"" for the night through Roomstorm, whereby I was charged by both Roomstorm for the very expensive hotel reservation as well as the hotel. I would not recommend this airport to anyone. I am thankful that soon the hometown airport will have a different carrier option, with direct flights to and from that completely bypass SF."
2021-05-08,2021-05-08,1.0,"""rudest, most miserable TSA agents""","  |  Travel all over the country often airports large and small. PHX by far has the worst, rudest, most miserable TSA agents we have ever encountered! Not just 2 us but everyone around us. I have never seen such behavior it was unreal! The icing on the cake is the rental car/airport shuttle system. Never experienced anything so slow and dysfunctional even at airports twice the size, it is a complete failure"
2021-05-08,2021-05-08,1.0,"""rudest, most miserable TSA agents""","  |  Travel all over the country often airports large and small. PHX by far has the worst, rudest, most miserable TSA agents we have ever encountered! Not just 2 us but everyone around us. I have never seen such behavior it was unreal! The icing on the cake is the rental car/airport shuttle system. Never experienced anything so slow and dysfunctional even at airports twice the size, it is a complete failure"
2021-05-09,2021-05-09,1.0,"""the worst airport Ive experienced""","  | LA international airport is the worst airport Ive experienced, seriously, in the world. And Ive travelled to a lot of places. I felt the same way when I came through this airport about 5 years ago, but it was under construction of some kind so I assumed there was good reason. Nope, still appalling. No construction today but equally dismal. Shocking really, an embarrassment to America. Nowhere to sit other than the gates and a handful of dirty tables in a food course (7!)  and no plug points available for people needing to charge devices (well all apparently deliberately turned off), despite the obvious necessity), and no real food  all fast food, at absurdly exorbitant costs. I paid $20 for one fish taco (takeaway fast food) and a beer. As my first stop in my homeland after 3 years, I feel like getting on the next plane out again. Shame on you LA airport designers! Horrific. Then one is bombarded by continuous loud repetitive messaging from megaphones. Seriously, take a trip to Paris and learn a bit of class for pleasurable airport environment  that is, if you care about customer experience."
2021-05-09,2021-05-09,1.0,"""Laughable that anyone thought this was a good design""", |  Worst renovation ever and will only get worse as more people travel. TSA struggled when few people there with new equipment. Can hardly imagine a busy day. The ingress and egress into the airport will lead to multiple accidents and already unsafe conditions driving into the airport. Laughable that anyone thought this was a good design.
2021-05-09,2021-05-09,1.0,"""TSA is an absolute joke""", |  Arrived at the airport more than 2 hours early and the flight had to be held so my wife and I could sprint through the airport to make out flight. This is because TSA is an absolute joke. It took more than 2 hours to get through the line with is absolutely unacceptable. I have flown into countless airports domestically and internationally and never had such an awful experience. I absolutely will never fly into or out of this airport again and I strongly suggest that no one else does either. I will gladly pay more money to fly in and out of a smaller airport. Atlantas international airports TSA division needs a total overhaul if they ever want to give individuals a positive flying experience.
2021-05-09,2021-05-09,3.0,"""the most unorganized airport Ive ever been to"""," |  This is the most unorganized airport Ive ever been to. They had us going every which way, but the right way. It all started getting off an international flight where we had to walk half way across the airport. Then after going through the gauntlet of passport control then I stepped in a room of mass hysteria to get my luggage, then drop it off. Then I was directed to go upstairs to check in for my connecting flight, only to be told they dont have TSA precheck. After going through the security check then I had to go back downstairs to catch a train to go to my terminal which was filthy. The only light to this was the handsome CBP security officer who stopped to check my passport. He was the highlight of me coming back from Puerto Vallarta! This airport needs to do better. It was a complete disaster!"
2021-05-09,2021-05-09,4.0,"""Mouse or was it a Rat?"""," |  Mouse or was it a Rat? Carrying on the theme of Manchester Airport being unclean: Every time I have to fly from Manchester I notice how appallingly grubby it is, (not to mention the travelators which are rarely ever all working on the same day!) with accumulated grime in many locations. But one visit stands out above all others - when climbing the stairs from the toilets near the departure gate, I was rather surprised to see something small and furry running on the step above, a baby rodent! Quite unbelievable to find a mouse in a UK international airport terminal. Two girls descending screamed and I immediately looked for a staff member, I found a 'large' bloke in a hi-viz vest sitting scoffin' his 'scran' who casually replied: 'Yeah, they're all over mate - the place is infested with 'em, they're in the roof!' Then continued to eat - never even got up to look or report it! I later googled images of young rodents, I have a horrible feeling it was a baby rat! Manchester Airport takes no notice of complaints - one employee told me in hushed tones to contact the local mayor Andy Burnham as according to him the council considerably subsides the operation. Maybe I will."
2021-05-10,2021-05-10,1.0,"""The new SLC airport fails at all of these"""," |  How to gauge if an airport is a good airport? Average walk time to a gate from the entry? Average walk time from gate to gate? Food options? Average distance of food/drinks from a gate? The new SLC airport fails at all of these. I've listened and talked to airline personnel, strangers, and friends about how painful it is to walk such long distances and the limited food/drink options. I read a Deseret article where they talk about it a ""cathedral to transportation"". I think that might be the problem, they thought they were building a church not an airport people need to use."
2021-05-11,2021-05-11,1.0,"""Ive never seen anything like it in my life"""," |  Literally the worst airport experience Ive ever had in my life. If you can help it at all, do not fly into or out of this airport. We were departing back to Philadelphia from Florida yesterday and arrived at the airport with 2 hours and 45 minutes before our flight. Walked into a line wrapped around the entire one side of the airport wondering what the hell was going on. Turns out it was the security line. There had to be over 600 people in this line, all very disgruntled to say the least. It took us over two hours to get to security. We rushed our things through and ran to catch the shuttle with our shoe laces untied. Luckily got onto the shuttle as the doors were closing and sprinted to our gate from there with about 5 minutes to spare before the doors closed and we missed our flight. The thought of missed our flight only to have to go back to ticketing and returning to that torturous security line again was enough to make us prepare to drive two hours to another airport to fly out of. Despite the fact that we made our frontier flight by a hair, we ended up sitting on the plane for another 30 minutes to wait for the 56 (!!) passengers that were still not present for that was supposed to be a full flight. The airline waited for about half of them to get onto the plane and had to leave the other 20 some passengers behind. This experience alone made an otherwise decent trip a horrible experience that we were left with. I will never ever ever fly into or out of this airport again and urge others to consider the same. Aside from the insane waiting and stressful rushing to our gate, the staff at the airport was very rude and cavalier about the situation. Non apologetic, no concern and just flat out rude. Ive never seen anything like it in my life. On top of everything, we were practically starving for a period of 5 hours since the time we thought we might have to grab a quick bite before our flight was spent stressing in an insane line and frontier doesnt serve anything on the plan for passengers. I would have rather driven to Florida. Also, I was forced to give this airport one star for some reason, but they deserve negative stars. Steer clear!"
2021-05-11,2021-05-11,1.0,"""got to be the worst airport in the world""","  |  Literally the worst airport I have been to - barely any place to sit, dirty and literally just had 4 or 5 pathetic food joints (Panda Express, KFC etc.). If that was not enough, I have never had to deal with a more rude and uncouth staff than here. I was travelling with a couple of tech items and the rude lady at security started screaming (yes, screaming) contradictory instructions at me while I was simply getting everything on the trays. Later, while I was trying to remove and assemble my things from 4 trays after passing through security, I have another lady telling me thrice to stack up my trays. In which airport is that the job of a passenger? Every airport I have ever been to either uses belts that automatically stack these up or airport personnel do this manually. How is a passenger supposed to be stacking trays with hands full of expensive things that need to be repacked? Would recommend flying via SFO instead because LAX has got to be the worst airport in the world in every possible aspect."
2021-05-12,2021-05-12,1.0,"""They have no customer service skills""", |  The staff here at Dallas Fort-Worth were completely rude! They have no customer service skills. When there is already rain and weather delays you would think they would be helpful but no they were completely rude and want you to go to a customer service center that line is a mile long. Has workers at a gate doing nothing but doesnt want to help anyone. Just keeps running away and sending people to customer service. American Airlines is definitely not hiring quality thats for sure.
2021-05-13,2021-05-13,2.0,"""SLC Airport Authority should be ashamed"""," |  SLC Airport Authority should be ashamed. What a terrible design. Seems similar in footprint to ATL but no tram option? How could you miss that? Insanely long walks. Minimal seating for seniors to rest. Weak/unmanageable WiFi. Very poor restaurant selection; why no food court? Seriously you blew this one, and someone needs to be held accountable, but probably wont be."
2021-05-13,2021-05-13,1.0,"""large, spacious and clean, but not designed that well"""," |  The airport is large, spacious and clean, but not designed that well. A lot of wasted space that requires a lot of unnecessary walking. The TSA priority lines are a joke. They have some agents sitting at their stations with no one to screen while other lines are overcrowded. Will not be coming through SLC airport in the future."
2021-05-14,2021-05-14,3.0,"""Very poor design""",  | Im a frequent traveler and SLC is one of the worst airport in the United States.. The entrance is very confusing and distance between terminal is ridiculous. Very poor design.
2021-05-14,2021-05-14,1.0,"""Horrible is the best way to describe it"""," |  I didn't want to believe what I was hearing about the long hike through the airport from my dad who flies all the time. He doesn't want to fly anymore because of it and now after the other day when I flew out and back in on the same day, I see why. Horrible is the best way to describe it. I am glad it was just me flying and not my child. I thought the long walk was done after the security point but man was I wrong. It then starts a long walk down a hall, then down an escalator, then down a long hall, then up an escalator, then down a long hall till it breaks up into 2 halls to gates. So ridiculous. I am seriously considering never using SLC airport again. I would rather drive 12 hours to my destination then walk that ever again. Just getting to baggage claim is a nightmare and then figuring out how to get outside to get picked up, a whole new nightmare. I don't mind walking, even though medically it is hard for me right now and I did it but that was the most ridiculous thing ever. I left mad."
2021-05-15,2021-05-15,3.0,"""The construction is very inconvenient""","  | The construction is very inconvenient, unloaded plane into a bus onto a long hot ramp. Delivered into the wrong gate, long walk to the correct gate. Walked up to the desk, clearly marked for my destination and started to ask a question. I was rudely informed that she wasn't servicing our flight yet (it was in an hour). Then asked if it was a full flight to which they replied that it was a relative term, what did I want! You know when people are being inconvenienced anyway, would it be so difficult not to act like a jerk on top of it? Is this a Salt Lake City thing? The Delta staff in Tucson were lovely."
2021-05-15,2021-05-15,3.0,"""people were trying to get food and there was limited available""", |  It took nearly 45 min to get through security and then we wanted to sit down and enjoy a meal and most places were closed at 4.45 pm. The airport was packed and people were trying to get food and there was limited available. With this many people in the airport places need to be open and open past 4. Unbelievable.
2021-05-15,2021-05-15,3.0,"""the staff there were super rude and disrespectful""","  | Rudest staff I have ever met. Me and my family were looking for help to print our boarding pass and staff were extremely rude and did not help, the staff member treated us as if we were stupid, we just needed help and his attitude was not necessary. After we went in through security and the staff there were super rude and disrespectful. I am very disappointed, If I dont have to I will never fly here again."
2021-05-15,2021-05-15,1.0,"""horrendous customer service"""," |  Unacceptable delays and horrendous customer service. Ridiculous they dare complain about pandemic hitting travel industry, but can't be bothered to be polite or efficient when going thru security, waited 40 mins for someone to check my bag while they just stood around wasting our time. Must be Orientation Day!"
2021-05-16,2021-05-16,2.0,"""The new airport is a design disaster"""," |  The new airport is a design disaster. We arrived by taxi about 1.5 hours before the departure time. The first oddity is that you enter on level 1, go to level 3 to drop off baggage and get boarding passes, then go down to level 2 to access the gates. A bit strange, but not a deal breaker. On level 2 there is a single TSA check point. The line had to be at least a 1/4 mile long. We had first class tickets, but did not see the priority boarding entry until we were nearly thru the general boarding line. We had the misfortune of departing from Terminal B. It took us at least 1/2 hour to walk there. I do not think we ever had a longer walk to a departure gate."
2021-05-17,2021-05-17,2.0,"""new SLC airport is a disaster""", |  The new SLC airport is a disaster. Everything about it is awful - theyve crammed all arrivals and departures through a single limited space - so drop off and pick up is a mess. The have 2 concourses connected by an underground corridor which you have to walk - assume an extra half hour. They demolished the old terminals and dont have enough gates - so planes park on the tarmac and they bus you to the farthest possible point from baggage claim. Ive been to third-world countries with better airports. And the thing is its brand new - spent $1b - who are the nitwits who thought of this? Id recommend skipping SLC and vacation elsewhere until they slap some fixes on this - a real solution is years away.
2021-05-17,2021-05-17,6.0,"""Everyone was helpful and friendly"""," |  PROS - Navigating the terminal: It has moving, belt walkways to help you move faster or, as in my case, assist you if you are somewhat handicapped. Food: There is a lovely atrium food court with rocking chairs, if you can get one, and a nice array of restaurant styles. The restaurants had very long lines, so I stopped in a convenience shop and got a sandwich to avoid the lines. Dogs: They have airport comfort dogs, I was really hoping to see one. Unfortunately, I did not. Maybe next time. Staff: Everyone was helpful and friendly. One of the young men sanitizing surfaces was actually dancing and just made you smile. The shop cashier told me I can grab a free bag of chips since I got the sandwich and a bottle of water. The gate attendant cheerfully added a note to allow me to pre-board, as I cannot pivot and navigate a tight space easily and unbeknownst to those around me, it brings me great physical pain to have to pivot and dodge other people and their baggage. She did however, add a request for a wheelchair, which I did not request and it caused some confusion for the staff at the destination terminal. CONS - Seating: There are not enough accessible seats. I needed a place to eat my sandwich and the rocking chairs were full and all the atrium seats that I could find were bar stool type chairs that, due to my handicap, I am completely unable to get on and off. I get around ok with a cane. However, I also had to stand at the gate, as there was not enough seating. I am still having extra trouble getting around a day after my trip due to the pain of having to stand."
2021-05-17,2021-05-17,4.0,"""The arrogance of the TSA here is unbelievable""",  | Rude TSA. They yelled things like you need to start paying attention and how can I do my job when people like you make it difficult?. The arrogance of the TSA here is unbelievable. Ill avoid this airport in the future.
2021-05-18,2021-05-18,1.0,"""no free internet available""",  |  Remarkable that they speak several languages over the loud speaker but have no free internet available. A disgrace to the travel industry. I will rethink coming through RDU ever again.
2021-05-20,2021-05-20,1.0,"""it is the most poorly designed airport"""," |  I have issues with positive reviews on the SLC airport website in the past 2 months as last time I checked in Feb. 2021, 99% were negative. I think reviews have been altered so that the public thinks this new airport is a good thing. In reality, it is the most poorly designed airport I have traveled through anywhere (and I travel a good deal). There is no thought to customer convenience or time and ease of getting from one point to another. I had to walk over a quarter mile from my parking shuttle drop, through the parking garage across a skywalk to check my bag on a different level. Had to go to another level to get to security. 1.2 mile walk to get to Southwest terminal after going through security. No bus or train option. No seating in thoroughfare if you must stop. You have to find an open seat at a gate amidst those waiting to board a flight. No Smartcarts except in parking garage at $6 fee. When returning to SLC, baggage claim sign hardly visible as it has same size small letters as Delta lounge and ground transportation and is listed with those items even though baggage claim is the main thing people look for when getting off the plane. When you finally get to baggage claim, there are no benches or seats. The seats are in one place past baggage claim. I don't know why anyone would even use them there, makes no sense! Terrible, inconvenient, difficult to navigate airport. Every business associate and personal guest has complained to me about it. I am ashamed it is our only option."
2021-05-21,2021-05-21,1.0,"""the absolute worst airport I have ever been through"""," |  Must say after traveling around Asia for many years, Vancouver Airport is the absolute worst airport I have ever been through. Super long lines for baggage claim and even longer for Immigration. Waiting for baggage for over 45 minutes and being questioned for 30 minutes by a customs officer before I even got to Customs. They wander around the baggage area after a 13 hour flight from Taipei, the Customs kept confusing Taiwan with Thailand and sent me to secondary inspection. Tried to explain that they are two different countries, but the guy had no clue. Your job is to protect our country and you don't even know basic geography? 1.5 hours later after having all my bags ripped apart, I was finally allowed to exit Manila Airport is a piece of cake compared to Vancouver Airport."
2021-05-21,2021-05-21,2.0,"""there are 8 restaurants in the food court and only 1 is open""","  | I travel through this airport a minimum of 4-times a month. On my return trips I typically arrive around 6.30 to 6.45 pm. Almost all restaurants are closed. It's the strangest thing. This is not an occasional situation. It's every evening visit. Who is managing this airport? Why is this the case? After talking to employees at the information center, I've found out the restaurants close at 4:00 +/-. Now there's a couple of the larger restaurants open like TGI Fridays open, but most people w/ connectors don't have that much time. Currently, I'm in E terminal and there are 8 restaurants in the food court and only 1 is open [McDonald's]. Now there like a 100 people in line so that's not an option. All but (2) of the he convenience stores are closed and those have huge lines. The restaurant services should be for the peoples convenience and not the restaurant's convenience. Why hasn't the management observed this and made adjustments? I don't think they should stay open all night, but this is a little ridiculous. I'm sure they will blame this on COVID, but this has been going on long before COVID (I've been traveling through here for years). My guess it has a little to do with the controlling power of the political power of the mayor and her cronies."
2021-05-23,2021-05-23,10.0,"""a pleasure going to Denver Airport""", |  My husband and I were treated with respect and compassion. I am very sick and I guess it showed on my face. Going through security they pushed us to the front with no questions or explanation. At the gate they let us enter first. It was such a pleasure going to Denver Airport and leaving. We would recommend them at any time.
2021-05-23,2021-05-23,1.0,"""Staff were extremely rude""","  | Staff were extremely rude. Every part from ticketing, to security, to boarding all spoke down to us customers. Very disappointed in the continued disrespect. Security were also beyond slow. I can appreciate good security, but the airport wasn't busy at all and it took forever as they kept just taking their time."
2021-05-24,2021-05-24,2.0,"""is still a complete construction nightmare""","  | The main terminal was torn up and completely destroyed over a year ago and is still a complete construction nightmare. There are zero Amenities in the main terminal. Security is slow, airline counters are jammed, directional signs are awful. In the concourses all the amenities are clustered in the central area and are all jammed with long lines and not enough seating. Gates do not have enough seating and most electrical outlets dont work. Every time I fly through here I have to help lost people figure out how to get on the train to the terminal to baggage claim. This is literally one of the worst airports now."
