Date,Date,Rating,Title,Review
2018-05-20,2018-05-20,3.0,"""security used to be well managed""",  | SEATAC really was screwed up security. Used to be well managed. Now incredibly long lines for general while manpower running Clear or TSA sitting bored and apologizing for poor leadership decisions. Felt bad for them. They were clearly embarrassed by new line management situation. I fly monthly and have never seen SEATAC so bad. Someone in management needs to be fired.
2018-05-21,2018-05-21,1.0,"""worst airport for a lay-over""","  | The worst airport for a lay-over I've ever been in! Limited bathroom facilities, dirty, small area to wait, a necessary trip outside of security if you want to look for gifts or food beyond a Pizza Hut and kiosks. An upstairs eatery and bar with no restrooms. I'll never layover here on a trip again. I'll change my destination before I'd go through this airport again. I've been to 3rd world and developing countries' airports with cleaner more available facilities!"
2018-05-22,2018-05-22,1.0,"""It was a mess!""",  |  I travel internationally several times in a year. This was the first I used Seattle as my port of entry. After we got off the plane and prior to reaching the immigration area we were stopped and advised that there is a backlog and we have to wait. The announcer advised all the passengers to download the Global Passport App and complete it and as soon as we answer questions and receive the QR code we could breeze part through immigration clearance. I did this and indeed went passed through quickly only to be stopped at luggage claim and customs clearance. It was a mess! Luggage from different airlines were piled on the same luggage belts. After I found my luggage there was a long line of people trying to clear customs. It took about 2 hours to clear customer and when I asked the customs officer why there is such a back log she said the new system made it a mess. I guess a new system was put in place but not properly staffed. Will not be using Seattle Airport anymore as a port of entry.
2018-05-22,2018-05-22,3.0,"""there is always a delay""",  |  Every time we fly into SFO there is always a delay due to traffic. Why does this only ever happen here? Is there a shortage of air traffic controllers? We are to the point of rather flying into Oakland.
2018-05-23,2018-05-23,1.0,"""Mean customer service""",  | Exit the new train. No escalator to check in desks. Take slowest elevators on Earth. Walk past 40 Southwest desks (the entire East wing) to get to Delta. Check in. Go downstairs. No TSA operating today on West wing. Walk back across both West and East wings. Go through TSA meaning walking back the entire length of East Wing. And then get on trains. Whoever designed this concept could only have worked for a demented government agency. Mean customer service too. But grade of F just for design. Seeing kids eating meals sitting on the ground at the gates was the final straw.
2018-05-24,2018-05-24,8.0,"""security on gate C is a nightmare""","  | I love Vancouver airport. Also, Its my home base. However, security on gate C is a nightmare pretty much all the time. There are only one or two lines open, while people in line waiting outside of the security room. Then, the staff takes pretty much anything that can they are not familiar with. Last time they took my screwdriver expended (length of the credit card), today they took my network cable crimping tool (couldnt explain why). When I asked, they said I can go back and recheck. Sir, you have two options: leave it here or recheck. Mind you, Ive been traveling with the tools all over Canada for many years and passed the security numerous times even thru the same airport. I would go and recheck my tools if I didnt have to stay in the long line again. Quite upsetting to be honest with you."
2018-05-25,2018-05-25,2.0,"""people were missing flights""",  |  Today's queue time just to get to TSA checkpoint was an hour. TSA late opening up extra lines and people were missing flights. Do not schedule 8 am departure from Seattle and don't fly there if you can avoid it.
2018-05-25,2018-05-25,10.0,"""pleasantly surprised at the efficiency""","  | We were pleasantly surprised at the efficiency of this airport. The staff were very friendly, even joking around with us. Really put us at ease as flying can be an anxious experience as it is. We were treated like humans not numbers or cattle. The US customs is the exact opposite. The US customs treat you like a prisoner or a criminal when passing thru. No smiles and no human tendencies. Anyway, Gatwick customs folk get an A from us. We look forward to a stop by to say hello on our way back to Europe. They have a very quick and organized system with lots of staff available to keep our flights safe. The airport in general was very clean and offered easy access to all areas with clear direction.The layout of the airport was very good. Food and shopping offered here was amazing! Duty free staff as well A+ Good job Gatwick! "
2018-05-26,2018-05-26,1.0,"""security check is ridiculously slow""
","  |  The security check is ridiculously slow. The TSA personnel showed no urgency in getting people through the check. It took 1-2 minutes to get each passenger through the checkpoint, and there were security lanes that were closed even though the security line was snaking for hundreds of yards through the airport. I missed my flight despite being at the airport nearly 2 hours before my flight. This was unacceptable handling of the situation by the TSA personnel. Other international airports troubleshoot when security is backed up to try and get people on their flights. Sea-Tacs security didnt seem to much care."
2018-05-26,2018-05-26,1.0,"""It was an absolute shambles""","  | This is without a shadow of a doubt the worst airport I have ever flown to. Upon arrival, we were not allowed to disembark the aircraft due to 'congestion in the terminal'. After a 20 minute or so wait, we were allowed off, only to find ourselves queuing in a hot corridor and then a further room for about 50 minutes to get to the machines which have replaced the landing cards. The machines were unmanned with no one on hand to help. It was an absolute shambles. Once we had mastered the machines and taken our printouts, it was into yet another monstrous queue to get through immigration. Orlando airport is an absolute joke. Considering its importance to the tourist industry there, you would expect that there would be investment of some kind to sort it out. Next time, I will fly via one of the hubs which are capable of handling large passenger numbers at an international airport."
2018-05-27,2018-05-27,1.0,"""terrible experience""","  | Terrible experience. TSA had to tell people if they were precheck or not (even though most competent people should know). Then the TSA agent proceeded to open a new line for precheck where the back of the line got moved to the front. The guard who was looking at my ticket needed to make sure I stayed behind the line even though I was with the man in front of me. The Cucina & Co hostess was very rude. When I asked for a cup of coffee she made me get up and walk down to the register to pay, cream, sugar, etc instead of providing customer service by bringing those to me. Will avoid this airpo at all costs."
2018-05-28,2018-05-28,2.0,"""a dirty American airport""","  |  Having recently traveled in Asia (Mongolia, South Korea, Hong Kong) it is invariably disappointing to come back to a dirty American airport. In Mongolia, a developing nation, they have discovered soap and water. Sea-Tac managers should investigate this modern cleaning marvel - it would help with getting some of the crud removed from some of the seats and bathrooms. The airports in Hong Kong and Seoul are thoroughly modern and immaculate. Maybe cease the USA! USA! Chants for a bit and pick up a broom? Seriously. Your airport is embarrassing."
2018-05-29,2018-05-29,1.0,"""Absolutely awful""",  |   Absolutely awful. At least 90 minutes to transfer from Jamaica to Raleigh even though we were traveling in first and had both Global Entry and TSA pre. Total chaos.
2018-05-29,2018-05-29,1.0,"""Could it be worse?""",  |  Could it be worse? Not sure how. 04.30 and lines not moving. People were flooding in. Suggest getting here 3 hours early at least. Time to get Global or Clear.
2018-05-30,2018-05-30,4.0,"""Staff were inefficient and rude""","  | Disappointing experience in SFO. Upon arrival, waited close to two hours to exit customs. Now at departure, queue to security was an hour long. Staff were inefficient and rude. Toilets were littered with used seat covers. Shops were limited. Queue for lift to enter departure area was also slow. Nothing to be excited about really, if given a choice, I will never fly out of this airport again. Note to all passengers - Account for a long waiting time and be very early. Airport wifi was spotty. Upon arrival - unable to connect for close to an hour (but I was already queuing for 2 hours at the customs so..). Upon departure, wifi comes on and off. They can work more on signages to inform passengers better - be it security checks or even direction to gates."
2018-06-01,2018-06-01,1.0,"""dropped off at the wrong end""",  | We had to ride there from JFK and were dropped off at the wrong end of the terminal and were not guided to the disabled handicap area to catch our flight. We had asked four different people before someone finally told us and by the way that was another customer not even one of the staff members at LaGuardia. As we were going through the airport the gentleman that was taking my mothers wheelchair pushed her into an object and in to me which was absolutely unacceptable.
2018-06-01,2018-06-01,4.0,"""the worst experience""",  | I visited this airport recently and I can say it was the worst experience I have had. Not only was it confusing trying to find our gate but the security staff were very rude to us and werent acting professional. I have been to this airport many times for vacation and I am considering going to a different airport next time.
2018-06-02,2018-06-02,7.0,"""hard to find the luggage claim area""","  | My family and I traveled from Miami to Rhode Island with Frontier Airlines - great deals, by the way. Overall I have to say our experience at the airport was fair. It was hard to find the luggage claim area after we landed and it seems like most people there spoke Spanish. One good thing I have to say is we used www.parkon.com/mia for our airport parking reservations. Great ROI. I like that MIA is expanding and upgrading it's features."
2018-06-02,2018-06-02,1.0,"""wait through immigration is insane""",  | The wait through immigration is insane. Spent over 90 minutes just waiting in line. The people there are so rude. After a long flight the last thing you need is to be standing in a hot airless area for a ridiculous length of time. Been to many airports all over the world and this is by far the worst. My main complaint is the arrivals immigration debacle. Not a great first impression for people arriving from other countries. Its an embarrassment.
2018-06-03,2018-06-03,2.0,"""it is not a pleasant airport""","  |  Can MIA achieve any level of competence? I have long boycotted it and advised others to avoid for immigration purposes, and it is not a pleasant airport to negotiate in terms of TSA security. But I did opt to use for transiting between BA6578 (operated by AA) TPA-MIA and BA0208 MIA-LHR on 21 May. On paper, I had two hours for the transit. Flying time between TPA and MIA is just 37 minutes, but weather-related issues made for a TPA departure that was 20 minutes late. On landing at MIA, we then taxied to a halt that lasted 40-45 minutes before a gate was found for us. Pax with tight connections grew anxious as we waited. The AA captain himself lost patience with the false promises of any early move to a gate. A rush to connecting gates and disgustingly dirty bathrooms ensued when we finally deplaned. BA0208 was just starting to board when I finally reached my gate. This was located in a subterranean area of stygian gloom, the waiting customers looking like lost souls, doubtless with their own negative opinions of MIA."
2018-06-04,2018-06-04,6.0,"""clean and easy to navigate""
","  |  The airport is clean and easy to navigate, you don't have to walk miles between gates. There are not so many restaurants as one might expect, but there is a sufficient variety of dining options. Arrivals: Passport control lines are long, but that is the case in most places. The ""fastrack"" option or using an automated machine and then passing a receipt to the officer actually takes longer because you have to take 5 minutes to use the machine and then join the back of the queue of people who didn't use it. As always the staff shout at you like they are herding cattle. Departures: Check-in is simple and well signposted, queues are short as there are a lot of desks. Security takes a while, the priority line is not much shorter than the main lines. As with most Americans the staff are very rude and unpleasant. One of them pointed at me and shouted ""shoes"" whilst another shook his head and announced to the waiting line ""we shouldn't have to tell y'all the obvious"". It transpired this obnoxious exchange was in fact their attempt to ask me to remove my footwear and place it in the scanning machine, something I would say about 30 percent of airports require, so to me not obvious. But perhaps it was obvious to ""y'all""."
2018-06-05,2018-06-05,10.0,"""very clean and well-maintained""
","  |  Indianapolis International Airport is great. Since it is relatively new, the inside is very clean and well-maintained. Compared to other US airports, it's significantly less crowded. The waiting areas by the gates are very nice with USB chargers and outlets, and there are many great stores and restaurants in the terminals. Baggage claim is nice and checking in is easy. Before you even go through security, there is a very nice food court. Staff are always friendly and parking is convenient."
2018-06-05,2018-06-05,1.0,"""will not be using this airport again""", |  This airport needs to be avoided at all costs by travellers from UK who need to change flights there. Unbelievably they have no electronic passport entry points so everyone is dealt with manually. We had almost 3 hours to change flights on a trip from Manchester to Miami. We made our connection with literally one minute to spare after rushing through the airport! Passport checking took an hour and a half and then full security check the same. Many in the queues are stressed as they know they are going to miss connections. The staff seem to take delight in advising that no one can go to the front of the queue because almost everyone is late for a connection. I will not be using this airport again.
2018-06-05,2018-06-05,1.0,"""People backed up back to the gate""","  | It took more than 3 Hours through immigration. No one there to ask a question. Since I traveled alone no chance to go to restrooms. When I asked someone to look after my bag for a minute to check with someone to see if there could be anything done to reach my connecting flight, all that I got was someone shouting at me from one of the officers. To picture it: Some flights had arrived in a short sequence, there must been more than 1000 people and there were 4 officers, one of them dealing exclusively with a large number of people using a wheelchair. After that he disappeared. People backed up back to the gate. So if more than 3 hours are not enough to get a connection, then I guess you cannot go through SFO at all. I made it with closing doors, sweating like hell, and wishing I hadn't booked my vacation. I booked business to have a pleasant trip, this did not work. Maybe it is some support for the airlines, so that tickets have to bought twice. So: If visitors with a willing credit card and in good spirit to use it are abosutely not welcome, why not close the border completely? Fortunately the nice people on Hawaii made more than up for it. I doubt I will travel through or to SFO ever again."
2018-06-06,2018-06-06,8.0,"""tremendous in doing their job"""," |  My 14 year old grand daughter flew unattended by an adult to JAX and the ladies at the check-in in the secure area were tremendous in doing their job. Answered all questions and put us at ease, got her on the plane and in a great seat without having to wrestle with the masses that were waiting to board. A big thank you to Southwest also. Now, parking was another thing, a nightmare with all the construction going on but we made it just fine."
2018-06-06,2018-06-06,4.0,"""main complaint this time is the wifi""","  | My main complaint this time is the wifi. It's there, but so slow it might as well not exist. As a passenger coming from overseas, I didn't have a sim card with data when I arrived (inconveniently there are no shops that sell sim cards in the arrivals area) and I needed wifi to figure out which bus route to take to my accommodation. The airport wifi was so bad it couldn't load google maps at all. What's the point of having wifi if it doesn't work? It's 2018 and by this point I'm sure there's no excuse to have such poor internet service for your passengers, PE Trudeau Airport. I'm departing now and at least there are power points by some of the waiting chairs. Thanks for that. Still no wifi."
2018-06-07,2018-06-07,1.0,"""Crowded, dark and unwelcoming""","  | Very rude TSA barking at passengers orders using words like ""shoes"" and ""move"". International terminal had very little and overpriced facilities. Crowded, dark and unwelcoming. A disgraceful little airport for such a great city."
2018-06-08,2018-06-08,3.0,"""unprofessional and inconsiderate""","  | Stepped onto the train leading to terminals, I had been waiting for a train so I would have a seat. When I got on there were 3 employees sitting having a chat about employees and reprimands etc.. Very unprofessional and inconsiderate of these ladies."
2018-06-09,2018-06-09,1.0,"""Shame, shame on you""","  |   LAX should be ashamed of themselves, treating your customers like cattle. The stress of arriving to (and from) the airport (and it's not just the new construction). Cattle going to the slaughter house are treated more humanely than the unfortunate people who frequent LAX airport. The only slight relief was the refreshment area which lasted one second till he told me the price of a bottle of water. Shame on you. Were we paying for all that excessive marble and advertising glitz in Arrivals? (Thats a whole different complaint). You should be looking at how other airports address the traffic. Barcelona for one, who separate the buses, shuttles, taxis etc from the cars. Its a great stressless experience. Great unassuming restaurants that you pay reasonable prices, shops that cater to the masses instead of the wealthy. Your mantra seems to be grab as much money as you can from the unsuspecting victims and then wait for them to complain. Shame, shame on you. The employees are miserable and rude, not a smile or welcome from any of them. Being shuttled like cattle to the airplane in a miserable over crowded bus. Shame shame. Look at Gatwick airport, where they have a hotel in the airport for early morning travelers, where they have a train station that is an elevator floor away from check in. Stressless and a great experience. LAX is a stressful money grabbing people barking orders mass of confusion. Hateful experience. I would like my money back for the excessive price of the bottled water. Shame. When I return I will no doubt have a horrible experience but when I glance at the marble and the glitz of the advertising my thought would be ""why did they spend the money on this instead of finding a way to eliminate the lines, the traffic, the confusion, the miserable employees, the expensive shops and the the most unwelcome airport ever."
2018-06-09,2018-06-09,1.0,"""unwilling to assist the passengers"""," |  The departing gate is not big enough to accommodate the passengers. It is dirty and the Spirit staff are rude, obnoxious and unwilling to assist the passengers. Mostly interested in how they could catch passengers trying to board with larger carry on bags than allowed. Instead of being trained to offer customer service, they are trained to generate extra income for Spirit Airlines. Spirit Airlines is all about the money!"
2018-06-09,2018-06-09,2.0,"""rude and unfriendly overall"""," |  This is the #1 airport to avoid. Although they have redone some of the terminals and added many food options, they have not redone the staff. The staff at this airport are rude and unfriendly overall. I say this as a ""thick skinned"" New Yorker. Although I am sure there are exceptions, I have never found one. I have not used this airport in 6 years but was forced to connect there last week and could not believe that nothing has changed. I once again told my travel department at work that I refuse to travel through Philly."
2018-06-09,2018-06-09,8.0,"""toilets so smelly and dirty"""," | It's a pity, that such a nice, big airport, has women's toilets so smelly and dirty. I refer specifically to the bathroom that is next to checkpoint # 3 (American Airline). It's the dirtiest bathroom I've seen since I live in USA. I hope this serves to improve the hygiene conditions of it. | Es una pena,que un Aeropuerto tan bonito y concurrido ,tenga los baos de mujeres tan malolientes y sucios.Me refiero especificamente al bao que esta al lado del punto de control#3 (American Airline). Es el bao mas sucio que yo he visto desde que vivo en Usa . espero que esto sirva para que mejoren las condiciones higienicas del mismo."
2018-06-10,2018-06-10,7.0,"""pleasantly surprised me""","  | A recent international round trip through PHL pleasantly surprised me: the terminals (and restrooms) were clean; air conditioning was generally good; signage was clear; seating space was ample and it was not overcrowded. I especially enjoyed the airside walk between Terminals A and F in order to connect between domestic and international flights: it was a healthy 15-minute walk through a suburban shopping mall with reasonable food choices along the way. But PHL is far from perfect. Many water fountains and electrical outlets do not work: this is a needless frustration. When I arrived at Customs and Border Patrol at around 4PM from an international flight, the area was overwhelmed by too many passengers, almost no help for passengers coping with cryptic passport kiosks, and seriously understaffed CBP posts. PHL shows great promise but needs to attend to simple maintenance and very inadequate CBP operations."
2018-06-10,2018-06-10,5.0,"""very difficult to navigate"""," |  This airport is very difficult to navigate. The bathrooms smell and appear to never be cleaned beyond wiping the countertop and the toilets. The rental car return is beyond confusing. On the way to return my car I passed two areas for my rental agency that were not for the return. It is disorganized chaos, but it does have a great app that helps you to navigate the airport and track flights. Also there is only one area with tsa pre check in each terminal so regardless of where you think your gate is, you will likely have to trek to a different area to use pre check."
2018-06-10,2018-06-10,1.0,"""would not recommend""","  | We came in to Gatwick and had an 8 hour layover before our EasyJet flight took off. We could not check our bags into EasyJet until 3 hours prior to take off and so had to stay in the north terminal with no chairs, benches, or stores with our luggage. The kind workers at the Nicholas Culpepper Restaurant felt for us and let us use their upstairs area to sit. However this is truly sad that the airport has not been aware of this and provide at least some seating. I would not recommend this to travelers in the future."
2018-06-12,2018-06-12,1.0,"""worst customer service""", |    Seattle Airport is by far the worst TSA experience Ive ever encountered. They are also not military friendly. Waiting in line is just ridiculous. 4 security checks open for pre TSA and only 1 open for people with a normal ticket. Absolute worst customer service. Security guards are rude and will throw away any liquid items even if it it less than three ounces. Lost nearly 50$ of face cleaners. The airport is also dirty and unkept. Avoid Seattle airport at all costs.
2018-06-14,2018-06-14,9.0,"""always ample TSA agents""","  | I always love flying to and from the Tampa Airport. From the drive into TPA, the airlines are cleverly color coded and then you are directed to either arrivals or departures. Then you simply have to look for the door with your airline. Once inside the main terminal, head to the appropriate ticket counter. If you have pre-checked in online, just take the air conditioned tram to your terminal (AF). There you will go through security. Theres always ample TSA agents there to keep the crowd moving along securely and swiftly. Once through security, you are welcomed into a massive airy terminal. Theres plenty of food options from Cigar City Brewing (a popular craft beer producer in Tampa) to The Colombia Restaurant, a staple in Tampa since 1905 serving authentic Spanish fair. Theres plenty of workspace and outlets to charge up your devices. I flow the flow of this airport with plenty of signage. Its almost impossible to get lost and everything is relatively closeby."
2018-06-16,2018-06-16,2.0,"""wouldnt recommend to anyone""", | Check baggage services horrible. No help or limited staff. Also staff serving very unfriendly. Cant even explain how impersonal they were. I had also assumed that the gate number printed on my ticket was correct (my fault). They could at least post at the gate that the gate had changed. So much technology and all. Security check in was super unfriendly as well. No one had even had a slight smile - arent they getting paid? If I could choose another airport definitely would do that. I wouldnt recommend this airport to anyone.
2018-06-16,2018-06-16,2.0,"""wouldnt recommend to anyone""", | Check baggage services horrible. No help or limited staff. Also staff serving very unfriendly. Cant even explain how impersonal they were. I had also assumed that the gate number printed on my ticket was correct (my fault). They could at least post at the gate that the gate had changed. So much technology and all. Security check in was super unfriendly as well. No one had even had a slight smile - arent they getting paid? If I could choose another airport definitely would do that. I wouldnt recommend this airport to anyone.
2018-06-16,2018-06-16,1.0,"""This is the worst airport""", |  Attempted to check-in early. Was informed could not check in before 4 hours from departure. Went through search very fast. However for fours had to stand due to no seating and delayed flights kept moving my terminal. This is the worst airport I have ever dealt with.
2018-06-17,2018-06-17,1.0,"""staff members have the worst attitude""","  | Horrible airport. Signs were not clear for security check points and terminal J TSA sent us all the way to H security check point for precheck only to be routed through the wrong line. Terminal employees cut in line and held the line up at check points. All Bathrooms are nasty, staff members have the worst attitude and lack professionalism. Restaurant was fully staffed but no one was working. Obviously there was a full bar and no one knew how to make a Mojito. Hope I dont have to move through Miami soon."
2018-06-18,2018-06-18,1.0,"""is an embarrassment""","  | I have been traveling throughout the western states for the past week and a half. I have been in 7 different states, and unfortunately, my home state of Florida, the airport is by far the dirtiest. It is an embarrassment. The floors, the bathrooms, the seats are filthy. Developing countries have more pride and cleanliness."
2018-06-19,2018-06-19,1.0,"""airport is extremely disappointing"""," |  This airport is extremely disappointing. For an airport serving such often visited cities and known for hospitality and services, this airport is extremely disappointing in terms of ambience, facilities and services. It needs upgrading and perhaps even overhauling. I travel through frequently and frankly I dread having to use this airport. I do not believe that the authorities are taking feedback seriously. I am a priority club holder, sometimes with long wait time and there is no lounge in terminal 3 where many flights originate and arrive. What kind of airport is this? Please open a hospitality lounge in Terminal three. It is badly, sorely needed."
2018-06-20,2018-06-20,1.0,"""an absolutely wretched airport""",  | This is an absolutely wretched airport. Design is a nightmare. Food is worse than the convention center downtown - and thats saying something. I ordered breakfast and it was honestly a pre-made/pre-cooked plastic-tray goopy mess. Bathrooms are wholly inadequate  and poorly serviced. Pre-packaged food in gate waiting area picked over and poor quality. Gate areas sardine-can crowded. I remember being in NYCs Port Authority bus terminal in the late 1970s  this was worse. The city is lovely. The airport is a deterrent to wanting to ever come back to the city.
2018-06-20,2018-06-20,4.0,"""TSA officers standing in a huddle chatting""","  | Less than half of the security lines were open causing a huge backlog. Took me 40 minutes to get to the front and when I asked why so few were open the TSA officer refused to answer my question and just told me to move along. And it didnt look like they were short staffed. There was a group of 10 TSA officers standing in a huddle chatting, laughing and some on their phones."
2018-06-20,2018-06-20,1.0,"""Worst arrival delays in 25 years""","  | Worst arrival delays in 25 years of coming to LAX: stalled queues, exit queue serviced by only 4 agents. Terminal 3 elevators: 1 not working and the other does not take you to a door. Third world mobile/cell coverage in the terminals Restrooms in T3 smell."
2018-06-21,2018-06-21,1.0,"""Worst customer service""","  | I was forced to check a small backpack even though it was small in size, fit under the seat in front of me on the way to LAX and was much smaller than everyone elses carry on items. They forced me to check because I was carrying a very small cross strap purse around me and considered that multiple personal items even though every other female in line had a purse and backpack or carry on item. Worst customer service at LAX airport than I have ever experienced in my life."
2018-06-21,2018-06-21,3.0,"""the worst I have ever been through"""," |  I can say that by far the security at the airport is the worst I have ever been through. My flight coming in from Europe was delayed so I was already running late for my flight and waiting for 45 minutes in a security line where there is about 100 people and only one security lane open is ridiculous. Some of the staff were nice but others were not considerate of time and told me oh well. Perhaps this was just a one time mistake but in all my experience was not ideal, at all."
2018-06-22,2018-06-22,2.0,"""cant cater for passengers after 8pm""","  | Arrived at OHare Terminal 5 on Monday evening around 8pm after a long trip to get there. We were hoping to get through security and then sit and have a drink and a meal as our flight wasnt till 11:40pm. By 8:30pm nearly all the shops, bars and restaurants were closing or closed and we couldn't find nowhere serving food. The one Hudson shop open had queues snaking around the shop continually and was the only place available to get any kind of food. The services were completely inadequate for a large airport! If you cant cater for passengers after 8pm - dont have any flights from this time."
2018-06-23,2018-06-23,1.0,"""disorganized, unprofessional mess"""," |  I have never experienced a travel experience as horrible as that of the Miami International Airport. From Check-in, all the way through TSA. The whole system is a disorganized, unprofessional mess. There was not one indication of competence anywhere in that hellish place. I promise that I will never visit Miami again. No way will I risk going through that again!"
2018-06-23,2018-06-23,1.0,"""Nobody was helpful"""," |  I had the absolute worst experience in my life traveling through Charlotte. I'm not sure if it was American Airlines or just the lack of organization by the airport. We landed with a 90 minute layover from Cancun. Lightening was spotted so we were told we had to wait before they could let anyone off of our first plane. We missed our connecting flight somehow even though we made it to the gate before departure time. Nobody was helpful or seemed to care that we were upset and lost on what to do next. They said we had to stay in a room until the next morning and that's all there was to it. No ""I'm sorry"" or anything of the sort. Our luggage was supposedly sent to Indy without us, but when we got to Indy 7 hours later to pick it up, it was nowhere to be found. Our luggage was left in Charlotte last year as well. We will avoid this airport at all costs from this point forward."
2018-06-24,2018-06-24,1.0,"""overpriced shopping mall"""," | Airport or overpriced shopping mall? I travel quite frequently for work and Detroit Metropolitan Airport (DTW) is one of the most ridiculous places I transit. This airport seems to consider itself some sort of luxury shopping experience instead of a place to board or change airplanes. Walking through the airport you will notice large selection of expensive name brand stores and high priced restaurants. You will also notice a sever lack of quick and useful concessions. I can't speak for all travelers, but I myself rarely have time during my 1 hour connection time to have a nice sit down dinner at PF Changs and then do some browsing at Swarovski Crystal. What I do have time for is to stop at a food concession that will have my order ready in a reasonable amount of time and maybe for a nice cup of coffee. Neither of these is a possibility at DTW. The severe lack of of basic food/beverage concessions is appalling. Any concession that would be considered ""quick"" is never quick in DTW. The biggest reason is because of the lack of options the lines at the ""quick"" places is often out the door and these places are generally understaffed. On example is the Starbucks located in the A terminal. There are 2 Starbucks for 76 gates, each staffed with 2 under motivated individuals. I have seen lines with over 20 people in them while not surprisingly the Hugo Boss store next door is completely empty. Detroit Airport needs to figure out its true purpose. The purpose of an airport is to provide paying passengers the opportunity to get a bite to eat and a coffee while attempting to make a connection that has most likely been reduced because of weather or some other reason. It is not to sell MAC cosmetics and running gear."
2018-06-24,2018-06-24,1.0,"""friendly, but inefficient"""," | My family has US Global Entry, but both machines were out of service. Luckily, there was no line. However, once we got into US customs, we had to wait for our bags to be scanned. Although, there were only a couple dozen people waiting, that queue quickly grew to around 200 people. My wife's bag didn't clear until 100 minutes later and we missed our flight. Mind you, we'd just spent 10+ hours on a flight back from China. Now, we won't get back home until tomorrow morning and have to add another segment. The entire time, the agents said they couldn't do anything and tried to blame Air Canada. The airline blamed customs new scanning system and mentioned there have been problems for the past few days. We then waited for over an hour to inquire about rebooking our flight. There were only 2 people ahead of us. I don't know what to believe, but know this. We will avoid flights through Canada in the future and will avoid using Air Canada again. They are friendly, but inefficient. Hopefully, they can get their act together and not ruin anyone else's vacation."
2018-06-24,2018-06-24,1.0,"""avoid flying through Boston""
","  | We flew in from Amsterdam. We had to collect our bags in the international terminal, which is understandable; however, we then were required to take our bags from Terminal E all the way to Terminal A and then have to re-check the bags and go through security again. I cant think of a more onerous and inefficient process, not to mention time consuming. In the future, I will make every effort to avoid flying through Boston."
2018-06-24,2018-06-24,1.0,"""unorganized, chaotic, and hectic""
","  | This airport is the most unorganized, chaotic, and hectic airport I have ever been to. I have flown through Chicago twice - the first time my flight was delayed for 6 hours and I didn't get to DFW until 4am the next morning, and this time my flight was delayed 5 hours and then canceled. I slept on the airport floor and my flight was rebooked to next day making it a 21 hour layover when I was only supposed to have a 3 hour layover. Now we are sitting in the airplane waiting for departure but now we cannot take off from the gate until the gate agents tell us we can. We are currently 30 minutes past our departure time. I have never been more frustrated with an airline, an airport, or the customer service received. This airport needs some serious help with organization and efficiency."
2018-06-25,2018-06-25,2.0,"""worst airport I have ever experienced"""," |  Absolutely, beyond a shadow of a doubt, the worst airport I have ever experienced. I travel frequently and am forced to fly to Orlando once per year to go to UFL. I always dread this airport and today is no exception. Long lines, fed up security staff, very few services whilst you wait for your flight. This time I was met by a 3 page waitlist for the lounge and a completely full bar at every single outlet (all 2 of them). Seriously Orlando, get your act together."
2018-06-26,2018-06-26,2.0,"""This is ridiculous"""," |  Wow! Can someone spell ""slow""? This by far one for the worst airports in the U.S. TSA has only one checkpoint open plus PreCheck. Oh yeah, and lots of passengers standing in line waiting for the rest of the TSA employees to start working. This is ridiculous. But hey who cares, the passengers only keep this business in the air, so why should they matter? Now I am sure someone will talk about 'shift changes' and the classic, we only care about passengers safety, blah, blah, blah, we all understand that but be efficient please, and for goodness sake smile once in a while and say ""Have a nice day "" with at least some sincerity."
2018-06-26,2018-06-26,3.0,"""increasingly dismayed""
"," |  Having flown several times in and out of SeaTac in the past few months I am increasingly dismayed by my hometown airport experience. Ridiculously long screening lines for those who have not paid for the honor of TSA precheck or other. Two hours to clear immigration. Huge line with no bathrooms available. This after 30 hours of travel from East Africa made this traveler indignant to say the least. They had just three officers at passport control. Come on, guys. We pay a ton of taxes. A better airport experience should be available to all."
2018-06-26,2018-06-26,1.0,"""wow what a wait""
"," |  Well we were warned but wow what a wait! After a long flight into Orlando we disembarked the flight into a corridor and waited and waited and waited. Eventually someone came to get passengers with connecting flights but no explanation. We carried on waiting, the children were tired and thirsty and the corridor was hot. We finally got told that 5 large flights had arrived all at once. I assume this was the schedule and therefore was expected so why could they not either: advise people before they left the plane to be prepared for a wait or have more staff or organise some refreshment in the corridor or even better just advise people of the situation. What was worse was that upon getting the end of the corridor, there was a huge long snaking queue in the customs hall. It took us 3 hours to clear Orlando airport and then we had a 2 hour drive. Never again. I will find another route into South West Florida. Even the Virgin staff looked sympathetic and incredulous at our plight!"
2018-06-27,2018-06-27,1.0,"""not fly through FLL  again."""," |  My husband and I have traveled all over the world and this is the first airport/entry in which all the travelers wait at the same line, regardless of the passport your holding and if you have a visa or not. All other countries have a line for local citizens. Where is the loyalty? First, we had to wait to be deplaned because the customs area was full. We then had to wait after passing the jet-way on the hallway. We were then allowed to go downstairs where the ""fun"" began. Have you visited Walt Disney World? Well the lines were just like that. One ""maze"" to get to the automated machines. Then another ""maze"" that eventually will take you behind the machines, around the room and surprised, another room full of mazes. TWO HOURS later we were able to get our luggage. The whole process shouldn't take more than 15 minutes, but like most government jobs, nobody seemed to care. I really feel sorry for the folks that will be traveling during the holidays. I will not fly through FLL ever again."
